"Condition","loc_coord","loc_id","plate","seconds","normalized_sums"
"MUT+DMSO","D11",47,2,1,0.125893195530206
"MUT+DMSO","D12",48,1,1,1.66893270958641
"MUT+DMSO","D12",48,2,1,0.156171305847597
"WT+DMSO","E1",49,1,1,1.30539108004008
"WT+DMSO","E1",49,2,1,0.441790727060236
"WT+DMSO","E2",50,1,1,0.607400957986534
"WT+DMSO","E2",50,2,1,0.0624766945685443
"Mut1","E3",51,1,1,0.887790152315737
"Mut1","E3",51,2,1,0.000245166885161063
"Mut1","E4",52,1,1,0.640130737155536
"Mut1","E4",52,2,1,0.16066603207555
"Mut2","E5",53,1,1,1.24908441874809
"Mut2","E5",53,2,1,0.177092213381341
"Mut2","E6",54,1,1,1.41571617836256
"Mut2","E6",54,2,1,0.373552610690407
"Mut3","E7",55,1,1,1.0924636402777
"Mut3","E7",55,2,1,0.254360643354603
"Mut3","E8",56,1,1,0.598248060940521
"Mut3","E8",56,2,1,0.0880966340678754
"Mut4","E9",57,1,1,0.0274995522855659
"Mut4","E9",57,2,1,0.140644069787397
"Mut4","E10",58,1,1,0.493970412452016
"Mut4","E10",58,2,1,0.201894929930136
"MUT+DMSO","E11",59,1,1,0.612181712247175
"MUT+DMSO","E11",59,2,1,0.100395839473455
"MUT+DMSO","E12",60,1,1,0
"MUT+DMSO","E12",60,2,1,0.109998209142264
"WT+DMSO","F1",61,1,1,0.638904902729731
"WT+DMSO","F1",61,2,1,0.209495103370128
"WT+DMSO","F2",62,1,1,0.086625632756909
"WT+DMSO","F2",62,2,1,0.194499062227777
"Mut1","F3",63,1,1,0.11367571241968
"Mut1","F3",63,2,1,0.000408611475268439
"Mut1","F4",64,1,1,0.30216818596101
"Mut1","F4",64,2,1,0.00898945245590565
"Mut2","F5",65,1,1,0.0102970091767647
"Mut2","F5",65,2,1,0.0724059534175673
"Mut2","F6",66,1,1,0
"Mut2","F6",66,2,1,0.124667361104401
"Mut3","F7",67,1,1,0.631100423552103
"Mut3","F7",67,2,1,0.433332469522179
"Mut3","F8",68,1,1,0.376780641345027
"Mut3","F8",68,2,1,0.317613699726157
"Mut4","F9",69,1,1,0.387445400849534
"Mut4","F9",69,2,1,0.224041671889685
"Mut4","F10",70,1,1,0.740853465809206
"Mut4","F10",70,2,1,8.17222950536877e-05
"MUT+DMSO","F11",71,1,1,0.31201572251498
"MUT+DMSO","F11",71,2,1,0.0589626358812357
"MUT+DMSO","F12",72,1,1,0.622764749456627
"MUT+DMSO","F12",72,2,1,0.099701199965499
"WT+DMSO","G1",73,1,1,0.836877162497289
"WT+DMSO","G1",73,2,1,0.277937525477592
"WT+DMSO","G2",74,1,1,0.87013813658414
"WT+DMSO","G2",74,2,1,0.30216818596101
"Mut1","G3",75,1,1,0.894450519362612
"Mut1","G3",75,2,1,0.158704696994262
"Mut1","G4",76,1,1,2.14386182729092
"Mut1","G4",76,2,1,0.468595639837845
"Mut2","G5",77,1,1,2.45236349111859
"Mut2","G5",77,2,1,0.00939806393117409
"Mut2","G6",78,1,1,1.71253155399755
"Mut2","G6",78,2,1,0.127405057988699
"Mut3","G7",79,1,1,1.60478070796927
"Mut3","G7",79,2,1,0.0270092185152438
"Mut3","G8",80,1,1,0.872140332812955
"Mut3","G8",80,2,1,0.185387026329291
"Mut4","G9",81,1,1,0.441545560175075
"Mut4","G9",81,2,1,0.357126429384615
"Mut4","G10",82,1,1,0.673555155832494
"Mut4","G10",82,2,1,0.32210842595411
"MUT+DMSO","G11",83,1,1,0.769129379897782
"MUT+DMSO","G11",83,2,1,0.195847480096163
"MUT+DMSO","G12",84,1,1,0.757647397442739
"MUT+DMSO","G12",84,2,1,0.25141864073267
"WT+DMSO","H1",85,1,1,0.89861835641035
"WT+DMSO","H1",85,2,1,0.336941022506354
"WT+DMSO","H2",86,1,1,0.255627338927935
"WT+DMSO","H2",86,2,1,0.158255224371466
"Mut1","H3",87,1,1,0.960686439503626
"Mut1","H3",87,2,1,0.0458462075251188
"Mut1","H4",88,1,1,0.563066612919908
"Mut1","H4",88,2,1,0.000163444590107375
"Mut2","H5",89,1,1,1.2803023354586
"Mut2","H5",89,2,1,0.186081665837247
"Mut2","H6",90,1,1,0.834180326760518
"Mut2","H6",90,2,1,0.376453752164813
"Mut3","H7",91,1,1,0.57716370881667
"Mut3","H7",91,2,1,0.000245166885161063
"Mut3","H8",92,1,1,0.672411043701743
"Mut3","H8",92,2,1,0.293669067275427
"Mut4","H9",93,1,1,0.417560066576817
"Mut4","H9",93,2,1,0.15224863568502
"Mut4","H10",94,1,1,0.451433957876571
"Mut4","H10",94,2,1,0.110774570945274
"MUT+DMSO","H11",95,1,1,0.220241585169688
"MUT+DMSO","H11",95,2,1,0.241366798441067
"MUT+DMSO","H12",96,1,1,0.111714377338391
"MUT+DMSO","H12",96,2,1,0.139418235361591
