"Condition","loc_coord","loc_id","plate","Phase","Group","seconds_total","exp_sums","mean","sd","sem","median","iqr","CI_lower","CI_upper","phase_con_mean","phase_con_sd","phase_con_sem"
"Mut3","H8",92,2,"Light","1",43,795,18.4883720930233,61.2855813435767,9.34596353689799,0,0,0.170283560703187,36.8064606253433,66.0327034883721,102.178566021055,18.0627892313513
"Mut4","H9",93,1,"Light","1",43,1835,42.6744186046512,142.746982443335,21.768710741902,0,0,0.00774555052328196,85.341091658779,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","H9",93,2,"Light","1",43,1106,25.7209302325581,109.251201493098,16.6606520348168,0,0,-6.93394775568272,58.375808220799,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","H10",94,1,"Light","1",43,156,3.62790697674419,23.7897769718863,3.62790697674419,0,0,-3.48279069767442,10.7386046511628,78.7107558139535,146.877909942543,25.9645915317198
"Mut4","H10",94,2,"Light","1",43,1,0.0232558139534884,0.152498570332605,0.0232558139534884,0,0,-0.0223255813953488,0.0688372093023256,78.7107558139535,146.877909942543,25.9645915317198
"MUT+DMSO","H11",95,1,"Light","1",43,0,0,0,0,0,0,0,0,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","H11",95,2,"Light","1",43,1871,43.5116279069767,142.46643248633,21.7259272745519,0,0,0.928810448855039,86.0944453650984,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","H12",96,1,"Light","1",43,423,9.83720930232558,62.5086394914671,9.53247815588492,0,0,-8.84644788320887,28.52086648786,35.281976744186,49.2053019013322,8.69835066119082
"MUT+DMSO","H12",96,2,"Light","1",43,561,13.046511627907,62.3679379963975,9.51102137904315,0,0,-5.59509027501759,31.6881135308315,35.281976744186,49.2053019013322,8.69835066119082
"WT+DMSO","A1",1,1,"Trans 2","1",29,13864,478.068965517241,512.822506960566,95.2287488548459,312,615,291.420617761743,664.717313272739,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","A1",1,2,"Trans 2","1",29,7014,241.862068965517,298.854446671898,55.4958775404539,177,302,133.090148986228,350.633988944807,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","A2",2,1,"Trans 2","1",29,6055,208.793103448276,346.414427622501,64.3275442867701,0,220,82.7111166462065,334.875090250345,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","A2",2,2,"Trans 2","1",29,4087,140.931034482759,185.844583885584,34.510472853007,0,300,73.2905076908649,208.571561274652,328.526939655172,220.446193265444,38.9697495361889
"Mut1","A3",3,1,"Trans 2","1",29,14185,489.137931034483,621.083829408486,115.332371738307,353,609,263.086482427401,715.189379641565,287.927801724138,293.797616691192,51.9365717646969
"Mut1","A3",3,2,"Trans 2","1",29,4119,142.034482758621,143.366284828811,26.6224507444736,140,236,89.8544792994524,194.214486217789,287.927801724138,293.797616691192,51.9365717646969
"Mut1","A4",4,1,"Trans 2","1",29,2044,70.4827586206897,309.930363225775,57.5526236105469,0,0,-42.3203836559822,183.285900897362,287.927801724138,293.797616691192,51.9365717646969
"Mut1","A4",4,2,"Trans 2","1",29,8703,300.103448275862,471.165829529536,87.4932980519584,0,352,128.616584094024,471.590312457701,287.927801724138,293.797616691192,51.9365717646969
"Mut2","A5",5,1,"Trans 2","1",29,11049,381,594.508500479898,110.397457045747,0,541,164.620984190336,597.379015809664,363.511853448276,368.148182187728,65.0800190266107
"Mut2","A5",5,2,"Trans 2","1",29,8914,307.379310344828,390.813749373672,72.5722913541856,136,471,165.137619290624,449.621001399031,363.511853448276,368.148182187728,65.0800190266107
"Mut2","A6",6,1,"Trans 2","1",29,10913,376.310344827586,539.305313968699,100.146482658099,205,493,180.023238817713,572.59745083746,363.511853448276,368.148182187728,65.0800190266107
"Mut2","A6",6,2,"Trans 2","1",29,4716,162.620689655172,260.202450547523,48.3183820489198,14,225,67.9166608392895,257.324718471055,363.511853448276,368.148182187728,65.0800190266107
"Mut3","A7",7,1,"Trans 2","1",29,6132,211.448275862069,506.226980866918,94.0039904064304,0,224,27.2004546654654,395.696097058673,297.859913793103,262.91550864097,46.4773347597851
"Mut3","A7",7,2,"Trans 2","1",29,9387,323.689655172414,589.650629213621,109.495372998135,141,123,109.078724096069,538.300586248758,297.859913793103,262.91550864097,46.4773347597851
"Mut3","A8",8,1,"Trans 2","1",29,15205,524.310344827586,542.387519836949,100.718833919135,424,478,326.901430346082,721.71925930909,297.859913793103,262.91550864097,46.4773347597851
"Mut3","A8",8,2,"Trans 2","1",29,7241,249.689655172414,334.602013426642,62.1340340379827,120,357,127.906948457968,371.47236188686,297.859913793103,262.91550864097,46.4773347597851
"Mut4","A9",9,1,"Trans 2","1",29,22365,771.206896551724,819.371421940988,152.153453289944,543,655,472.986128103435,1069.42766500001,329.32974137931,348.722835563845,61.646070445449
"Mut4","A9",9,2,"Trans 2","1",29,1321,45.551724137931,204.027586756388,37.8869717201753,0,0,-28.7067404336125,119.810188709475,329.32974137931,348.722835563845,61.646070445449
"Mut4","A10",10,1,"Trans 2","1",29,14538,501.310344827586,400.568801246452,74.3837590106362,423,467,355.518177166739,647.102512488433,329.32974137931,348.722835563845,61.646070445449
"Mut4","A10",10,2,"Trans 2","1",29,826,28.4827586206897,152.616143288049,28.3401063391516,0,0,-27.0638498040475,84.0293670454268,329.32974137931,348.722835563845,61.646070445449
"MUT+DMSO","A11",11,1,"Trans 2","1",29,13680,471.724137931034,567.597813883319,105.400267997618,408,629,265.139612655703,678.308663206366,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","A11",11,2,"Trans 2","1",29,6022,207.655172413793,215.998888201846,40.109986590509,119,344,129.039598696396,286.270746131191,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","A12",12,1,"Trans 2","1",29,14410,496.896551724138,626.13892484174,116.271079394303,293,663,269.005236111305,724.787867336971,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","A12",12,2,"Trans 2","1",29,12269,423.068965517241,494.726903816243,91.868479709443,243,389,243.006745286733,603.13118574775,257.989224137931,190.488122828247,33.6738608468373
"WT+DMSO","B1",13,1,"Trans 2","1",29,6966,240.206896551724,229.670475014957,42.6487365271866,242,385,156.615372958438,323.79842014501,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","B1",13,2,"Trans 2","1",29,5391,185.896551724138,399.38026498453,74.1630533675429,0,209,40.5369671237539,331.256136324522,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","B2",14,1,"Trans 2","1",29,7649,263.758620689655,460.79610110984,85.5676878262587,0,347,96.0459525501882,431.471288829122,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","B2",14,2,"Trans 2","1",29,470,16.2068965517241,50.7911545380723,9.43168061835024,0,0,-2.27919746024234,34.6929905636906,328.526939655172,220.446193265444,38.9697495361889
"Mut1","B3",15,1,"Trans 2","1",29,15735,542.586206896552,495.935156853147,92.0928466657344,419,764,362.084227431712,723.088186361391,287.927801724138,293.797616691192,51.9365717646969
"Mut1","B3",15,2,"Trans 2","1",29,929,32.0344827586207,142.240109562925,26.4133252476283,0,0,-19.7356347267307,83.8046002439721,287.927801724138,293.797616691192,51.9365717646969
"Mut1","B4",16,1,"Trans 2","1",29,13482,464.896551724138,425.419485821061,78.9984152866495,403,404,310.059657762305,619.733445685971,287.927801724138,293.797616691192,51.9365717646969
"Mut1","B4",16,2,"Trans 2","1",29,2059,71,126.319040528338,23.4568569491105,0,101,25.0245603797434,116.975439620257,287.927801724138,293.797616691192,51.9365717646969
"Mut2","B5",17,1,"Trans 2","1",29,22384,771.862068965517,582.182146517856,108.108510578275,675,646,559.969388232098,983.754749698937,363.511853448276,368.148182187728,65.0800190266107
"Mut2","B5",17,2,"Trans 2","1",29,7295,251.551724137931,469.303023201648,87.1473836009429,0,253,80.7428522800829,422.360595995779,363.511853448276,368.148182187728,65.0800190266107
"Mut2","B6",18,1,"Trans 2","1",29,444,15.3103448275862,81.8736410784831,15.2035534678555,0,0,-14.4886199694105,45.109309624583,363.511853448276,368.148182187728,65.0800190266107
"Mut2","B6",18,2,"Trans 2","1",29,923,31.8275862068966,89.542515426838,16.6276276834106,0,2,-0.76256405258815,64.4177364663813,363.511853448276,368.148182187728,65.0800190266107
"Mut3","B7",19,1,"Trans 2","1",29,1263,43.551724137931,152.222249689369,28.266962134139,0,0,-11.8515216449814,98.9549699208435,297.859913793103,262.91550864097,46.4773347597851
"Mut3","B7",19,2,"Trans 2","1",29,3002,103.51724137931,174.251177632761,32.357631358265,0,117,40.0962839171109,166.93819884151,297.859913793103,262.91550864097,46.4773347597851
"Mut3","B8",20,1,"Trans 2","1",29,13527,466.448275862069,612.454522288734,113.729949634471,241,738,243.537574578505,689.358977145632,297.859913793103,262.91550864097,46.4773347597851
"Mut3","B8",20,2,"Trans 2","1",29,10794,372.206896551724,334.379529802198,62.0927198661027,310,402,250.505165614163,493.908627489285,297.859913793103,262.91550864097,46.4773347597851
"Mut4","B9",21,1,"Trans 2","1",29,40124,1383.58620689655,730.384953160288,135.62908087653,1341,780,1117.75320837855,1649.41920541455,329.32974137931,348.722835563845,61.646070445449
"Mut4","B9",21,2,"Trans 2","1",29,2291,79,146.58785761447,27.2206817923685,0,139,25.6474636869578,132.352536313042,329.32974137931,348.722835563845,61.646070445449
"Mut4","B10",22,1,"Trans 2","1",29,35160,1212.41379310345,967.432445675569,179.647695163177,1495,1402,860.304310583621,1564.52327562328,329.32974137931,348.722835563845,61.646070445449
"Mut4","B10",22,2,"Trans 2","1",29,5124,176.689655172414,343.702955580654,63.8240365690017,0,242,51.5945434971704,301.784766847657,329.32974137931,348.722835563845,61.646070445449
"MUT+DMSO","B11",23,1,"Trans 2","1",29,7221,249,332.762034235535,61.7923584798514,0,338,127.886977379491,370.113022620509,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","B11",23,2,"Trans 2","1",29,9839,339.275862068966,261.220062748377,48.5073478906906,308,458,244.201460203212,434.350263934719,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","B12",24,1,"Trans 2","1",29,12507,431.275862068966,421.598734119112,78.2889195072654,258,526,277.829579834725,584.722144303206,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","B12",24,2,"Trans 2","1",29,349,12.0344827586207,61.7497731393292,11.466645005464,0,0,-10.4401414520887,34.5091069693301,257.989224137931,190.488122828247,33.6738608468373
"WT+DMSO","C1",25,1,"Trans 2","1",29,15944,549.793103448276,639.147388507888,118.686690453952,331,310,317.16719015853,782.419016738021,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","C1",25,2,"Trans 2","1",29,7112,245.241379310345,369.188845905299,68.55664759158,33,317,110.870350030848,379.612408589842,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","C2",26,1,"Trans 2","1",29,6191,213.48275862069,463.477432081931,86.0655984878858,0,198,44.7941855844335,382.171331656946,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","C2",26,2,"Trans 2","1",29,4,0.137931034482759,0.441113682386046,0.0819127544252014,0,0,-0.0226179641906362,0.298480033156153,328.526939655172,220.446193265444,38.9697495361889
"Mut1","C3",27,1,"Trans 2","1",29,7178,247.51724137931,550.827664304859,102.286129400366,0,176,47.0364277545921,447.998055004029,287.927801724138,293.797616691192,51.9365717646969
"Mut1","C3",27,2,"Trans 2","1",29,9926,342.275862068966,465.675308139521,86.4737338256711,158,392,172.78734377065,511.764380367281,287.927801724138,293.797616691192,51.9365717646969
"Mut1","C4",28,1,"Trans 2","1",29,963,33.2068965517241,104.44047495048,19.3941093153012,0,0,-4.80555770626629,71.2193508097146,287.927801724138,293.797616691192,51.9365717646969
"Mut1","C4",28,2,"Trans 2","1",29,3462,119.379310344828,290.957583284808,54.0294668232502,0,82,13.4815553712573,225.277065318398,287.927801724138,293.797616691192,51.9365717646969
"Mut2","C5",29,1,"Trans 2","1",29,22762,784.896551724138,796.716536113225,147.946546604795,537,1425,494.92132037874,1074.87178306954,363.511853448276,368.148182187728,65.0800190266107
"Mut2","C5",29,2,"Trans 2","1",29,3767,129.896551724138,120.139604754393,22.3093645333244,110,153,86.170197238822,173.622906209454,363.511853448276,368.148182187728,65.0800190266107
"Mut2","C6",30,1,"Trans 2","1",29,3734,128.758620689655,272.848290548379,50.6666555844117,0,36,29.4519757442083,228.065265635102,363.511853448276,368.148182187728,65.0800190266107
"Mut2","C6",30,2,"Trans 2","1",29,6611,227.965517241379,396.096261997602,73.5532293223108,0,296,83.8011877696501,372.129846713109,363.511853448276,368.148182187728,65.0800190266107
"Mut3","C7",31,1,"Trans 2","1",29,9861,340.034482758621,291.124234987478,54.0604132675352,315,297,234.076072754252,445.99289276299,297.859913793103,262.91550864097,46.4773347597851
"Mut3","C7",31,2,"Trans 2","1",29,2145,73.9655172413793,146.345843505479,27.1757409005558,0,38,20.70106507629,127.229969406469,297.859913793103,262.91550864097,46.4773347597851
"Mut3","C8",32,1,"Trans 2","1",29,0,0,0,0,0,0,0,0,297.859913793103,262.91550864097,46.4773347597851
"Mut3","C8",32,2,"Trans 2","1",29,9,0.310344827586207,1.67125804359347,0.310344827586207,0,0,-0.297931034482759,0.918620689655173,297.859913793103,262.91550864097,46.4773347597851
"Mut4","C9",33,1,"Trans 2","1",29,4657,160.586206896552,382.194370635954,70.9717129046089,0,0,21.4816496035182,299.690764189585,329.32974137931,348.722835563845,61.646070445449
"Mut4","C9",33,2,"Trans 2","1",29,2275,78.448275862069,303.62918952081,56.382525028491,0,0,-32.0614731937734,188.958024917911,329.32974137931,348.722835563845,61.646070445449
"Mut4","C10",34,1,"Trans 2","1",29,587,20.2413793103448,51.8243290718157,9.62353631278964,0,0,1.37924813727714,39.1035104834125,329.32974137931,348.722835563845,61.646070445449
"Mut4","C10",34,2,"Trans 2","1",29,1237,42.6551724137931,69.2223518102916,12.854268028823,0,80,17.4608070773001,67.8495377502861,329.32974137931,348.722835563845,61.646070445449
"MUT+DMSO","C11",35,1,"Trans 2","1",29,9620,331.724137931034,491.784788627224,91.3221426344623,0,646,152.732738367488,510.715537494581,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","C11",35,2,"Trans 2","1",29,16,0.551724137931034,1.80448265036491,0.335084015994135,0,0,-0.105040533417471,1.20848880927954,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","C12",36,1,"Trans 2","1",29,8999,310.310344827586,453.202816742624,84.157650317814,1,542,145.361350204671,475.259339450502,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","C12",36,2,"Trans 2","1",29,6666,229.862068965517,214.295144291687,39.793609288945,167,280,151.866594759185,307.857543171849,257.989224137931,190.488122828247,33.6738608468373
"WT+DMSO","D1",37,1,"Trans 2","1",29,11937,411.620689655172,449.694214660926,83.5061192677245,269,607,247.948695890432,575.292683419912,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","D1",37,2,"Trans 2","1",29,11990,413.448275862069,449.9453606675,83.552755910347,285,417,249.684874277789,577.211677446349,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","D2",38,1,"Trans 2","1",29,19883,685.620689655172,683.92749270002,127.002147045513,639,576,436.696481445966,934.544897864379,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","D2",38,2,"Trans 2","1",29,1246,42.9655172413793,97.5270961464486,18.1103271003406,0,0,7.4692761247117,78.4617583580469,328.526939655172,220.446193265444,38.9697495361889
"Mut1","D3",39,1,"Trans 2","1",29,2918,100.620689655172,194.987254856953,36.2082242308768,0,94,29.6525701626538,171.588809147691,287.927801724138,293.797616691192,51.9365717646969
"Mut1","D3",39,2,"Trans 2","1",29,3491,120.379310344828,227.603730479267,42.2649517017061,0,132,37.5400050094837,203.218615680171,287.927801724138,293.797616691192,51.9365717646969
"Mut1","D4",40,1,"Trans 2","1",29,0,0,0,0,0,0,0,0,287.927801724138,293.797616691192,51.9365717646969
"Mut1","D4",40,2,"Trans 2","1",29,2002,69.0344827586207,158.191674595505,29.3754565108064,0,2,11.4585879974402,126.610377519801,287.927801724138,293.797616691192,51.9365717646969
"Mut2","D5",41,1,"Trans 2","1",29,10307,355.413793103448,550.478980865195,102.221380511121,238,424,155.05988730165,555.767698905246,363.511853448276,368.148182187728,65.0800190266107
"Mut2","D5",41,2,"Trans 2","1",29,5705,196.724137931034,293.516961854936,54.5047314923531,101,190,89.8948642060224,303.553411656047,363.511853448276,368.148182187728,65.0800190266107
"Mut2","D6",42,1,"Trans 2","1",29,16845,580.862068965517,554.975078213809,103.056284828749,478,1003,378.871750701169,782.852387229865,363.511853448276,368.148182187728,65.0800190266107
"Mut2","D6",42,2,"Trans 2","1",29,1581,54.5172413793103,141.779663232792,26.3278225106419,0,20,2.9147092584523,106.119773500168,363.511853448276,368.148182187728,65.0800190266107
"Mut3","D7",43,1,"Trans 2","1",29,28257,974.379310344828,537.662893177042,99.8414927737629,971,622,778.689984508252,1170.0686361814,297.859913793103,262.91550864097,46.4773347597851
"Mut3","D7",43,2,"Trans 2","1",29,7345,253.275862068966,276.209793008312,51.290870920492,180,312,152.745755064801,353.80596907313,297.859913793103,262.91550864097,46.4773347597851
"Mut3","D8",44,1,"Trans 2","1",29,7234,249.448275862069,246.949327683535,45.8573389167896,274,340,159.567891585161,339.328660138976,297.859913793103,262.91550864097,46.4773347597851
"Mut3","D8",44,2,"Trans 2","1",29,4283,147.689655172414,214.297040751563,39.7939614527029,0,249,69.6934907251162,225.685819619711,297.859913793103,262.91550864097,46.4773347597851
"Mut4","D9",45,1,"Trans 2","1",29,29858,1029.58620689655,786.373435336517,146.025881008265,995,1212,743.375480120353,1315.79693367275,329.32974137931,348.722835563845,61.646070445449
"Mut4","D9",45,2,"Trans 2","1",29,1483,51.1379310344828,169.481504287537,31.4719252534297,0,0,-10.5470424622394,112.822904531205,329.32974137931,348.722835563845,61.646070445449
"Mut4","D10",46,1,"Trans 2","1",29,12201,420.724137931034,385.048781376346,71.5017636723422,339,296,280.580681133244,560.867594728825,329.32974137931,348.722835563845,61.646070445449
"Mut4","D10",46,2,"Trans 2","1",29,1183,40.7931034482759,103.80764467801,19.2765956838464,0,0,3.01097590793697,78.5752309886148,329.32974137931,348.722835563845,61.646070445449
"MUT+DMSO","D11",47,1,"Trans 2","1",29,16302,562.137931034483,630.437757443074,117.069352567974,327,870,332.682000001254,791.593862067711,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","D11",47,2,"Trans 2","1",29,1984,68.4137931034483,127.693695235731,23.7121239198764,0,106,21.9380302204905,114.889555986406,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","D12",48,1,"Trans 2","1",29,19094,658.413793103448,690.237046095728,128.173801697076,558,1118,407.19314177718,909.634444429716,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","D12",48,2,"Trans 2","1",29,2717,93.6896551724138,193.666152999779,35.9629017747427,0,44,23.2023676939181,164.17694265091,257.989224137931,190.488122828247,33.6738608468373
"WT+DMSO","E1",49,1,"Trans 2","1",29,26280,906.206896551724,693.763719519958,128.828688511228,828,912,653.702667069717,1158.71112603373,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","E1",49,2,"Trans 2","1",29,11952,412.137931034483,374.824218242739,69.6031099635346,237,581,275.715835505955,548.560026563011,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","E2",50,1,"Trans 2","1",29,14072,485.241379310345,571.685643837116,106.159358963299,337,923,277.169035742279,693.313722878411,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","E2",50,2,"Trans 2","1",29,780,26.8965517241379,68.6337822002642,12.7449733960482,0,1,1.9164038678835,51.8766995803924,328.526939655172,220.446193265444,38.9697495361889
"Mut1","E3",51,1,"Trans 2","1",29,16664,574.620689655172,562.686185935255,104.488201584803,614,833,369.823814548959,779.417564761386,287.927801724138,293.797616691192,51.9365717646969
"Mut1","E3",51,2,"Trans 2","1",29,4941,170.379310344828,499.976100414031,92.8432310468272,0,0,-11.5934225069537,352.352043196609,287.927801724138,293.797616691192,51.9365717646969
"Mut1","E4",52,1,"Trans 2","1",29,15155,522.586206896552,464.448099302616,86.2458468656883,424,385,353.544347039803,691.628066753301,287.927801724138,293.797616691192,51.9365717646969
"Mut1","E4",52,2,"Trans 2","1",29,1899,65.4827586206897,148.691824323631,27.6113786019395,0,0,11.3644565608882,119.601060680491,287.927801724138,293.797616691192,51.9365717646969
"Mut2","E5",53,1,"Trans 2","1",29,15333,528.724137931035,550.830016335849,102.286566161556,358,903,328.242468254384,729.205807607685,363.511853448276,368.148182187728,65.0800190266107
"Mut2","E5",53,2,"Trans 2","1",29,4056,139.862068965517,378.211554947184,70.2321225983859,0,36,2.20710867268087,277.517029258354,363.511853448276,368.148182187728,65.0800190266107
"Mut2","E6",54,1,"Trans 2","1",29,27254,939.793103448276,763.2717817448,141.736011632102,910,1473,661.990520649357,1217.59568624719,363.511853448276,368.148182187728,65.0800190266107
"Mut2","E6",54,2,"Trans 2","1",29,7511,259,188.995086859799,35.0955065682316,271,263,190.212807126266,327.787192873734,363.511853448276,368.148182187728,65.0800190266107
"Mut3","E7",55,1,"Trans 2","1",29,13381,461.413793103448,349.262541163662,64.8564256939627,457,626,334.295198743281,588.532387463615,297.859913793103,262.91550864097,46.4773347597851
"Mut3","E7",55,2,"Trans 2","1",29,2785,96.0344827586207,181.873284529685,33.773021076111,1,150,29.8393614494431,162.229604067798,297.859913793103,262.91550864097,46.4773347597851
"Mut3","E8",56,1,"Trans 2","1",29,17766,612.620689655172,581.978854168695,108.070760136749,478,791,400.801999787144,824.439379523201,297.859913793103,262.91550864097,46.4773347597851
"Mut3","E8",56,2,"Trans 2","1",29,4926,169.862068965517,249.855204373872,46.3969466715026,93,186,78.9240534893722,260.800084441662,297.859913793103,262.91550864097,46.4773347597851
"Mut4","E9",57,1,"Trans 2","1",29,1511,52.1034482758621,168.748829589081,31.3358709775261,0,0,-9.3148588400891,113.521755391813,329.32974137931,348.722835563845,61.646070445449
"Mut4","E9",57,2,"Trans 2","1",29,3340,115.172413793103,238.203854617594,44.2333453382914,0,157,28.4750569300523,201.869770656155,329.32974137931,348.722835563845,61.646070445449
"Mut4","E10",58,1,"Trans 2","1",29,10214,352.206896551724,328.67454368269,61.0333305393454,291,526,232.581568694607,471.832224408841,329.32974137931,348.722835563845,61.646070445449
"Mut4","E10",58,2,"Trans 2","1",29,1813,62.5172413793103,118.521734200241,22.0089335136444,0,111,19.3797316925674,105.654751066053,329.32974137931,348.722835563845,61.646070445449
"MUT+DMSO","E11",59,1,"Trans 2","1",29,8192,282.48275862069,305.836980466211,56.7925015147215,191,435,171.169455651836,393.796061589544,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","E11",59,2,"Trans 2","1",29,1956,67.448275862069,198.663316443909,36.8908517304263,0,0,-4.85779352956658,139.754345253705,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","E12",60,1,"Trans 2","1",29,625,21.551724137931,116.059586360657,21.551724137931,0,0,-20.6896551724138,63.7931034482759,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","E12",60,2,"Trans 2","1",29,3866,133.310344827586,159.983504383661,29.7081909492738,2,266,75.0822905670096,191.538399088163,257.989224137931,190.488122828247,33.6738608468373
"WT+DMSO","F1",61,1,"Trans 2","1",29,15107,520.931034482759,427.408547530888,79.3677747735107,397,699,365.370195926678,676.49187303884,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","F1",61,2,"Trans 2","1",29,3452,119.034482758621,191.124582174377,35.4909439208186,0,234,49.4722326738162,188.596732843425,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","F2",62,1,"Trans 2","1",29,5891,203.137931034483,327.542660704344,60.8231451469045,0,504,83.92456654655,322.351295522416,328.526939655172,220.446193265444,38.9697495361889
"WT+DMSO","F2",62,2,"Trans 2","1",29,4888,168.551724137931,188.383648480377,34.9819653115905,179,253,99.9870721272136,237.116376148648,328.526939655172,220.446193265444,38.9697495361889
"Mut1","F3",63,1,"Trans 2","1",29,3769,129.965517241379,287.711224613279,53.4266331518966,0,57,25.2493162636619,234.681718219097,287.927801724138,293.797616691192,51.9365717646969
"Mut1","F3",63,2,"Trans 2","1",29,2735,94.3103448275862,355.318680246367,65.9810224889728,0,1,-35.0124592508005,223.633148905973,287.927801724138,293.797616691192,51.9365717646969
"Mut1","F4",64,1,"Trans 2","1",29,8220,283.448275862069,473.936447382595,88.0077888711416,43,406,110.953009674631,455.943542049506,287.927801724138,293.797616691192,51.9365717646969
"Mut1","F4",64,2,"Trans 2","1",29,0,0,0,0,0,0,0,0,287.927801724138,293.797616691192,51.9365717646969
"Mut2","F5",65,1,"Trans 2","1",29,21,0.724137931034483,2.86476814973291,0.531974090363501,0,0,-0.318531286077978,1.76680714814694,363.511853448276,368.148182187728,65.0800190266107
"Mut2","F5",65,2,"Trans 2","1",29,1493,51.4827586206897,217.248314261034,40.3419991850972,0,0,-27.5875597821008,130.55307702348,363.511853448276,368.148182187728,65.0800190266107
"Mut2","F6",66,1,"Trans 2","1",29,6294,217.034482758621,291.690820017975,54.1656254663794,39,377,110.869856844517,323.199108672724,363.511853448276,368.148182187728,65.0800190266107
"Mut2","F6",66,2,"Trans 2","1",29,1402,48.3448275862069,234.524332557576,43.5500752450264,0,0,-37.0133198940448,133.702975066459,363.511853448276,368.148182187728,65.0800190266107
"Mut3","F7",67,1,"Trans 2","1",29,11455,395,363.693257724536,67.5361424858714,339,511,262.629160727692,527.370839272308,297.859913793103,262.91550864097,46.4773347597851
"Mut3","F7",67,2,"Trans 2","1",29,7021,242.103448275862,191.851569267864,35.625942034994,232,326,172.276601887274,311.93029466445,297.859913793103,262.91550864097,46.4773347597851
"Mut3","F8",68,1,"Trans 2","1",29,6526,225.034482758621,275.510627583275,51.161039160448,207,297,124.758846004143,325.310119513099,297.859913793103,262.91550864097,46.4773347597851
"Mut3","F8",68,2,"Trans 2","1",29,5269,181.689655172414,185.016235474519,34.3566524146858,136,172,114.35061643963,249.028693905198,297.859913793103,262.91550864097,46.4773347597851
"Mut4","F9",69,1,"Trans 2","1",29,15919,548.931034482759,576.671541262843,107.085216871885,487,952,339.044009413863,758.818059551654,329.32974137931,348.722835563845,61.646070445449
"Mut4","F9",69,2,"Trans 2","1",29,4169,143.758620689655,208.441093969429,38.7065394346478,0,365,67.8938033977455,219.623437981565,329.32974137931,348.722835563845,61.646070445449
"Mut4","F10",70,1,"Trans 2","1",29,14262,491.793103448276,611.094532043608,113.477405785985,328,288,269.377388107745,714.208818788807,329.32974137931,348.722835563845,61.646070445449
"Mut4","F10",70,2,"Trans 2","1",29,4860,167.586206896552,626.155019443575,116.274068086833,0,1,-60.3109665536414,395.483380346745,329.32974137931,348.722835563845,61.646070445449
"MUT+DMSO","F11",71,1,"Trans 2","1",29,3018,104.068965517241,168.923256251065,31.3682611955104,0,222,42.5871735740411,165.550757460442,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","F11",71,2,"Trans 2","1",29,2680,92.4137931034483,289.125592735033,53.6892747185725,0,0,-12.8171853449539,197.64477155185,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","F12",72,1,"Trans 2","1",29,9094,313.586206896552,478.567245404848,88.8677064759135,0,739,139.405502203761,487.766911589342,257.989224137931,190.488122828247,33.6738608468373
"MUT+DMSO","F12",72,2,"Trans 2","1",29,2819,97.2068965517241,132.107201953118,24.5316915423082,61,151,49.1247811288,145.289011974648,257.989224137931,190.488122828247,33.6738608468373
"WT+DMSO","G1",73,1,"Trans 2","1",29,21871,754.172413793103,619.726787092824,115.08037530658,585,773,528.614878192207,979.729949394,328.526939655172,220.446193265444,38.9697495361889
