time	Loc01	Loc02	Loc03	Loc04	Loc05	Loc06	Loc07	Loc08	Loc09	Loc10	Loc11	Loc12	Loc13	Loc14	Loc15	Loc16	Loc17	Loc18	Loc19	Loc20	Loc21	Loc22	Loc23	Loc24	Loc25	Loc26	Loc27	Loc28	Loc29	Loc30	Loc31	Loc32	Loc33	Loc34	Loc35	Loc36	Loc37	Loc38	Loc39	Loc40	Loc41	Loc42	Loc43	Loc44	Loc45	Loc46	Loc47	Loc48	Loc49	Loc50	Loc51	Loc52	Loc53	Loc54	Loc55	Loc56	Loc57	Loc58	Loc59	Loc60	Loc61	Loc62	Loc63	Loc64	Loc65	Loc66	Loc67	Loc68	Loc69	Loc70	Loc71	Loc72	Loc73	Loc74	Loc75	Loc76	Loc77	Loc78	Loc79	Loc80	Loc81	Loc82	Loc83	Loc84	Loc85	Loc86	Loc87	Loc88	Loc89	Loc90	Loc91	Loc92	Loc93	Loc94	Loc95	Loc96
43666986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	44	0	0	0	0	55	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	45	0	2	0	0	0	0	0	60	80	0	0	39	0	0	0	48	21	0	79	0	0	0	0	0	0	0	5	0	8	0	0	103	0	0	3	20	243	47	156	15	0	123	75	9	52	0	0	0	0	0	0	0	0	0	0	0
43700371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	35	0	0	0	0	42	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	2	0	0	0	0	0	70	74	0	0	31	0	0	0	42	22	0	190	0	0	0	0	0	0	0	88	0	2	0	0	77	0	0	4	3	173	101	110	0	115	60	49	2	32	69	0	0	0	0	0	0	0	0	0	0
43733349	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	45	26	0	0	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	11	0	4	0	0	16	0	94	0	0	0	0	0	47	49	0	0	18	0	0	0	38	22	0	218	0	0	0	0	0	0	0	71	0	0	0	0	37	0	0	3	0	157	104	97	0	50	14	23	1	0	119	0	0	0	0	0	0	0	0	0	0
43767056	0	0	0	0	0	0	0	0	0	26	0	0	0	0	0	33	20	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	125	0	17	0	12	13	0	112	0	0	0	0	0	28	33	0	0	7	125	0	13	34	18	0	296	0	0	0	0	0	0	0	57	0	0	0	0	16	0	0	3	0	213	85	73	0	0	1	1	0	0	65	0	0	0	0	0	0	0	0	0	0
43800532	0	0	0	0	0	0	0	0	0	35	0	0	0	0	0	10	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	91	0	3	0	157	7	0	84	0	0	0	0	0	15	28	0	0	0	61	0	101	27	17	0	210	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	2	0	142	30	49	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
43833679	0	0	0	0	0	0	0	0	18	26	0	0	0	0	0	5	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	113	6	0	75	68	0	0	0	0	9	23	0	0	0	47	0	51	24	12	0	150	0	0	0	0	0	0	0	24	0	36	0	0	0	0	0	3	0	22	5	39	0	0	0	0	0	0	160	0	0	0	0	0	54	0	0	0	0
43871346	0	0	0	0	0	0	0	0	111	0	0	100	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	51	0	0	0	70	2	0	70	0	0	0	0	0	2	19	0	0	0	24	0	51	16	10	0	84	0	0	0	0	0	0	0	3	0	69	0	0	0	0	0	18	0	0	92	25	0	0	0	0	0	0	74	0	81	0	0	0	116	0	0	0	0
43900435	0	0	0	0	0	0	0	0	68	0	0	88	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	0	0	145	0	0	65	129	0	0	0	0	0	10	0	0	0	4	0	43	10	4	0	57	0	0	0	0	0	0	0	0	0	77	0	0	0	0	0	55	0	0	55	15	0	0	0	0	0	0	56	0	87	0	0	0	103	0	0	0	0
43933444	0	0	0	0	0	0	0	0	50	0	0	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	90	0	146	0	0	39	116	0	0	0	0	1	19	0	14	0	0	0	1	2	1	0	39	0	0	0	0	0	0	0	0	0	41	0	0	0	20	0	19	0	0	66	5	0	0	0	0	0	0	45	0	49	0	0	0	113	0	0	0	0
43971393	0	0	0	0	0	0	0	0	30	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	145	0	88	0	0	21	85	0	0	0	0	0	36	0	159	0	0	0	32	1	0	0	32	0	0	0	0	0	0	0	0	0	15	0	0	0	51	74	11	0	0	79	3	0	0	0	0	0	0	19	0	14	0	0	0	85	0	0	0	0
44000096	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	99	0	48	0	0	7	50	0	70	0	0	0	46	0	43	0	0	0	145	0	0	0	23	0	0	0	0	0	0	0	0	0	1	0	88	0	37	48	7	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	47	0	0	0	0
44033799	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	70	0	29	0	0	2	26	5	12	0	81	0	46	0	0	0	0	0	126	0	0	0	13	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	1	0	0	0	48	0	0	0	0	0	0	1	23	0	0	0	0	29	0	0	0	0
44067069	29	0	0	0	0	0	0	0	0	77	0	0	10	0	0	0	0	0	128	0	0	0	0	0	0	0	0	0	94	0	113	0	0	0	0	0	51	0	18	0	0	0	20	63	2	50	58	1	11	0	8	0	0	0	82	0	0	0	6	0	40	0	0	0	0	0	0	0	0	0	34	0	0	0	4	8	0	59	36	0	0	0	0	0	0	0	32	0	0	0	0	13	0	0	0	0
44100368	20	0	0	0	0	0	0	0	0	38	0	0	98	0	0	0	0	0	62	0	0	0	102	0	29	0	0	0	82	0	91	0	0	0	0	0	26	0	12	0	0	0	17	66	76	71	43	61	0	0	0	0	0	0	139	0	0	0	3	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	57	0	0	0	0	0	0	0	0	7	0	0	0	0	2	0	0	0	0
44133711	4	0	0	0	0	75	0	0	0	45	0	0	6	0	0	0	0	0	52	0	0	0	62	0	37	0	0	0	90	0	131	0	0	0	0	68	14	0	7	0	0	0	16	70	21	32	38	61	0	0	89	0	0	0	118	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	0	0	0	2	110	0	32	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44167035	0	0	0	0	0	105	0	0	0	42	115	0	0	0	0	0	0	0	58	0	0	0	70	0	0	0	0	0	41	0	91	0	0	0	0	67	8	0	2	0	0	0	36	36	121	39	27	79	0	0	60	0	0	0	76	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	24	27	41	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0
44200175	0	0	0	0	0	65	0	0	0	8	79	0	0	0	0	0	0	1	48	0	0	0	49	0	0	0	79	0	98	0	51	0	0	0	0	6	3	0	2	0	0	0	20	96	84	102	2	27	0	0	76	0	0	0	72	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	55	13	0	0	0	0	0	0	0	0	0	0	0	143	0	0	0	85	0	0
44233366	0	0	0	0	0	56	0	0	0	0	41	0	0	0	115	0	0	24	41	0	0	0	9	0	0	0	153	0	133	0	27	0	0	0	0	0	0	0	0	0	0	0	5	88	82	1	0	2	1	0	37	0	0	0	49	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	0	0	0	0	0	0	0	21	0	0	0	0	250	0	0	0	343	0	0
44266687	0	0	0	0	0	32	0	0	0	0	15	0	0	0	89	0	0	30	44	0	0	0	0	0	0	0	166	0	118	0	17	0	0	0	0	0	0	0	0	94	0	0	112	66	81	10	0	0	14	0	53	0	0	0	17	0	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	85	1	0	0	0	0	0	0	52	0	0	0	0	267	0	0	0	269	0	0
44300011	0	0	0	0	0	11	0	0	0	0	3	0	0	0	67	0	0	18	50	0	94	0	0	82	0	0	120	0	102	0	9	0	0	0	0	0	0	0	0	131	0	0	136	39	69	0	0	0	221	0	114	0	0	0	1	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	63	0	3	5	0	251	0	1	0	181	0	0
44333697	0	0	0	0	0	1	0	0	0	0	2	0	0	0	63	0	0	1	44	0	110	0	0	34	0	0	72	0	49	0	4	0	0	0	0	0	0	0	0	48	0	0	96	25	55	0	0	0	327	0	138	0	0	0	1	0	138	0	0	0	41	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	89	0	0	0	0	42	0	0	191	99	0	109	0	210	97	0	100	135	0	0
44367010	0	0	0	0	0	96	0	0	0	0	0	0	0	0	30	0	0	0	20	0	49	0	0	26	0	0	38	0	5	0	1	0	0	0	0	0	0	0	0	64	0	0	83	11	142	133	0	0	283	0	107	0	0	0	0	0	255	0	0	0	30	0	0	0	0	0	0	0	108	0	0	0	0	0	0	0	62	0	0	0	0	30	0	0	80	100	32	77	0	265	111	0	104	104	0	0
44400237	0	0	0	0	0	125	0	0	0	0	0	0	0	0	17	0	0	0	4	0	18	0	0	0	0	52	21	0	2	0	0	0	0	0	0	0	0	63	0	48	0	0	70	8	225	145	0	0	169	0	79	0	0	0	0	0	155	0	49	0	15	0	0	0	0	0	0	0	18	0	0	0	0	0	0	66	28	0	0	0	0	30	0	0	56	168	90	53	0	297	141	0	84	73	0	0
44433391	0	0	0	0	0	7	0	0	0	0	0	0	0	0	9	0	0	0	0	0	13	0	0	0	0	106	6	0	0	0	0	0	0	0	0	0	0	103	0	38	0	0	167	8	261	120	0	0	112	0	45	0	0	0	0	0	114	0	77	0	83	0	0	0	0	0	0	0	0	38	0	0	0	0	0	23	8	0	0	14	0	0	0	0	21	104	35	30	38	258	284	0	274	60	0	0
44466929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	0	88	0	22	0	0	235	3	110	173	0	0	89	0	29	0	0	0	0	0	57	0	67	0	74	0	0	0	0	0	0	0	23	70	0	0	0	0	0	0	2	0	0	18	0	0	0	0	10	65	34	1	65	199	200	0	391	41	0	0
44500281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	64	0	0	0	0	0	0	0	0	0	0	0	113	0	15	0	0	265	0	54	130	0	0	97	0	20	0	0	0	0	0	29	0	48	0	47	0	0	0	0	0	0	0	1	70	0	0	79	0	0	0	0	0	0	27	0	0	0	0	2	31	20	0	167	226	302	0	318	26	3	0
44553962	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	122	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	154	0	10	0	25	181	1	40	100	0	0	82	0	8	0	0	0	0	0	5	0	37	0	38	0	0	0	0	0	68	0	0	160	0	0	134	0	0	3	68	94	0	29	0	0	0	0	0	0	7	0	149	129	369	0	263	19	85	0
44567035	0	0	0	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	89	0	0	0	0	27	0	0	0	1	0	0	0	0	0	0	120	116	0	5	0	41	352	0	25	188	0	0	47	0	2	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	62	0	0	121	0	0	176	121	0	23	19	94	48	27	0	0	0	0	26	0	0	0	407	103	314	0	160	9	73	0
44600336	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	15	0	0	0	2	0	0	0	0	0	0	98	71	0	3	0	51	316	0	19	106	32	0	26	0	9	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	50	0	0	104	0	0	155	112	0	0	94	75	211	16	0	0	101	0	19	0	0	0	371	97	206	0	68	5	8	0
44633642	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	8	0	0	0	2	0	0	0	0	0	0	49	47	0	1	0	68	180	0	8	247	41	0	20	0	37	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	74	0	0	124	13	0	20	42	52	221	3	0	0	100	0	0	0	0	0	266	130	139	0	35	2	0	0
44667029	0	0	0	117	0	0	0	0	207	0	0	0	0	0	0	0	24	0	0	0	170	0	0	0	66	4	0	2	0	0	0	0	0	0	0	0	45	38	0	0	0	63	148	0	5	295	35	0	18	0	45	0	0	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0	0	65	0	0	18	54	175	111	0	0	0	88	0	0	0	0	0	175	97	105	0	15	1	0	0
44700440	0	0	0	120	0	0	0	0	163	0	0	0	0	0	0	0	111	0	0	0	192	20	0	0	105	1	0	5	0	0	0	0	0	0	0	0	24	36	0	0	0	56	116	0	1	199	19	0	79	0	28	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	91	0	20	0	0	22	0	0	10	43	87	25	0	0	0	113	0	0	0	0	0	144	75	69	0	8	0	0	0
44733801	0	0	0	71	0	0	0	0	182	0	0	0	0	59	13	0	42	0	0	0	147	97	0	0	60	0	0	1	0	0	0	0	0	0	30	0	9	27	0	0	0	33	59	0	2	124	0	0	125	0	34	0	0	54	0	0	0	5	0	0	0	0	0	0	0	0	0	107	0	8	0	0	18	0	0	0	52	61	47	0	0	0	51	0	0	2	0	0	108	22	43	0	7	0	0	0
44766688	0	0	0	61	0	0	0	0	387	0	0	0	0	78	35	0	56	0	0	0	86	90	0	0	52	0	0	4	0	0	0	0	0	0	100	0	3	24	0	0	26	18	21	0	0	47	0	0	148	0	72	0	0	32	66	0	0	124	0	0	0	0	0	0	0	0	0	71	111	3	102	0	13	0	0	0	89	10	100	0	0	0	43	0	0	110	0	0	23	10	37	52	4	0	0	0
44800147	0	0	0	26	0	0	0	0	361	0	5	0	80	89	85	0	29	0	0	0	52	74	0	72	24	0	0	3	0	0	0	0	0	0	71	0	1	21	0	0	114	16	7	0	0	32	0	0	73	0	87	0	76	0	48	0	0	121	0	0	0	0	0	0	0	0	0	159	53	0	129	0	9	0	0	0	109	3	48	0	0	0	17	0	0	86	0	0	3	8	26	76	5	0	0	0
44833510	0	0	0	9	95	0	0	0	220	0	89	0	101	56	32	57	2	0	0	0	33	42	0	42	15	0	0	3	0	0	0	0	0	0	2	0	0	14	0	0	63	13	4	0	0	14	0	2	42	0	57	0	67	65	105	0	0	83	0	0	0	0	0	0	0	0	0	248	95	1	163	0	4	0	0	0	100	0	30	0	0	0	0	1	0	42	0	0	0	8	10	4	4	0	0	0
44866815	0	0	0	0	102	7	0	0	140	0	86	0	48	37	65	72	0	0	0	0	24	28	0	61	8	0	0	15	0	0	0	0	0	54	0	0	0	13	0	0	41	4	2	0	0	7	0	101	51	0	136	0	52	103	88	0	0	50	0	0	0	0	0	0	0	0	0	216	216	0	185	0	2	0	0	0	74	0	86	0	26	0	0	5	0	47	0	0	0	6	6	4	2	0	0	0
44900158	0	0	0	0	45	73	0	0	89	0	79	0	36	8	30	40	0	0	0	0	15	8	0	43	1	0	0	14	0	0	0	0	0	126	0	0	0	9	0	0	11	3	0	0	0	1	0	80	94	0	229	0	36	91	71	0	0	27	0	0	0	0	0	0	0	0	0	107	254	0	56	0	2	0	0	34	20	0	119	0	0	57	0	5	0	21	0	99	0	6	1	0	3	0	0	0
44933865	0	0	44	0	20	29	0	0	62	0	59	0	11	0	19	19	0	0	0	4	12	0	0	0	0	0	0	24	0	0	0	0	0	75	0	0	0	8	0	0	0	0	0	0	0	0	0	159	59	0	198	0	98	45	86	0	0	8	0	0	0	0	0	0	0	0	0	173	227	0	16	0	0	0	0	11	9	0	95	0	0	77	0	25	105	10	0	74	0	4	0	0	2	0	0	0
44967055	0	0	115	0	0	29	0	0	36	0	33	0	0	0	9	1	0	0	0	0	6	0	0	0	0	0	0	39	0	0	0	0	0	46	0	0	0	3	0	1	0	0	0	0	0	0	0	169	41	0	151	0	56	0	298	0	0	0	0	0	0	0	0	0	0	0	0	114	290	0	2	0	0	0	25	20	4	0	74	0	71	46	0	9	68	9	0	63	0	2	0	0	0	0	0	0
45000467	0	0	89	0	0	28	0	0	18	0	13	0	0	0	0	0	0	0	0	71	1	0	0	0	0	0	0	43	0	0	0	0	0	16	0	0	0	2	0	126	0	0	1	0	0	0	0	129	1	0	43	0	50	0	236	0	0	0	0	0	0	0	0	0	0	0	0	95	203	0	1	0	0	0	122	74	0	43	48	98	104	1	0	7	0	4	0	34	0	2	0	0	0	0	0	0
45033821	0	0	181	0	0	14	0	0	7	0	8	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	11	0	1	0	80	0	0	49	0	0	0	0	120	0	0	10	0	49	0	126	0	46	0	0	0	0	0	0	0	0	0	0	48	177	61	0	0	42	0	135	116	0	49	38	40	71	0	0	3	0	2	0	9	0	1	0	0	0	0	0	0
45067058	0	0	124	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	73	0	0	0	0	0	0	82	63	0	0	0	0	0	0	0	75	0	0	0	60	0	0	64	0	0	0	0	114	0	0	3	0	29	0	66	0	165	0	0	0	0	0	0	0	0	0	0	17	119	105	0	0	98	0	113	93	0	53	29	0	16	0	0	0	138	1	0	1	0	1	0	0	0	0	0	0
45100127	0	0	61	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	0	17	39	0	0	0	0	0	0	0	97	0	0	0	55	0	0	10	0	0	0	0	53	0	0	2	0	15	0	37	0	149	0	0	0	0	0	0	0	0	0	0	14	73	87	0	0	316	0	91	60	14	47	24	0	0	0	0	9	100	0	0	0	0	1	0	0	0	0	0	0
45133709	0	0	39	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	30	0	17	0	0	0	87	2	0	0	0	0	0	0	0	0	60	0	0	0	38	0	0	0	34	0	0	0	8	0	0	0	0	12	0	24	0	145	57	0	0	0	0	0	0	0	0	0	10	54	90	0	4	206	0	80	58	60	16	15	0	0	0	0	58	57	0	21	0	0	0	0	0	0	0	0	0
45166999	0	0	22	0	0	0	0	0	0	54	0	0	0	0	0	0	0	0	0	10	0	17	0	0	0	221	0	0	0	2	0	0	0	0	0	31	0	57	0	24	0	0	0	115	0	0	0	7	0	0	0	0	4	0	91	0	105	80	0	0	0	0	0	0	0	0	0	9	36	64	0	96	105	0	41	54	134	0	13	0	0	0	0	116	17	21	35	0	0	0	0	0	0	0	0	0
45200330	0	0	5	0	0	0	0	0	0	17	8	0	0	0	0	0	0	0	0	1	0	12	0	0	0	304	0	0	0	3	63	0	0	0	107	12	0	66	0	16	0	0	0	305	0	0	0	3	19	0	0	0	3	0	84	0	119	62	0	0	0	0	0	0	0	0	59	8	28	161	0	45	51	0	9	51	123	0	7	0	0	0	0	73	0	103	38	0	0	1	0	89	0	0	0	0
45233391	6	0	0	56	0	0	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	3	0	0	0	221	0	0	0	2	71	0	0	0	107	1	0	87	0	11	0	24	0	269	0	0	0	0	123	0	0	0	0	80	77	0	54	30	0	0	0	0	0	0	0	0	136	2	29	184	0	55	20	0	2	38	71	0	6	0	0	0	0	32	0	61	11	0	0	0	0	115	0	0	0	0
45266705	3	0	0	103	0	0	0	0	0	0	64	0	0	0	0	0	0	0	0	0	18	0	0	0	0	237	0	0	0	1	78	0	0	0	92	0	0	74	0	4	0	47	0	230	0	0	0	0	40	0	0	0	103	121	59	0	1	0	0	0	0	0	0	0	0	0	237	1	18	90	0	30	13	0	3	17	53	133	1	68	0	0	0	3	0	59	0	0	0	0	0	75	0	0	0	0
45300026	2	0	0	63	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	117	0	0	0	0	140	0	0	103	0	30	0	0	0	83	8	0	185	0	2	0	58	0	189	0	0	0	11	34	0	0	0	89	86	48	0	0	0	0	0	0	0	0	0	0	0	238	1	19	43	0	0	2	0	1	0	112	96	1	52	0	0	0	0	0	262	0	0	0	0	0	99	0	0	0	0
45333443	4	0	0	8	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	85	0	0	0	0	94	0	0	130	10	0	0	0	0	44	106	0	165	0	2	0	59	0	141	0	0	0	65	29	0	0	0	58	81	35	0	0	0	0	0	0	0	0	0	0	0	300	1	14	31	0	0	0	0	1	0	64	0	2	4	0	0	0	0	0	345	0	0	0	0	0	143	0	0	0	0
45366698	0	0	0	1	0	0	0	0	0	0	148	0	0	0	0	0	0	0	0	0	83	0	0	0	23	41	0	0	107	96	0	0	0	0	28	73	0	63	0	1	0	0	0	98	0	0	0	81	12	0	0	0	35	76	20	0	0	0	0	0	0	0	0	0	0	0	219	0	11	24	0	0	0	0	1	5	22	0	81	0	0	0	0	0	102	336	84	0	0	0	0	259	0	0	0	0
45400106	0	0	0	1	0	0	0	0	0	0	91	46	0	0	0	0	0	0	18	0	87	19	0	0	90	27	0	0	145	80	0	0	0	0	21	68	0	23	0	0	0	0	0	81	51	0	0	197	0	0	0	0	10	40	13	0	0	0	0	0	0	0	0	0	0	0	140	0	12	23	0	0	7	0	0	14	12	0	42	0	0	0	0	0	109	190	88	0	0	0	0	168	0	0	0	0
45433622	0	0	0	0	0	0	0	0	0	0	41	64	0	0	0	29	0	0	50	0	49	20	0	0	108	16	0	0	181	54	0	0	0	0	17	49	28	22	0	0	0	0	95	59	99	0	0	246	0	0	0	0	0	23	3	0	0	0	0	0	0	40	0	0	0	0	94	0	9	20	0	0	189	0	0	45	7	0	52	0	0	0	0	0	101	145	49	0	81	0	0	69	0	0	0	0
45466695	0	0	0	18	0	0	0	0	0	0	31	42	0	0	0	87	0	0	52	0	33	13	0	0	84	7	0	0	128	22	0	0	0	0	9	30	35	14	0	0	0	0	2	18	10	0	1	277	0	0	0	0	0	17	0	0	0	0	0	0	0	88	0	0	0	0	49	0	8	18	0	0	382	0	0	2	39	0	43	0	0	0	0	0	45	64	49	0	89	0	0	48	0	0	0	0
45500029	0	0	0	92	0	0	0	0	0	0	19	39	0	0	0	61	0	0	10	0	23	2	0	0	54	2	0	0	87	0	0	0	0	0	7	17	42	8	0	0	0	0	15	14	46	0	103	226	0	0	0	0	0	10	0	0	0	0	0	0	0	48	0	0	0	0	106	13	7	19	0	0	194	0	0	55	74	0	12	29	0	0	0	0	39	44	102	0	102	0	0	41	0	0	39	0
45533608	0	27	0	29	0	0	106	0	0	0	16	22	0	71	3	30	76	0	1	0	12	0	0	0	46	0	0	0	46	0	0	0	0	0	5	12	43	6	0	0	0	0	27	6	66	0	38	205	0	0	0	0	0	3	0	0	0	0	0	0	24	46	0	0	0	0	35	156	6	10	0	0	69	0	0	13	44	0	0	103	0	0	0	0	34	28	62	50	169	0	0	35	0	0	68	0
45567031	0	196	0	75	0	0	85	0	0	0	9	0	0	74	122	0	119	0	0	0	11	0	0	0	31	0	0	0	39	0	0	0	0	0	1	5	27	1	0	0	0	0	137	13	37	0	47	283	0	0	0	0	0	1	0	0	0	0	45	0	35	1	0	0	0	0	64	118	2	8	0	0	34	0	0	7	41	0	0	76	2	0	0	12	27	13	31	82	433	0	0	37	0	0	90	0
45600027	0	129	0	152	0	0	58	0	0	52	0	0	0	43	39	0	68	0	0	0	2	0	0	0	17	0	0	0	20	0	69	0	0	0	0	1	7	0	0	0	0	0	196	9	111	0	47	279	0	0	0	0	0	0	0	0	2	0	43	0	29	5	0	0	0	0	56	193	3	11	0	0	16	0	0	63	16	0	0	30	65	0	0	63	20	4	2	60	473	0	0	31	0	0	53	0
45633579	0	56	0	152	0	0	0	42	0	83	0	0	0	19	44	0	59	0	0	0	1	0	0	0	7	0	0	0	17	0	25	0	0	0	0	0	2	0	0	0	0	0	184	7	57	0	25	289	0	0	0	0	0	1	0	0	173	0	33	0	16	57	0	0	0	0	30	187	2	9	0	0	5	0	0	32	42	0	61	23	138	0	0	0	17	2	0	51	346	0	0	20	0	0	19	0
45697832	0	5	0	209	0	0	0	105	0	43	0	0	0	0	30	0	55	0	0	0	0	0	0	46	2	0	0	0	12	0	166	0	0	0	0	0	0	0	0	0	0	0	333	6	53	0	5	171	0	0	0	0	0	0	0	0	182	0	90	0	0	131	0	0	0	0	17	114	1	4	0	0	0	0	0	1	79	0	200	0	97	0	0	78	10	1	0	11	195	0	0	18	0	0	0	0
45707591	0	0	0	339	0	0	0	98	0	40	0	0	0	0	19	0	32	0	0	0	0	0	0	48	1	0	0	0	10	0	141	0	0	98	0	0	0	0	0	0	0	0	362	4	48	88	0	82	0	0	0	0	0	0	0	0	202	0	25	0	0	331	0	0	0	0	5	61	0	4	0	0	0	0	0	8	119	0	179	1	52	0	0	109	7	0	0	1	91	0	0	7	0	0	0	0
45733679	0	0	0	204	0	0	0	137	0	21	0	0	0	0	15	0	14	0	0	0	0	0	0	36	0	0	0	0	9	0	98	0	0	112	0	0	0	0	0	0	0	0	279	6	30	47	0	28	3	0	0	33	0	0	0	0	172	0	2	0	0	289	0	0	0	0	0	36	0	2	0	0	0	0	0	20	90	0	175	2	27	0	0	94	100	0	0	0	38	0	0	10	0	0	0	0
45773152	0	0	0	119	0	0	0	117	0	6	0	0	0	0	4	0	5	0	0	0	0	0	0	0	0	0	0	0	3	0	61	0	0	89	0	0	0	0	0	0	0	0	297	3	17	1	0	10	136	0	0	88	0	0	0	0	10	0	0	0	0	171	0	0	0	0	0	15	1	3	0	0	0	0	0	54	67	0	107	0	0	1	18	68	73	0	0	0	31	0	0	15	0	0	0	0
45800083	46	0	0	78	0	0	0	46	0	0	0	0	109	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	45	0	0	0	0	0	48	0	0	279	3	11	0	0	5	66	0	0	67	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0	9	0	7	0	0	0	0	0	104	50	0	42	0	0	123	50	39	46	0	0	0	17	0	0	66	0	53	0	0
45833672	37	0	0	55	0	0	0	16	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	0	13	0	0	0	0	0	110	0	0	254	4	6	1	0	4	135	0	0	57	0	0	0	0	0	0	0	0	0	70	0	0	0	0	0	1	0	47	137	0	0	0	0	48	4	0	27	0	0	58	146	26	42	0	0	0	6	0	0	68	0	76	0	9
45867026	28	0	0	34	0	0	0	7	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	0	0	0	0	122	72	0	197	2	3	0	0	0	105	0	0	54	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	54	51	0	0	0	0	62	0	0	20	0	0	99	109	18	33	0	0	0	3	0	0	38	0	71	0	92
45900465	24	0	0	24	0	0	0	1	0	0	0	0	44	0	0	0	0	4	0	0	0	6	0	0	0	0	0	0	0	0	17	0	0	0	0	0	0	0	0	114	125	0	144	3	108	0	0	2	178	0	0	33	0	0	0	0	0	0	46	0	0	26	0	0	0	0	0	0	0	34	22	0	0	0	0	81	0	90	84	0	0	89	51	11	19	0	0	0	2	0	0	30	0	55	0	38
