time	Loc01	Loc02	Loc03	Loc04	Loc05	Loc06	Loc07	Loc08	Loc09	Loc10	Loc11	Loc12	Loc13	Loc14	Loc15	Loc16	Loc17	Loc18	Loc19	Loc20	Loc21	Loc22	Loc23	Loc24	Loc25	Loc26	Loc27	Loc28	Loc29	Loc30	Loc31	Loc32	Loc33	Loc34	Loc35	Loc36	Loc37	Loc38	Loc39	Loc40	Loc41	Loc42	Loc43	Loc44	Loc45	Loc46	Loc47	Loc48	Loc49	Loc50	Loc51	Loc52	Loc53	Loc54	Loc55	Loc56	Loc57	Loc58	Loc59	Loc60	Loc61	Loc62	Loc63	Loc64	Loc65	Loc66	Loc67	Loc68	Loc69	Loc70	Loc71	Loc72	Loc73	Loc74	Loc75	Loc76	Loc77	Loc78	Loc79	Loc80	Loc81	Loc82	Loc83	Loc84	Loc85	Loc86	Loc87	Loc88	Loc89	Loc90	Loc91	Loc92	Loc93	Loc94	Loc95	Loc96
366372	0	0	0	0	0	0	0	25	0	0	0	0	100	0	0	57	8	0	0	0	0	10	0	6	0	2	0	194	59	0	40	0	0	61	0	86	0	41	0	1	19	7	149	0	96	68	0	0	1	0	0	0	0	9	119	0	56	0	146	0	141	0	0	0	0	0	71	0	63	2	11	0	0	180	38	1	17	79	66	21	0	0	202	140	0	0	94	8	0	0	0	0	8	4	0	0
399898	0	0	50	0	0	0	0	15	0	0	0	0	49	0	0	28	1	0	0	43	28	6	0	1	0	0	0	115	32	0	4	0	0	105	0	86	0	19	0	0	7	5	103	0	85	64	0	0	0	0	87	0	0	4	153	0	49	58	62	0	120	0	0	0	0	0	53	0	30	0	0	0	0	87	135	0	32	76	58	15	0	0	168	94	0	0	61	3	0	0	0	0	112	0	0	0
433337	0	0	85	16	0	0	0	11	0	0	0	0	35	0	0	2	0	0	0	5	115	0	73	0	0	0	0	108	11	0	0	0	0	139	0	46	0	10	0	0	3	3	87	0	75	39	0	0	0	0	84	90	0	2	122	0	48	93	0	0	127	0	0	0	0	0	44	0	10	0	0	0	0	50	7	0	109	59	122	0	60	0	69	52	0	0	33	2	0	0	0	0	273	0	0	0
466405	0	0	29	117	0	0	0	8	0	0	0	0	33	0	0	0	0	0	0	17	83	0	78	0	0	0	0	73	0	0	0	0	0	133	0	37	0	4	0	0	1	1	49	0	53	25	0	0	0	0	67	48	0	2	109	0	50	93	0	0	124	0	0	0	0	0	4	0	6	0	32	0	125	28	37	15	54	68	80	46	31	0	72	16	0	0	25	1	0	0	0	0	287	0	0	0
500023	0	0	23	122	0	0	0	7	0	0	0	0	23	0	0	0	0	0	0	95	64	0	55	0	0	0	0	61	0	0	0	0	0	91	0	54	0	1	0	0	0	2	30	63	33	10	0	1	4	0	53	115	0	24	61	0	34	56	0	0	127	0	0	0	0	0	0	0	0	0	100	0	99	14	241	0	53	110	89	49	18	0	58	2	0	0	0	0	0	0	0	0	222	0	0	0
533002	0	0	14	76	0	0	0	4	0	0	0	0	12	0	0	0	0	0	0	122	32	0	34	0	0	0	0	76	0	0	0	0	0	6	0	61	0	1	0	0	0	1	20	71	18	8	0	104	134	0	35	111	0	90	44	0	15	2	0	0	100	0	0	0	0	0	0	0	3	0	78	0	59	6	289	0	32	38	55	47	0	0	45	0	0	0	0	0	0	0	0	0	164	0	0	0
566352	0	0	0	62	0	0	0	2	0	0	0	0	3	0	0	0	0	0	0	178	16	0	11	0	0	0	0	83	0	0	0	0	0	1	0	50	0	0	0	0	0	1	30	62	0	0	0	260	86	0	10	81	0	92	13	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	52	0	7	0	226	0	20	51	55	51	0	0	29	0	0	0	0	0	0	0	0	0	181	0	0	0
599934	0	0	0	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	12	0	0	0	0	0	0	58	0	0	0	0	0	0	0	33	0	0	0	0	0	1	137	49	0	0	0	145	120	0	0	157	0	57	0	0	0	0	0	0	78	0	0	0	0	0	0	0	65	0	19	0	1	0	113	0	15	33	41	37	0	0	21	0	62	0	0	0	4	0	0	0	135	0	0	0
633428	0	36	0	22	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	118	9	0	0	0	0	0	0	57	0	0	0	0	0	0	0	2	0	0	0	0	0	0	146	34	0	0	0	249	162	0	0	151	0	37	0	0	0	0	0	0	59	0	0	0	0	0	0	0	66	0	0	0	128	0	66	0	57	6	99	18	0	0	15	0	162	0	0	0	150	0	0	0	82	0	0	0
666383	0	100	0	17	0	0	0	10	1	0	0	0	0	117	0	0	0	0	0	88	7	0	0	0	0	0	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	30	0	0	83	258	151	0	0	111	0	7	0	0	0	0	0	0	51	0	0	0	0	0	0	0	69	0	0	0	106	0	65	0	84	73	47	119	0	0	9	0	84	0	0	0	106	0	0	88	40	0	0	0
699962	0	58	0	10	0	0	0	40	46	0	0	0	0	91	0	0	0	0	0	50	1	0	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	22	0	0	69	183	87	0	0	94	0	0	0	0	0	0	0	0	30	0	0	0	0	0	41	0	65	0	0	0	143	3	50	1	54	85	22	189	0	0	46	0	55	0	0	0	76	0	0	21	21	0	0	0
733272	0	27	0	8	0	0	0	25	12	0	0	0	0	89	0	2	0	0	0	31	0	72	0	0	0	0	0	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	9	0	0	49	61	62	0	0	1	0	0	0	0	0	0	0	0	19	0	0	0	0	0	84	0	4	0	0	0	56	54	41	17	64	107	13	281	0	0	48	0	26	0	0	33	71	0	0	30	11	0	0	0
766586	0	6	0	3	0	0	0	0	0	0	0	0	0	40	0	119	0	0	0	23	0	47	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	40	0	0	0	46	15	44	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	63	0	0	0	0	0	20	1	38	0	68	107	13	210	0	64	38	0	15	0	0	100	24	0	0	144	5	0	0	0
800112	0	0	0	1	0	0	0	0	0	0	0	0	0	12	0	77	0	0	0	17	0	166	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	17	17	30	0	0	0	103	0	0	0	0	0	0	0	15	0	0	0	0	0	57	0	153	0	0	0	0	0	30	1	61	73	8	372	0	73	19	0	6	0	0	59	0	0	0	100	1	0	0	0
833011	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	50	0	0	0	5	0	186	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	75	0	0	0	0	9	24	0	0	0	56	18	0	0	99	0	0	0	18	0	0	0	0	17	34	0	141	0	0	0	0	0	27	145	74	54	5	257	0	93	66	0	0	0	0	55	0	0	0	15	0	0	0	100
866387	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	28	0	0	0	2	0	169	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	7	15	0	0	0	30	85	0	0	43	0	17	0	11	0	0	0	0	17	22	0	120	0	0	8	0	0	18	133	63	19	1	207	0	118	51	0	0	0	0	4	0	0	0	11	1	2	0	80
899753	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	91	0	0	103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	70	0	0	2	0	0	0	0	4	10	0	0	0	25	47	0	0	54	0	130	0	12	0	0	0	0	0	11	0	49	0	0	65	0	0	19	114	48	0	2	140	0	89	7	0	0	7	25	0	0	0	82	0	0	80	0	30
933410	0	0	0	0	0	0	0	0	80	0	0	0	0	0	26	8	0	0	35	0	0	76	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	1	0	0	0	0	2	7	0	0	0	7	0	0	0	54	0	145	0	9	0	0	0	0	0	5	0	22	114	0	57	0	0	12	87	111	0	0	82	0	54	0	0	0	25	45	0	0	0	113	0	0	22	0	0
966659	0	0	0	0	0	0	0	0	97	0	0	0	0	0	33	0	0	0	41	0	0	54	0	0	0	79	0	0	125	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	5	49	0	0	0	0	0	0	0	137	0	107	0	4	0	0	0	0	0	1	0	3	70	0	39	0	0	4	88	95	0	0	67	0	31	26	0	0	62	48	0	0	0	92	0	0	0	0	0
999973	0	0	37	0	0	0	0	0	82	0	0	0	0	0	27	0	0	0	37	0	93	25	0	0	0	111	0	0	353	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	90	103	0	0	0	0	0	38	0	133	0	88	0	4	0	0	0	0	0	0	0	0	86	0	16	0	0	4	23	105	0	0	37	0	25	56	0	4	0	82	79	0	0	105	0	0	0	0	0
1033051	0	0	68	84	0	0	0	0	227	0	0	0	0	0	2	0	0	0	30	93	128	5	0	0	0	57	0	0	297	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	0	0	0	67	41	0	0	0	0	0	87	0	130	0	55	0	5	0	0	0	0	0	0	0	0	150	78	0	0	0	6	32	56	0	0	19	0	16	51	0	42	0	208	41	0	0	106	0	0	0	0	0
1066346	0	0	41	62	0	0	0	0	167	0	0	0	0	0	0	0	0	0	32	121	101	1	0	0	1	32	39	0	258	0	0	0	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0	68	34	0	0	0	0	0	40	0	71	0	24	0	2	0	0	0	0	0	118	0	97	275	83	0	0	0	5	38	53	0	0	23	0	14	41	0	161	0	198	17	0	52	54	0	0	0	0	0
1100054	0	0	41	36	0	0	0	0	98	0	0	0	0	0	0	0	0	0	12	123	68	1	0	0	2	19	40	0	144	0	137	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	0	58	19	0	0	0	0	0	167	0	46	0	14	0	2	0	0	0	0	0	58	0	111	236	56	0	0	0	48	37	43	42	0	14	0	10	67	0	163	0	101	0	0	107	28	0	1	0	0	0
1133336	35	0	24	43	0	0	0	0	55	0	0	0	0	0	6	0	0	0	1	86	29	0	0	0	0	8	49	0	83	0	128	0	0	0	0	0	74	0	0	22	0	0	0	0	0	0	0	32	2	0	0	0	0	0	122	0	33	0	9	0	2	0	0	0	0	0	45	0	187	254	55	0	0	0	114	12	136	46	0	2	0	4	124	0	107	0	30	0	0	150	13	0	0	0	0	0
1166386	108	0	18	0	0	0	0	0	28	0	1	0	0	0	0	0	62	0	0	61	31	0	0	0	0	0	40	0	47	0	95	0	0	0	0	0	31	0	0	16	0	0	0	0	0	0	0	15	0	0	0	0	0	1	114	0	25	0	7	0	1	0	0	0	0	0	0	0	306	222	56	0	0	0	102	0	30	85	0	3	0	0	90	7	35	0	95	0	0	172	0	0	0	0	0	0
1200176	68	0	5	0	0	0	0	0	7	0	0	0	0	0	0	0	79	0	0	120	25	0	0	0	0	0	0	0	29	0	188	0	0	0	0	0	24	0	0	13	0	0	22	0	0	0	0	12	0	0	0	0	0	109	75	0	12	0	5	0	2	0	0	0	0	0	0	0	185	137	42	0	170	0	79	0	0	76	0	57	0	0	60	47	0	0	55	0	0	141	0	0	0	0	0	0
1233014	40	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	59	0	0	117	14	0	0	0	0	0	0	0	16	0	301	0	0	0	0	0	27	0	0	9	0	86	111	0	0	0	0	31	0	0	0	0	0	121	42	65	8	0	2	0	44	0	0	0	0	0	0	0	128	86	18	0	91	0	24	0	0	7	0	124	0	0	28	74	0	0	54	0	0	76	0	0	0	0	0	0
1266940	34	0	0	0	0	0	0	0	1	0	83	0	0	3	0	0	45	0	0	207	11	0	17	0	0	0	0	0	13	0	433	0	0	0	0	0	23	0	0	5	0	58	100	0	54	81	0	54	0	0	0	0	0	304	30	76	0	0	0	0	116	0	0	0	0	0	0	0	165	58	15	0	60	0	9	0	0	0	0	43	92	0	19	94	0	0	33	0	0	54	0	0	0	0	0	0
1300149	15	0	0	0	0	0	0	0	0	0	63	0	0	0	0	0	29	0	0	179	10	0	46	0	0	0	0	0	10	0	344	0	0	0	0	0	12	0	0	2	0	31	61	2	109	70	0	11	29	0	0	0	0	182	21	96	0	0	0	0	154	0	0	0	0	0	0	0	153	39	4	0	39	0	6	1	5	0	0	59	107	0	12	75	0	0	5	0	0	38	0	3	0	0	0	0
1333258	0	0	0	31	0	0	0	0	0	0	164	0	0	0	0	0	7	0	0	118	3	0	53	91	0	0	0	0	3	0	268	0	0	0	0	0	2	0	0	3	0	0	45	69	70	187	102	0	93	0	0	0	0	161	15	2	2	0	0	0	305	0	0	0	0	0	0	0	213	25	2	0	21	0	3	13	61	0	0	33	119	0	9	3	0	0	1	0	0	19	0	129	0	0	0	0
1366393	114	0	0	61	0	0	0	0	0	0	161	0	0	0	0	0	3	0	0	144	2	0	153	49	0	0	0	0	2	0	145	0	0	0	0	0	0	103	0	1	0	0	28	73	70	248	43	0	188	0	0	0	0	123	9	0	0	0	0	0	252	0	0	0	0	0	0	0	97	14	2	0	12	0	0	30	92	0	0	16	92	0	5	0	0	0	0	0	0	11	0	175	0	0	0	0
1400139	149	0	0	42	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	120	0	0	96	53	0	0	0	0	1	0	67	0	0	0	0	0	0	72	0	0	0	7	104	54	56	175	33	0	143	0	0	0	0	93	5	0	0	0	0	0	151	0	0	0	0	0	0	0	82	5	0	0	99	24	0	0	34	0	55	1	138	0	3	0	0	0	0	93	0	1	0	109	0	0	0	0
1433405	49	0	0	43	0	0	0	0	0	0	63	31	0	0	0	0	0	0	0	83	1	0	124	36	0	0	0	0	0	0	48	0	0	120	0	0	0	65	0	0	0	114	79	43	23	95	36	31	72	0	0	0	0	87	4	0	0	0	0	0	57	0	0	0	0	0	11	0	24	3	0	0	64	75	0	0	10	0	101	0	266	0	46	0	0	96	0	120	0	2	0	69	0	0	0	0
1466740	31	0	0	35	0	0	0	0	0	0	38	6	0	0	0	0	0	0	0	43	0	0	148	7	0	0	0	0	0	0	36	0	0	110	0	0	0	52	0	0	0	71	93	47	0	49	17	122	21	0	0	0	0	65	2	0	0	0	0	0	19	0	0	0	0	0	68	0	5	1	0	0	31	78	0	0	23	0	187	0	81	0	55	0	0	37	0	80	0	0	0	44	0	0	0	0
1500140	4	0	0	18	0	0	0	0	0	0	25	10	0	0	0	0	0	0	0	32	0	0	107	0	0	0	0	0	0	0	17	0	0	68	0	0	0	31	0	0	0	69	76	51	0	39	0	85	0	0	0	0	0	128	0	0	0	0	0	0	4	0	0	0	0	0	59	0	4	0	0	0	11	107	0	0	183	0	248	0	15	0	31	0	0	0	0	37	0	0	0	21	0	0	0	0
1533233	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	20	0	106	60	0	0	0	0	0	0	0	5	0	0	38	0	0	0	19	0	0	0	136	50	46	0	17	0	79	0	0	0	0	0	162	0	0	0	0	0	0	3	0	0	0	0	0	52	0	77	0	0	0	0	79	0	36	199	4	248	0	3	0	7	0	0	0	0	15	0	0	0	7	0	0	0	0
1566363	0	0	0	0	0	0	0	0	0	0	14	0	0	118	0	0	0	0	0	20	0	76	25	0	0	0	0	0	0	0	2	0	0	1	0	0	0	7	0	0	0	132	33	29	0	8	0	60	0	0	0	0	0	157	0	0	0	0	0	0	3	0	0	0	0	0	19	0	118	0	0	0	0	51	0	63	264	136	222	0	0	0	18	0	0	0	0	1	0	0	0	0	71	0	52	0
1599894	0	0	0	0	0	0	0	0	0	0	11	0	0	63	0	0	0	0	0	12	0	208	7	0	0	0	0	0	0	0	1	0	0	0	0	0	0	5	0	0	0	108	9	17	0	4	0	37	0	0	0	0	0	127	0	0	0	0	12	0	0	0	0	0	0	0	0	0	187	0	0	0	0	21	0	46	195	142	107	0	5	0	9	0	0	0	0	0	0	0	0	0	108	118	169	0
1633174	0	0	0	0	0	0	0	0	0	6	7	0	0	56	0	0	0	0	0	17	0	213	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	41	0	66	1	11	0	6	0	28	0	0	0	0	0	95	0	0	0	0	104	0	0	0	0	0	0	0	0	0	137	0	63	0	0	10	0	45	45	168	49	0	5	0	1	0	0	10	0	0	0	0	0	0	97	95	162	0
1666496	0	0	0	0	0	0	0	0	0	107	4	0	0	38	0	0	0	0	0	19	0	135	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	50	0	6	0	1	0	19	0	0	0	0	0	71	0	0	0	63	90	0	1	0	0	0	0	0	0	0	96	0	74	0	0	3	0	1	27	235	25	24	7	0	0	0	141	157	0	0	0	0	115	0	62	120	113	0
1699674	0	0	0	0	0	0	0	23	1	88	0	0	0	24	0	0	0	0	0	3	0	113	22	0	17	10	0	0	0	0	0	0	0	0	0	59	0	0	0	34	0	34	0	6	0	1	0	13	0	0	96	0	0	38	0	0	0	62	67	0	0	0	0	0	0	0	0	0	96	0	80	3	0	0	0	0	19	182	6	31	3	0	0	0	148	110	0	0	0	0	113	0	153	73	68	0
1733208	0	0	0	0	0	0	0	62	2	88	0	0	0	14	0	20	0	0	0	0	0	108	102	0	92	7	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	16	98	1	0	0	0	11	0	0	105	0	0	20	0	0	0	55	59	0	0	0	0	0	0	0	0	0	74	0	120	112	0	0	0	0	10	72	0	87	2	54	0	0	107	102	0	0	0	0	58	0	141	24	44	0
1766554	0	0	9	0	0	0	0	55	66	28	0	0	0	4	0	89	0	0	0	0	0	144	77	0	67	0	0	0	0	0	0	0	0	0	0	51	0	0	0	0	0	8	215	1	0	0	0	5	0	0	153	0	0	16	0	0	0	68	29	0	0	0	0	0	0	0	73	0	45	0	98	130	0	0	0	33	4	9	1	42	1	89	0	0	55	72	0	0	0	0	100	0	140	5	36	0
1799783	0	0	34	0	0	0	0	4	55	2	0	0	0	0	0	35	0	0	0	0	0	251	50	0	42	0	0	0	0	0	0	0	0	0	0	36	0	0	0	0	0	5	150	2	0	0	0	2	0	0	134	0	0	7	0	0	0	85	11	0	0	0	0	0	0	0	121	0	26	0	147	75	0	144	0	29	3	4	24	1	1	72	2	0	136	6	0	0	0	0	109	0	86	0	25	0
1833041	0	0	141	101	0	0	0	1	37	0	0	0	0	0	0	27	0	0	0	0	0	183	34	0	32	0	0	0	0	0	0	0	0	0	0	18	0	41	0	0	0	1	113	0	0	0	0	4	0	0	121	0	0	6	0	0	0	8	2	0	0	0	0	0	0	0	92	0	174	0	106	34	0	152	0	123	8	1	182	0	1	45	87	0	117	0	0	0	20	0	75	0	16	0	20	0
1866628	0	0	129	48	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	107	20	0	16	0	0	0	0	0	0	0	0	0	0	5	0	115	0	0	0	0	144	0	0	0	0	0	0	0	83	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	57	0	152	0	62	14	0	144	0	109	158	0	206	0	0	30	73	0	95	0	0	0	105	0	14	0	5	0	17	0
1899910	0	0	86	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	10	0	9	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0	0	0	105	21	34	0	0	0	0	0	53	0	0	122	0	0	0	0	0	0	112	0	0	0	0	0	46	0	123	0	30	5	0	16	0	37	153	0	173	0	0	2	224	91	68	0	0	0	84	0	3	0	4	0	10	0
1933012	0	98	41	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	5	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	121	0	58	103	36	0	0	0	112	0	23	0	0	96	0	0	20	0	0	0	92	0	0	0	0	0	65	0	109	0	20	0	0	7	0	20	98	0	81	0	0	0	126	62	41	0	0	0	52	0	1	0	1	0	11	0
1966646	0	48	28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0	104	93	0	30	68	0	0	0	16	220	0	14	0	0	94	0	0	122	0	0	0	29	0	0	0	95	0	56	0	89	0	10	0	0	3	0	0	85	1	22	0	0	0	58	53	26	0	0	0	27	0	0	0	1	0	7	0
2000010	0	20	37	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	92	70	0	22	39	0	28	0	37	243	0	8	0	0	80	0	0	3	0	0	0	15	0	0	0	117	0	36	0	73	0	0	0	24	0	0	0	72	95	2	0	31	0	39	100	21	0	0	27	16	0	0	0	0	0	2	0
2033193	0	0	31	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	124	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	82	52	0	16	76	0	53	0	118	358	0	3	0	7	43	0	0	0	0	0	0	1	0	0	0	65	0	2	0	73	0	0	0	96	0	0	0	49	97	0	0	60	0	1	91	8	0	0	78	4	0	0	0	0	0	2	0
2066698	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	44	0	0	131	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	84	27	0	105	94	0	46	53	69	302	0	0	0	78	20	39	0	0	0	0	0	0	0	0	0	37	0	0	0	79	0	0	0	164	0	0	55	34	104	0	0	0	0	0	93	1	0	0	65	0	0	0	0	0	0	0	0
2099737	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	31	0	0	206	0	0	0	78	0	0	0	0	0	0	0	0	0	0	0	0	0	29	0	78	17	0	42	34	0	28	69	81	149	0	0	0	68	14	79	0	0	0	0	0	0	0	0	0	26	0	0	0	70	0	0	0	154	0	0	152	14	240	0	0	0	0	0	160	1	0	0	44	0	20	0	0	0	0	0	0
2133197	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	174	0	0	0	51	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	65	13	0	112	39	0	0	67	71	63	0	0	0	57	5	63	3	0	0	0	0	0	0	0	0	18	0	0	0	44	0	0	0	127	0	0	80	6	179	4	0	0	0	54	262	0	0	0	29	0	103	0	0	0	0	0	0
2166356	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	89	0	0	27	0	0	0	0	96	0	0	0	0	0	0	64	0	12	0	36	7	0	88	34	0	0	74	45	26	0	0	0	25	0	66	230	0	0	0	0	0	0	0	0	10	0	0	0	24	0	0	0	76	0	0	0	3	79	16	0	0	0	111	56	0	0	0	0	0	86	0	0	0	106	0	0
