"location","bin","time","data1","data2","loc_id","Condition","loc_coord"
"Loc40","(133,134]",134,0,1,40,"Mut1","D4"
"Loc40","(134,135]",135,0,0,40,"Mut1","D4"
"Loc40","(135,136]",136,0,0,40,"Mut1","D4"
"Loc40","(136,137]",137,0,0,40,"Mut1","D4"
"Loc40","(137,138]",138,0,0,40,"Mut1","D4"
"Loc40","(138,139]",139,0,0,40,"Mut1","D4"
"Loc40","(139,140]",140,0,1,40,"Mut1","D4"
"Loc40","(140,141]",141,0,5,40,"Mut1","D4"
"Loc40","(141,142]",142,0,0,40,"Mut1","D4"
"Loc40","(142,143]",143,0,0,40,"Mut1","D4"
"Loc40","(143,144]",144,0,0,40,"Mut1","D4"
"Loc40","(144,145]",145,0,0,40,"Mut1","D4"
"Loc40","(145,146]",146,0,0,40,"Mut1","D4"
"Loc40","(146,147]",147,0,0,40,"Mut1","D4"
"Loc40","(147,148]",148,0,0,40,"Mut1","D4"
"Loc40","(148,149]",149,0,0,40,"Mut1","D4"
"Loc40","(149,150]",150,0,0,40,"Mut1","D4"
"Loc40","(150,151]",151,0,0,40,"Mut1","D4"
"Loc40","(151,152]",152,0,0,40,"Mut1","D4"
"Loc40","(152,153]",153,0,2,40,"Mut1","D4"
"Loc40","(153,154]",154,0,2,40,"Mut1","D4"
"Loc40","(154,155]",155,0,0,40,"Mut1","D4"
"Loc40","(155,156]",156,0,0,40,"Mut1","D4"
"Loc40","(156,157]",157,0,0,40,"Mut1","D4"
"Loc40","(157,158]",158,0,9,40,"Mut1","D4"
"Loc40","(158,159]",159,0,0,40,"Mut1","D4"
"Loc40","(159,160]",160,0,1,40,"Mut1","D4"
"Loc40","(160,161]",161,0,0,40,"Mut1","D4"
"Loc40","(161,162]",162,0,0,40,"Mut1","D4"
"Loc40","(162,163]",163,0,0,40,"Mut1","D4"
"Loc40","(163,164]",164,0,0,40,"Mut1","D4"
"Loc40","(164,165]",165,0,0,40,"Mut1","D4"
"Loc40","(165,166]",166,0,170,40,"Mut1","D4"
"Loc40","(166,167]",167,0,326,40,"Mut1","D4"
"Loc40","(167,168]",168,0,201,40,"Mut1","D4"
"Loc40","(168,169]",169,0,80,40,"Mut1","D4"
"Loc40","(169,170]",170,0,222,40,"Mut1","D4"
"Loc40","(170,171]",171,0,314,40,"Mut1","D4"
"Loc40","(171,172]",172,0,202,40,"Mut1","D4"
"Loc40","(172,173]",173,0,212,40,"Mut1","D4"
"Loc40","(173,174]",174,0,361,40,"Mut1","D4"
"Loc40","(174,175]",175,0,0,40,"Mut1","D4"
"Loc40","(175,176]",176,0,0,40,"Mut1","D4"
"Loc40","(176,177]",177,0,137,40,"Mut1","D4"
"Loc40","(177,178]",178,0,100,40,"Mut1","D4"
"Loc40","(178,179]",179,0,224,40,"Mut1","D4"
"Loc40","(179,180]",180,0,198,40,"Mut1","D4"
"Loc40","(180,181]",181,0,191,40,"Mut1","D4"
"Loc40","(181,182]",182,0,175,40,"Mut1","D4"
"Loc40","(182,183]",183,0,193,40,"Mut1","D4"
"Loc40","(183,184]",184,0,255,40,"Mut1","D4"
"Loc40","(184,185]",185,0,89,40,"Mut1","D4"
"Loc40","(185,186]",186,0,0,40,"Mut1","D4"
"Loc40","(186,187]",187,0,0,40,"Mut1","D4"
"Loc40","(187,188]",188,0,0,40,"Mut1","D4"
"Loc40","(188,189]",189,0,0,40,"Mut1","D4"
"Loc40","(189,190]",190,0,0,40,"Mut1","D4"
"Loc40","(190,191]",191,0,0,40,"Mut1","D4"
"Loc40","(191,192]",192,0,1,40,"Mut1","D4"
"Loc40","(192,193]",193,0,0,40,"Mut1","D4"
"Loc40","(193,194]",194,0,0,40,"Mut1","D4"
"Loc40","(194,195]",195,0,0,40,"Mut1","D4"
"Loc40","(195,196]",196,0,0,40,"Mut1","D4"
"Loc40","(196,197]",197,0,0,40,"Mut1","D4"
"Loc40","(197,198]",198,0,0,40,"Mut1","D4"
"Loc40","(198,199]",199,0,276,40,"Mut1","D4"
"Loc40","(199,200]",200,0,0,40,"Mut1","D4"
"Loc40","(200,201]",201,0,278,40,"Mut1","D4"
"Loc40","(201,202]",202,0,35,40,"Mut1","D4"
"Loc40","(202,203]",203,0,0,40,"Mut1","D4"
"Loc40","(203,204]",204,0,0,40,"Mut1","D4"
"Loc40","(204,205]",205,0,0,40,"Mut1","D4"
"Loc40","(205,206]",206,0,0,40,"Mut1","D4"
"Loc40","(206,207]",207,0,3,40,"Mut1","D4"
"Loc40","(207,208]",208,0,0,40,"Mut1","D4"
"Loc40","(208,209]",209,0,0,40,"Mut1","D4"
"Loc40","(209,210]",210,0,0,40,"Mut1","D4"
"Loc40","(210,211]",211,0,0,40,"Mut1","D4"
"Loc40","(211,212]",212,0,0,40,"Mut1","D4"
"Loc40","(212,213]",213,0,0,40,"Mut1","D4"
"Loc40","(213,214]",214,0,0,40,"Mut1","D4"
"Loc40","(214,215]",215,0,3,40,"Mut1","D4"
"Loc40","(215,216]",216,0,0,40,"Mut1","D4"
"Loc40","(216,217]",217,0,0,40,"Mut1","D4"
"Loc40","(217,218]",218,0,0,40,"Mut1","D4"
"Loc40","(218,219]",219,0,0,40,"Mut1","D4"
"Loc40","(219,220]",220,0,0,40,"Mut1","D4"
"Loc40","(220,221]",221,0,0,40,"Mut1","D4"
"Loc40","(221,222]",222,0,0,40,"Mut1","D4"
"Loc40","(222,223]",223,0,0,40,"Mut1","D4"
"Loc40","(223,224]",224,0,0,40,"Mut1","D4"
"Loc40","(224,225]",225,0,0,40,"Mut1","D4"
"Loc40","(225,226]",226,0,0,40,"Mut1","D4"
"Loc40","(226,227]",227,0,0,40,"Mut1","D4"
"Loc40","(227,228]",228,0,0,40,"Mut1","D4"
"Loc40","(228,229]",229,0,0,40,"Mut1","D4"
"Loc40","(229,230]",230,0,209,40,"Mut1","D4"
"Loc40","(230,231]",231,0,198,40,"Mut1","D4"
"Loc40","(231,232]",232,0,0,40,"Mut1","D4"
"Loc40","(232,233]",233,0,217,40,"Mut1","D4"
"Loc40","(233,234]",234,0,132,40,"Mut1","D4"
"Loc40","(234,235]",235,0,151,40,"Mut1","D4"
"Loc40","(235,236]",236,0,374,40,"Mut1","D4"
"Loc40","(236,237]",237,0,83,40,"Mut1","D4"
"Loc40","(237,238]",238,0,1,40,"Mut1","D4"
"Loc40","(238,239]",239,0,0,40,"Mut1","D4"
"Loc40","(239,240]",240,0,0,40,"Mut1","D4"
"Loc41","(-0.24,1]",1,2172,302,41,"Mut2","D5"
"Loc41","(1,2.01]",2,284,179,41,"Mut2","D5"
"Loc41","(2.01,3.01]",3,208,1,41,"Mut2","D5"
"Loc41","(3.01,4.02]",4,1235,124,41,"Mut2","D5"
"Loc41","(4.02,5.02]",5,4,228,41,"Mut2","D5"
"Loc41","(5.02,6.03]",6,0,53,41,"Mut2","D5"
"Loc41","(6.03,7.03]",7,0,158,41,"Mut2","D5"
"Loc41","(7.03,8.03]",8,1268,139,41,"Mut2","D5"
"Loc41","(8.03,9.04]",9,0,0,41,"Mut2","D5"
"Loc41","(9.04,10]",10,223,123,41,"Mut2","D5"
"Loc41","(10,11]",11,1350,40,41,"Mut2","D5"
"Loc41","(11,12.1]",12,10,0,41,"Mut2","D5"
"Loc41","(12.1,13.1]",13,1484,199,41,"Mut2","D5"
"Loc41","(13.1,14.1]",14,1,0,41,"Mut2","D5"
"Loc41","(14.1,15.1]",15,471,0,41,"Mut2","D5"
"Loc41","(15.1,16.1]",16,1483,462,41,"Mut2","D5"
"Loc41","(16.1,17.1]",17,682,96,41,"Mut2","D5"
"Loc41","(17.1,18.1]",18,607,117,41,"Mut2","D5"
"Loc41","(18.1,19.1]",19,427,0,41,"Mut2","D5"
"Loc41","(19.1,20.1]",20,97,0,41,"Mut2","D5"
"Loc41","(20.1,21.1]",21,317,259,41,"Mut2","D5"
"Loc41","(21.1,22.1]",22,399,132,41,"Mut2","D5"
"Loc41","(22.1,23.1]",23,1,594,41,"Mut2","D5"
"Loc41","(23.1,24.1]",24,294,256,41,"Mut2","D5"
"Loc41","(24.1,25.1]",25,317,210,41,"Mut2","D5"
"Loc41","(25.1,26.1]",26,353,79,41,"Mut2","D5"
"Loc41","(26.1,27.1]",27,344,408,41,"Mut2","D5"
"Loc41","(27.1,28.1]",28,1380,25,41,"Mut2","D5"
"Loc41","(28.1,29.1]",29,328,52,41,"Mut2","D5"
"Loc41","(29.1,30.1]",30,292,494,41,"Mut2","D5"
"Loc41","(30.1,31.1]",31,0,319,41,"Mut2","D5"
"Loc41","(31.1,32.1]",32,303,145,41,"Mut2","D5"
"Loc41","(32.1,33.1]",33,97,277,41,"Mut2","D5"
"Loc41","(33.1,34.1]",34,1025,78,41,"Mut2","D5"
"Loc41","(34.1,35.1]",35,151,411,41,"Mut2","D5"
"Loc41","(35.1,36.2]",36,376,235,41,"Mut2","D5"
"Loc41","(36.2,37.2]",37,1777,146,41,"Mut2","D5"
"Loc41","(37.2,38.2]",38,0,82,41,"Mut2","D5"
"Loc41","(38.2,39.2]",39,995,213,41,"Mut2","D5"
"Loc41","(39.2,40.2]",40,46,106,41,"Mut2","D5"
"Loc41","(40.2,41.2]",41,934,338,41,"Mut2","D5"
"Loc41","(41.2,42.2]",42,0,88,41,"Mut2","D5"
"Loc41","(42.2,43.2]",43,894,95,41,"Mut2","D5"
"Loc41","(43.2,44.2]",44,0,400,41,"Mut2","D5"
"Loc41","(44.2,45.2]",45,255,0,41,"Mut2","D5"
"Loc41","(45.2,46.2]",46,338,176,41,"Mut2","D5"
"Loc41","(46.2,47.2]",47,349,0,41,"Mut2","D5"
"Loc41","(47.2,48.2]",48,0,310,41,"Mut2","D5"
"Loc41","(48.2,49.2]",49,531,0,41,"Mut2","D5"
"Loc41","(49.2,50.2]",50,0,337,41,"Mut2","D5"
"Loc41","(50.2,51.2]",51,619,202,41,"Mut2","D5"
"Loc41","(51.2,52.2]",52,369,349,41,"Mut2","D5"
"Loc41","(52.2,53.2]",53,34,0,41,"Mut2","D5"
"Loc41","(53.2,54.2]",54,826,305,41,"Mut2","D5"
"Loc41","(54.2,55.2]",55,0,132,41,"Mut2","D5"
"Loc41","(55.2,56.2]",56,196,82,41,"Mut2","D5"
"Loc41","(56.2,57.2]",57,563,921,41,"Mut2","D5"
"Loc41","(57.2,58.2]",58,508,704,41,"Mut2","D5"
"Loc41","(58.2,59.2]",59,528,674,41,"Mut2","D5"
"Loc41","(59.2,60.3]",60,250,220,41,"Mut2","D5"
"Loc41","(60.3,61.3]",61,3654,911,41,"Mut2","D5"
"Loc41","(61.3,62.3]",62,51,0,41,"Mut2","D5"
"Loc41","(62.3,63.3]",63,261,593,41,"Mut2","D5"
"Loc41","(63.3,64.3]",64,0,542,41,"Mut2","D5"
"Loc41","(64.3,65.3]",65,0,209,41,"Mut2","D5"
"Loc41","(65.3,66.3]",66,0,0,41,"Mut2","D5"
"Loc41","(66.3,67.3]",67,0,1126,41,"Mut2","D5"
"Loc41","(67.3,68.3]",68,0,128,41,"Mut2","D5"
"Loc41","(68.3,69.3]",69,0,11,41,"Mut2","D5"
"Loc41","(69.3,70.3]",70,0,672,41,"Mut2","D5"
"Loc41","(70.3,71.3]",71,0,1605,41,"Mut2","D5"
"Loc41","(71.3,72.3]",72,0,1798,41,"Mut2","D5"
"Loc41","(72.3,73.3]",73,0,382,41,"Mut2","D5"
"Loc41","(73.3,74.3]",74,0,0,41,"Mut2","D5"
"Loc41","(74.3,75.3]",75,0,584,41,"Mut2","D5"
"Loc41","(75.3,76.3]",76,0,0,41,"Mut2","D5"
"Loc41","(76.3,77.3]",77,0,0,41,"Mut2","D5"
"Loc41","(77.3,78.3]",78,0,0,41,"Mut2","D5"
"Loc41","(78.3,79.3]",79,0,0,41,"Mut2","D5"
"Loc41","(79.3,80.3]",80,0,0,41,"Mut2","D5"
"Loc41","(80.3,81.3]",81,0,0,41,"Mut2","D5"
"Loc41","(81.3,82.3]",82,0,0,41,"Mut2","D5"
"Loc41","(82.3,83.3]",83,0,0,41,"Mut2","D5"
"Loc41","(83.3,84.4]",84,0,0,41,"Mut2","D5"
"Loc41","(84.4,85.4]",85,0,0,41,"Mut2","D5"
"Loc41","(85.4,86.4]",86,0,0,41,"Mut2","D5"
"Loc41","(86.4,87.4]",87,0,0,41,"Mut2","D5"
"Loc41","(87.4,88.4]",88,0,0,41,"Mut2","D5"
"Loc41","(88.4,89.4]",89,0,2,41,"Mut2","D5"
"Loc41","(89.4,90.4]",90,0,0,41,"Mut2","D5"
"Loc41","(90.4,91.4]",91,0,0,41,"Mut2","D5"
"Loc41","(91.4,92.4]",92,0,0,41,"Mut2","D5"
"Loc41","(92.4,93.4]",93,0,0,41,"Mut2","D5"
"Loc41","(93.4,94.4]",94,0,0,41,"Mut2","D5"
"Loc41","(94.4,95.4]",95,0,0,41,"Mut2","D5"
"Loc41","(95.4,96.4]",96,0,0,41,"Mut2","D5"
"Loc41","(96.4,97.4]",97,0,0,41,"Mut2","D5"
"Loc41","(97.4,98.4]",98,0,396,41,"Mut2","D5"
"Loc41","(98.4,99.4]",99,0,157,41,"Mut2","D5"
"Loc41","(99.4,100]",100,0,252,41,"Mut2","D5"
"Loc41","(100,101]",101,0,284,41,"Mut2","D5"
"Loc41","(101,102]",102,0,0,41,"Mut2","D5"
"Loc41","(102,103]",103,0,0,41,"Mut2","D5"
"Loc41","(103,104]",104,0,0,41,"Mut2","D5"
"Loc41","(104,105]",105,0,0,41,"Mut2","D5"
"Loc41","(105,106]",106,0,0,41,"Mut2","D5"
"Loc41","(106,107]",107,0,914,41,"Mut2","D5"
"Loc41","(107,108]",108,0,1146,41,"Mut2","D5"
"Loc41","(108,109]",109,0,1694,41,"Mut2","D5"
"Loc41","(109,110]",110,0,3385,41,"Mut2","D5"
"Loc41","(110,111]",111,0,37,41,"Mut2","D5"
"Loc41","(111,112]",112,0,0,41,"Mut2","D5"
"Loc41","(112,113]",113,0,0,41,"Mut2","D5"
"Loc41","(113,114]",114,0,0,41,"Mut2","D5"
"Loc41","(114,115]",115,0,0,41,"Mut2","D5"
"Loc41","(115,116]",116,0,0,41,"Mut2","D5"
"Loc41","(116,117]",117,0,0,41,"Mut2","D5"
"Loc41","(117,118]",118,0,0,41,"Mut2","D5"
"Loc41","(118,119]",119,0,0,41,"Mut2","D5"
"Loc41","(119,121]",120,0,916,41,"Mut2","D5"
"Loc41","(121,122]",121,0,922,41,"Mut2","D5"
"Loc41","(122,123]",123,0,1039,41,"Mut2","D5"
"Loc41","(123,124]",124,0,190,41,"Mut2","D5"
"Loc41","(124,125]",125,349,0,41,"Mut2","D5"
"Loc41","(125,126]",126,416,161,41,"Mut2","D5"
"Loc41","(126,127]",127,0,0,41,"Mut2","D5"
"Loc41","(127,128]",128,37,226,41,"Mut2","D5"
"Loc41","(128,129]",129,328,168,41,"Mut2","D5"
"Loc41","(129,130]",130,238,0,41,"Mut2","D5"
"Loc41","(130,131]",131,531,101,41,"Mut2","D5"
"Loc41","(131,132]",132,120,0,41,"Mut2","D5"
"Loc41","(132,133]",133,2752,608,41,"Mut2","D5"
"Loc41","(133,134]",134,1215,121,41,"Mut2","D5"
"Loc41","(134,135]",135,244,101,41,"Mut2","D5"
"Loc41","(135,136]",136,236,57,41,"Mut2","D5"
"Loc41","(136,137]",137,83,0,41,"Mut2","D5"
"Loc41","(137,138]",138,771,79,41,"Mut2","D5"
"Loc41","(138,139]",139,372,51,41,"Mut2","D5"
"Loc41","(139,140]",140,270,209,41,"Mut2","D5"
"Loc41","(140,141]",141,691,178,41,"Mut2","D5"
"Loc41","(141,142]",142,16,51,41,"Mut2","D5"
"Loc41","(142,143]",143,424,331,41,"Mut2","D5"
"Loc41","(143,144]",144,509,121,41,"Mut2","D5"
"Loc41","(144,145]",145,705,75,41,"Mut2","D5"
"Loc41","(145,146]",146,535,121,41,"Mut2","D5"
"Loc41","(146,147]",147,361,120,41,"Mut2","D5"
"Loc41","(147,148]",148,61,276,41,"Mut2","D5"
"Loc41","(148,149]",149,429,0,41,"Mut2","D5"
"Loc41","(149,150]",150,310,0,41,"Mut2","D5"
"Loc41","(150,151]",151,1627,672,41,"Mut2","D5"
"Loc41","(151,152]",152,20,97,41,"Mut2","D5"
"Loc41","(152,153]",153,0,96,41,"Mut2","D5"
"Loc41","(153,154]",154,0,681,41,"Mut2","D5"
"Loc41","(154,155]",155,0,267,41,"Mut2","D5"
"Loc41","(155,156]",156,0,114,41,"Mut2","D5"
"Loc41","(156,157]",157,0,334,41,"Mut2","D5"
"Loc41","(157,158]",158,0,126,41,"Mut2","D5"
"Loc41","(158,159]",159,0,476,41,"Mut2","D5"
"Loc41","(159,160]",160,0,0,41,"Mut2","D5"
"Loc41","(160,161]",161,0,89,41,"Mut2","D5"
"Loc41","(161,162]",162,590,0,41,"Mut2","D5"
"Loc41","(162,163]",163,361,92,41,"Mut2","D5"
"Loc41","(163,164]",164,0,0,41,"Mut2","D5"
"Loc41","(164,165]",165,393,1161,41,"Mut2","D5"
"Loc41","(165,166]",166,612,173,41,"Mut2","D5"
"Loc41","(166,167]",167,0,475,41,"Mut2","D5"
"Loc41","(167,168]",168,298,304,41,"Mut2","D5"
"Loc41","(168,169]",169,84,82,41,"Mut2","D5"
"Loc41","(169,170]",170,240,53,41,"Mut2","D5"
"Loc41","(170,171]",171,153,117,41,"Mut2","D5"
"Loc41","(171,172]",172,393,283,41,"Mut2","D5"
"Loc41","(172,173]",173,458,402,41,"Mut2","D5"
"Loc41","(173,174]",174,998,120,41,"Mut2","D5"
"Loc41","(174,175]",175,1401,452,41,"Mut2","D5"
"Loc41","(175,176]",176,1908,83,41,"Mut2","D5"
"Loc41","(176,177]",177,10,539,41,"Mut2","D5"
"Loc41","(177,178]",178,503,0,41,"Mut2","D5"
"Loc41","(178,179]",179,556,77,41,"Mut2","D5"
"Loc41","(179,180]",180,38,0,41,"Mut2","D5"
"Loc41","(180,181]",181,1069,418,41,"Mut2","D5"
"Loc41","(181,182]",182,2169,220,41,"Mut2","D5"
"Loc41","(182,183]",183,1555,48,41,"Mut2","D5"
"Loc41","(183,184]",184,0,485,41,"Mut2","D5"
"Loc41","(184,185]",185,0,0,41,"Mut2","D5"
"Loc41","(185,186]",186,925,243,41,"Mut2","D5"
"Loc41","(186,187]",187,0,125,41,"Mut2","D5"
"Loc41","(187,188]",188,388,61,41,"Mut2","D5"
"Loc41","(188,189]",189,399,195,41,"Mut2","D5"
"Loc41","(189,190]",190,0,197,41,"Mut2","D5"
"Loc41","(190,191]",191,483,127,41,"Mut2","D5"
"Loc41","(191,192]",192,54,323,41,"Mut2","D5"
"Loc41","(192,193]",193,655,110,41,"Mut2","D5"
"Loc41","(193,194]",194,612,481,41,"Mut2","D5"
"Loc41","(194,195]",195,0,273,41,"Mut2","D5"
"Loc41","(195,196]",196,530,108,41,"Mut2","D5"
"Loc41","(196,197]",197,183,425,41,"Mut2","D5"
"Loc41","(197,198]",198,1044,77,41,"Mut2","D5"
"Loc41","(198,199]",199,0,416,41,"Mut2","D5"
"Loc41","(199,200]",200,1509,88,41,"Mut2","D5"
"Loc41","(200,201]",201,515,478,41,"Mut2","D5"
"Loc41","(201,202]",202,0,87,41,"Mut2","D5"
"Loc41","(202,203]",203,0,116,41,"Mut2","D5"
"Loc41","(203,204]",204,1055,429,41,"Mut2","D5"
"Loc41","(204,205]",205,497,335,41,"Mut2","D5"
"Loc41","(205,206]",206,161,281,41,"Mut2","D5"
"Loc41","(206,207]",207,626,1307,41,"Mut2","D5"
"Loc41","(207,208]",208,199,0,41,"Mut2","D5"
"Loc41","(208,209]",209,572,201,41,"Mut2","D5"
"Loc41","(209,210]",210,423,104,41,"Mut2","D5"
"Loc41","(210,211]",211,211,40,41,"Mut2","D5"
"Loc41","(211,212]",212,405,314,41,"Mut2","D5"
"Loc41","(212,213]",213,349,620,41,"Mut2","D5"
"Loc41","(213,214]",214,454,1,41,"Mut2","D5"
"Loc41","(214,215]",215,503,406,41,"Mut2","D5"
"Loc41","(215,216]",216,314,257,41,"Mut2","D5"
"Loc41","(216,217]",217,666,645,41,"Mut2","D5"
"Loc41","(217,218]",218,0,470,41,"Mut2","D5"
"Loc41","(218,219]",219,788,132,41,"Mut2","D5"
"Loc41","(219,220]",220,215,7,41,"Mut2","D5"
"Loc41","(220,221]",221,0,177,41,"Mut2","D5"
"Loc41","(221,222]",222,141,149,41,"Mut2","D5"
"Loc41","(222,223]",223,560,0,41,"Mut2","D5"
"Loc41","(223,224]",224,409,186,41,"Mut2","D5"
"Loc41","(224,225]",225,303,48,41,"Mut2","D5"
"Loc41","(225,226]",226,203,213,41,"Mut2","D5"
"Loc41","(226,227]",227,0,308,41,"Mut2","D5"
"Loc41","(227,228]",228,3044,423,41,"Mut2","D5"
"Loc41","(228,229]",229,875,354,41,"Mut2","D5"
"Loc41","(229,230]",230,19,499,41,"Mut2","D5"
"Loc41","(230,231]",231,0,362,41,"Mut2","D5"
"Loc41","(231,232]",232,1408,533,41,"Mut2","D5"
"Loc41","(232,233]",233,1302,197,41,"Mut2","D5"
"Loc41","(233,234]",234,115,14,41,"Mut2","D5"
"Loc41","(234,235]",235,1156,183,41,"Mut2","D5"
"Loc41","(235,236]",236,0,0,41,"Mut2","D5"
"Loc41","(236,237]",237,551,124,41,"Mut2","D5"
"Loc41","(237,238]",238,1074,757,41,"Mut2","D5"
"Loc41","(238,239]",239,0,230,41,"Mut2","D5"
"Loc41","(239,240]",240,268,497,41,"Mut2","D5"
"Loc42","(-0.24,1]",1,540,306,42,"Mut2","D6"
"Loc42","(1,2.01]",2,992,207,42,"Mut2","D6"
"Loc42","(2.01,3.01]",3,432,263,42,"Mut2","D6"
"Loc42","(3.01,4.02]",4,0,192,42,"Mut2","D6"
"Loc42","(4.02,5.02]",5,775,202,42,"Mut2","D6"
"Loc42","(5.02,6.03]",6,835,180,42,"Mut2","D6"
"Loc42","(6.03,7.03]",7,114,304,42,"Mut2","D6"
"Loc42","(7.03,8.03]",8,0,212,42,"Mut2","D6"
"Loc42","(8.03,9.04]",9,0,76,42,"Mut2","D6"
"Loc42","(9.04,10]",10,1653,439,42,"Mut2","D6"
"Loc42","(10,11]",11,428,0,42,"Mut2","D6"
"Loc42","(11,12.1]",12,869,254,42,"Mut2","D6"
"Loc42","(12.1,13.1]",13,218,2,42,"Mut2","D6"
"Loc42","(13.1,14.1]",14,585,394,42,"Mut2","D6"
"Loc42","(14.1,15.1]",15,114,1481,42,"Mut2","D6"
"Loc42","(15.1,16.1]",16,0,221,42,"Mut2","D6"
"Loc42","(16.1,17.1]",17,0,1310,42,"Mut2","D6"
"Loc42","(17.1,18.1]",18,937,665,42,"Mut2","D6"
"Loc42","(18.1,19.1]",19,461,828,42,"Mut2","D6"
"Loc42","(19.1,20.1]",20,0,627,42,"Mut2","D6"
"Loc42","(20.1,21.1]",21,0,795,42,"Mut2","D6"
"Loc42","(21.1,22.1]",22,0,674,42,"Mut2","D6"
"Loc42","(22.1,23.1]",23,613,1172,42,"Mut2","D6"
"Loc42","(23.1,24.1]",24,1212,1404,42,"Mut2","D6"
"Loc42","(24.1,25.1]",25,999,2076,42,"Mut2","D6"
"Loc42","(25.1,26.1]",26,1870,415,42,"Mut2","D6"
"Loc42","(26.1,27.1]",27,1497,583,42,"Mut2","D6"
"Loc42","(27.1,28.1]",28,9,367,42,"Mut2","D6"
"Loc42","(28.1,29.1]",29,0,473,42,"Mut2","D6"
"Loc42","(29.1,30.1]",30,0,937,42,"Mut2","D6"
"Loc42","(30.1,31.1]",31,228,826,42,"Mut2","D6"
"Loc42","(31.1,32.1]",32,229,1583,42,"Mut2","D6"
"Loc42","(32.1,33.1]",33,1067,661,42,"Mut2","D6"
"Loc42","(33.1,34.1]",34,1068,115,42,"Mut2","D6"
"Loc42","(34.1,35.1]",35,1046,1427,42,"Mut2","D6"
"Loc42","(35.1,36.2]",36,1637,151,42,"Mut2","D6"
"Loc42","(36.2,37.2]",37,0,270,42,"Mut2","D6"
"Loc42","(37.2,38.2]",38,432,284,42,"Mut2","D6"
"Loc42","(38.2,39.2]",39,1199,433,42,"Mut2","D6"
"Loc42","(39.2,40.2]",40,661,423,42,"Mut2","D6"
"Loc42","(40.2,41.2]",41,614,61,42,"Mut2","D6"
"Loc42","(41.2,42.2]",42,156,412,42,"Mut2","D6"
"Loc42","(42.2,43.2]",43,18,468,42,"Mut2","D6"
"Loc42","(43.2,44.2]",44,573,8,42,"Mut2","D6"
"Loc42","(44.2,45.2]",45,391,855,42,"Mut2","D6"
"Loc42","(45.2,46.2]",46,188,20,42,"Mut2","D6"
"Loc42","(46.2,47.2]",47,1,184,42,"Mut2","D6"
"Loc42","(47.2,48.2]",48,459,494,42,"Mut2","D6"
"Loc42","(48.2,49.2]",49,1117,53,42,"Mut2","D6"
"Loc42","(49.2,50.2]",50,142,273,42,"Mut2","D6"
"Loc42","(50.2,51.2]",51,0,1,42,"Mut2","D6"
"Loc42","(51.2,52.2]",52,0,0,42,"Mut2","D6"
"Loc42","(52.2,53.2]",53,0,502,42,"Mut2","D6"
"Loc42","(53.2,54.2]",54,0,444,42,"Mut2","D6"
"Loc42","(54.2,55.2]",55,524,96,42,"Mut2","D6"
"Loc42","(55.2,56.2]",56,638,540,42,"Mut2","D6"
"Loc42","(56.2,57.2]",57,47,95,42,"Mut2","D6"
"Loc42","(57.2,58.2]",58,580,261,42,"Mut2","D6"
"Loc42","(58.2,59.2]",59,1203,210,42,"Mut2","D6"
"Loc42","(59.2,60.3]",60,605,150,42,"Mut2","D6"
"Loc42","(60.3,61.3]",61,5356,1227,42,"Mut2","D6"
"Loc42","(61.3,62.3]",62,4429,763,42,"Mut2","D6"
"Loc42","(62.3,63.3]",63,609,2210,42,"Mut2","D6"
"Loc42","(63.3,64.3]",64,0,754,42,"Mut2","D6"
"Loc42","(64.3,65.3]",65,0,107,42,"Mut2","D6"
"Loc42","(65.3,66.3]",66,0,3,42,"Mut2","D6"
"Loc42","(66.3,67.3]",67,0,2,42,"Mut2","D6"
"Loc42","(67.3,68.3]",68,0,2,42,"Mut2","D6"
"Loc42","(68.3,69.3]",69,0,53,42,"Mut2","D6"
"Loc42","(69.3,70.3]",70,0,32,42,"Mut2","D6"
"Loc42","(70.3,71.3]",71,0,11,42,"Mut2","D6"
"Loc42","(71.3,72.3]",72,0,6,42,"Mut2","D6"
"Loc42","(72.3,73.3]",73,0,1,42,"Mut2","D6"
"Loc42","(73.3,74.3]",74,0,0,42,"Mut2","D6"
"Loc42","(74.3,75.3]",75,0,0,42,"Mut2","D6"
"Loc42","(75.3,76.3]",76,0,0,42,"Mut2","D6"
"Loc42","(76.3,77.3]",77,0,0,42,"Mut2","D6"
"Loc42","(77.3,78.3]",78,0,0,42,"Mut2","D6"
"Loc42","(78.3,79.3]",79,0,0,42,"Mut2","D6"
"Loc42","(79.3,80.3]",80,0,3459,42,"Mut2","D6"
"Loc42","(80.3,81.3]",81,0,2888,42,"Mut2","D6"
"Loc42","(81.3,82.3]",82,0,975,42,"Mut2","D6"
"Loc42","(82.3,83.3]",83,0,712,42,"Mut2","D6"
"Loc42","(83.3,84.4]",84,0,1149,42,"Mut2","D6"
"Loc42","(84.4,85.4]",85,0,245,42,"Mut2","D6"
"Loc42","(85.4,86.4]",86,0,428,42,"Mut2","D6"
"Loc42","(86.4,87.4]",87,0,80,42,"Mut2","D6"
"Loc42","(87.4,88.4]",88,0,30,42,"Mut2","D6"
"Loc42","(88.4,89.4]",89,0,5,42,"Mut2","D6"
"Loc42","(89.4,90.4]",90,0,3,42,"Mut2","D6"
"Loc42","(90.4,91.4]",91,0,3,42,"Mut2","D6"
"Loc42","(91.4,92.4]",92,0,8,42,"Mut2","D6"
