"location","bin","time","data1","data2","loc_id","Condition","loc_coord"
"Loc05","(100,101]",101,0,0,5,"Mut2","A5"
"Loc05","(101,102]",102,0,0,5,"Mut2","A5"
"Loc05","(102,103]",103,0,0,5,"Mut2","A5"
"Loc05","(103,104]",104,0,0,5,"Mut2","A5"
"Loc05","(104,105]",105,0,0,5,"Mut2","A5"
"Loc05","(105,106]",106,0,0,5,"Mut2","A5"
"Loc05","(106,107]",107,0,0,5,"Mut2","A5"
"Loc05","(107,108]",108,0,0,5,"Mut2","A5"
"Loc05","(108,109]",109,0,0,5,"Mut2","A5"
"Loc05","(109,110]",110,0,0,5,"Mut2","A5"
"Loc05","(110,111]",111,0,0,5,"Mut2","A5"
"Loc05","(111,112]",112,0,354,5,"Mut2","A5"
"Loc05","(112,113]",113,0,321,5,"Mut2","A5"
"Loc05","(113,114]",114,0,160,5,"Mut2","A5"
"Loc05","(114,115]",115,0,0,5,"Mut2","A5"
"Loc05","(115,116]",116,0,0,5,"Mut2","A5"
"Loc05","(116,117]",117,0,0,5,"Mut2","A5"
"Loc05","(117,118]",118,0,0,5,"Mut2","A5"
"Loc05","(118,119]",119,0,0,5,"Mut2","A5"
"Loc05","(119,121]",120,0,281,5,"Mut2","A5"
"Loc05","(121,122]",121,1609,1138,5,"Mut2","A5"
"Loc05","(122,123]",123,2148,905,5,"Mut2","A5"
"Loc05","(123,124]",124,418,830,5,"Mut2","A5"
"Loc05","(124,125]",125,541,518,5,"Mut2","A5"
"Loc05","(125,126]",126,80,74,5,"Mut2","A5"
"Loc05","(126,127]",127,1424,199,5,"Mut2","A5"
"Loc05","(127,128]",128,184,0,5,"Mut2","A5"
"Loc05","(128,129]",129,286,134,5,"Mut2","A5"
"Loc05","(129,130]",130,175,210,5,"Mut2","A5"
"Loc05","(130,131]",131,0,471,5,"Mut2","A5"
"Loc05","(131,132]",132,471,136,5,"Mut2","A5"
"Loc05","(132,133]",133,0,119,5,"Mut2","A5"
"Loc05","(133,134]",134,1379,323,5,"Mut2","A5"
"Loc05","(134,135]",135,549,164,5,"Mut2","A5"
"Loc05","(135,136]",136,0,732,5,"Mut2","A5"
"Loc05","(136,137]",137,1237,274,5,"Mut2","A5"
"Loc05","(137,138]",138,0,0,5,"Mut2","A5"
"Loc05","(138,139]",139,0,0,5,"Mut2","A5"
"Loc05","(139,140]",140,0,78,5,"Mut2","A5"
"Loc05","(140,141]",141,0,0,5,"Mut2","A5"
"Loc05","(141,142]",142,0,745,5,"Mut2","A5"
"Loc05","(142,143]",143,0,13,5,"Mut2","A5"
"Loc05","(143,144]",144,0,1481,5,"Mut2","A5"
"Loc05","(144,145]",145,548,89,5,"Mut2","A5"
"Loc05","(145,146]",146,0,367,5,"Mut2","A5"
"Loc05","(146,147]",147,0,48,5,"Mut2","A5"
"Loc05","(147,148]",148,0,91,5,"Mut2","A5"
"Loc05","(148,149]",149,0,395,5,"Mut2","A5"
"Loc05","(149,150]",150,0,390,5,"Mut2","A5"
"Loc05","(150,151]",151,0,48,5,"Mut2","A5"
"Loc05","(151,152]",152,0,302,5,"Mut2","A5"
"Loc05","(152,153]",153,0,37,5,"Mut2","A5"
"Loc05","(153,154]",154,0,319,5,"Mut2","A5"
"Loc05","(154,155]",155,0,218,5,"Mut2","A5"
"Loc05","(155,156]",156,0,647,5,"Mut2","A5"
"Loc05","(156,157]",157,0,241,5,"Mut2","A5"
"Loc05","(157,158]",158,0,126,5,"Mut2","A5"
"Loc05","(158,159]",159,1852,601,5,"Mut2","A5"
"Loc05","(159,160]",160,41,156,5,"Mut2","A5"
"Loc05","(160,161]",161,0,352,5,"Mut2","A5"
"Loc05","(161,162]",162,0,0,5,"Mut2","A5"
"Loc05","(162,163]",163,0,388,5,"Mut2","A5"
"Loc05","(163,164]",164,0,110,5,"Mut2","A5"
"Loc05","(164,165]",165,0,486,5,"Mut2","A5"
"Loc05","(165,166]",166,0,166,5,"Mut2","A5"
"Loc05","(166,167]",167,0,666,5,"Mut2","A5"
"Loc05","(167,168]",168,0,350,5,"Mut2","A5"
"Loc05","(168,169]",169,0,43,5,"Mut2","A5"
"Loc05","(169,170]",170,0,296,5,"Mut2","A5"
"Loc05","(170,171]",171,0,160,5,"Mut2","A5"
"Loc05","(171,172]",172,0,415,5,"Mut2","A5"
"Loc05","(172,173]",173,0,3,5,"Mut2","A5"
"Loc05","(173,174]",174,0,0,5,"Mut2","A5"
"Loc05","(174,175]",175,0,144,5,"Mut2","A5"
"Loc05","(175,176]",176,0,4,5,"Mut2","A5"
"Loc05","(176,177]",177,463,622,5,"Mut2","A5"
"Loc05","(177,178]",178,472,225,5,"Mut2","A5"
"Loc05","(178,179]",179,0,216,5,"Mut2","A5"
"Loc05","(179,180]",180,0,67,5,"Mut2","A5"
"Loc05","(180,181]",181,0,303,5,"Mut2","A5"
"Loc05","(181,182]",182,0,122,5,"Mut2","A5"
"Loc05","(182,183]",183,0,284,5,"Mut2","A5"
"Loc05","(183,184]",184,0,202,5,"Mut2","A5"
"Loc05","(184,185]",185,0,1339,5,"Mut2","A5"
"Loc05","(185,186]",186,0,287,5,"Mut2","A5"
"Loc05","(186,187]",187,0,316,5,"Mut2","A5"
"Loc05","(187,188]",188,961,301,5,"Mut2","A5"
"Loc05","(188,189]",189,0,136,5,"Mut2","A5"
"Loc05","(189,190]",190,0,109,5,"Mut2","A5"
"Loc05","(190,191]",191,0,278,5,"Mut2","A5"
"Loc05","(191,192]",192,406,125,5,"Mut2","A5"
"Loc05","(192,193]",193,385,258,5,"Mut2","A5"
"Loc05","(193,194]",194,71,212,5,"Mut2","A5"
"Loc05","(194,195]",195,464,523,5,"Mut2","A5"
"Loc05","(195,196]",196,0,0,5,"Mut2","A5"
"Loc05","(196,197]",197,0,593,5,"Mut2","A5"
"Loc05","(197,198]",198,0,336,5,"Mut2","A5"
"Loc05","(198,199]",199,837,265,5,"Mut2","A5"
"Loc05","(199,200]",200,0,122,5,"Mut2","A5"
"Loc05","(200,201]",201,0,0,5,"Mut2","A5"
"Loc05","(201,202]",202,0,75,5,"Mut2","A5"
"Loc05","(202,203]",203,0,581,5,"Mut2","A5"
"Loc05","(203,204]",204,0,366,5,"Mut2","A5"
"Loc05","(204,205]",205,0,225,5,"Mut2","A5"
"Loc05","(205,206]",206,0,518,5,"Mut2","A5"
"Loc05","(206,207]",207,0,275,5,"Mut2","A5"
"Loc05","(207,208]",208,0,153,5,"Mut2","A5"
"Loc05","(208,209]",209,90,686,5,"Mut2","A5"
"Loc05","(209,210]",210,0,224,5,"Mut2","A5"
"Loc05","(210,211]",211,0,279,5,"Mut2","A5"
"Loc05","(211,212]",212,0,262,5,"Mut2","A5"
"Loc05","(212,213]",213,0,79,5,"Mut2","A5"
"Loc05","(213,214]",214,0,330,5,"Mut2","A5"
"Loc05","(214,215]",215,0,342,5,"Mut2","A5"
"Loc05","(215,216]",216,0,504,5,"Mut2","A5"
"Loc05","(216,217]",217,0,174,5,"Mut2","A5"
"Loc05","(217,218]",218,0,655,5,"Mut2","A5"
"Loc05","(218,219]",219,0,335,5,"Mut2","A5"
"Loc05","(219,220]",220,0,0,5,"Mut2","A5"
"Loc05","(220,221]",221,0,677,5,"Mut2","A5"
"Loc05","(221,222]",222,0,594,5,"Mut2","A5"
"Loc05","(222,223]",223,0,229,5,"Mut2","A5"
"Loc05","(223,224]",224,346,385,5,"Mut2","A5"
"Loc05","(224,225]",225,338,165,5,"Mut2","A5"
"Loc05","(225,226]",226,0,169,5,"Mut2","A5"
"Loc05","(226,227]",227,510,408,5,"Mut2","A5"
"Loc05","(227,228]",228,0,206,5,"Mut2","A5"
"Loc05","(228,229]",229,0,220,5,"Mut2","A5"
"Loc05","(229,230]",230,0,454,5,"Mut2","A5"
"Loc05","(230,231]",231,0,178,5,"Mut2","A5"
"Loc05","(231,232]",232,0,397,5,"Mut2","A5"
"Loc05","(232,233]",233,0,327,5,"Mut2","A5"
"Loc05","(233,234]",234,0,207,5,"Mut2","A5"
"Loc05","(234,235]",235,751,390,5,"Mut2","A5"
"Loc05","(235,236]",236,194,386,5,"Mut2","A5"
"Loc05","(236,237]",237,0,177,5,"Mut2","A5"
"Loc05","(237,238]",238,0,601,5,"Mut2","A5"
"Loc05","(238,239]",239,0,485,5,"Mut2","A5"
"Loc05","(239,240]",240,0,379,5,"Mut2","A5"
"Loc06","(-0.24,1]",1,0,81,6,"Mut2","A6"
"Loc06","(1,2.01]",2,0,106,6,"Mut2","A6"
"Loc06","(2.01,3.01]",3,0,97,6,"Mut2","A6"
"Loc06","(3.01,4.02]",4,334,121,6,"Mut2","A6"
"Loc06","(4.02,5.02]",5,24,153,6,"Mut2","A6"
"Loc06","(5.02,6.03]",6,0,84,6,"Mut2","A6"
"Loc06","(6.03,7.03]",7,416,775,6,"Mut2","A6"
"Loc06","(7.03,8.03]",8,256,0,6,"Mut2","A6"
"Loc06","(8.03,9.04]",9,0,243,6,"Mut2","A6"
"Loc06","(9.04,10]",10,0,390,6,"Mut2","A6"
"Loc06","(10,11]",11,0,84,6,"Mut2","A6"
"Loc06","(11,12.1]",12,0,476,6,"Mut2","A6"
"Loc06","(12.1,13.1]",13,0,827,6,"Mut2","A6"
"Loc06","(13.1,14.1]",14,742,916,6,"Mut2","A6"
"Loc06","(14.1,15.1]",15,228,124,6,"Mut2","A6"
"Loc06","(15.1,16.1]",16,457,8,6,"Mut2","A6"
"Loc06","(16.1,17.1]",17,469,1,6,"Mut2","A6"
"Loc06","(17.1,18.1]",18,271,0,6,"Mut2","A6"
"Loc06","(18.1,19.1]",19,673,0,6,"Mut2","A6"
"Loc06","(19.1,20.1]",20,199,88,6,"Mut2","A6"
"Loc06","(20.1,21.1]",21,305,163,6,"Mut2","A6"
"Loc06","(21.1,22.1]",22,979,45,6,"Mut2","A6"
"Loc06","(22.1,23.1]",23,378,483,6,"Mut2","A6"
"Loc06","(23.1,24.1]",24,226,648,6,"Mut2","A6"
"Loc06","(24.1,25.1]",25,136,256,6,"Mut2","A6"
"Loc06","(25.1,26.1]",26,998,216,6,"Mut2","A6"
"Loc06","(26.1,27.1]",27,377,0,6,"Mut2","A6"
"Loc06","(27.1,28.1]",28,60,1,6,"Mut2","A6"
"Loc06","(28.1,29.1]",29,975,0,6,"Mut2","A6"
"Loc06","(29.1,30.1]",30,1113,0,6,"Mut2","A6"
"Loc06","(30.1,31.1]",31,5,268,6,"Mut2","A6"
"Loc06","(31.1,32.1]",32,443,82,6,"Mut2","A6"
"Loc06","(32.1,33.1]",33,1673,178,6,"Mut2","A6"
"Loc06","(33.1,34.1]",34,16,0,6,"Mut2","A6"
"Loc06","(34.1,35.1]",35,0,45,6,"Mut2","A6"
"Loc06","(35.1,36.2]",36,362,0,6,"Mut2","A6"
"Loc06","(36.2,37.2]",37,0,1,6,"Mut2","A6"
"Loc06","(37.2,38.2]",38,1011,0,6,"Mut2","A6"
"Loc06","(38.2,39.2]",39,921,0,6,"Mut2","A6"
"Loc06","(39.2,40.2]",40,1291,0,6,"Mut2","A6"
"Loc06","(40.2,41.2]",41,986,0,6,"Mut2","A6"
"Loc06","(41.2,42.2]",42,458,0,6,"Mut2","A6"
"Loc06","(42.2,43.2]",43,161,25,6,"Mut2","A6"
"Loc06","(43.2,44.2]",44,180,0,6,"Mut2","A6"
"Loc06","(44.2,45.2]",45,573,77,6,"Mut2","A6"
"Loc06","(45.2,46.2]",46,0,0,6,"Mut2","A6"
"Loc06","(46.2,47.2]",47,757,0,6,"Mut2","A6"
"Loc06","(47.2,48.2]",48,645,0,6,"Mut2","A6"
"Loc06","(48.2,49.2]",49,56,0,6,"Mut2","A6"
"Loc06","(49.2,50.2]",50,532,0,6,"Mut2","A6"
"Loc06","(50.2,51.2]",51,330,1462,6,"Mut2","A6"
"Loc06","(51.2,52.2]",52,519,0,6,"Mut2","A6"
"Loc06","(52.2,53.2]",53,373,0,6,"Mut2","A6"
"Loc06","(53.2,54.2]",54,946,0,6,"Mut2","A6"
"Loc06","(54.2,55.2]",55,305,0,6,"Mut2","A6"
"Loc06","(55.2,56.2]",56,817,0,6,"Mut2","A6"
"Loc06","(56.2,57.2]",57,569,0,6,"Mut2","A6"
"Loc06","(57.2,58.2]",58,310,1,6,"Mut2","A6"
"Loc06","(58.2,59.2]",59,648,0,6,"Mut2","A6"
"Loc06","(59.2,60.3]",60,0,0,6,"Mut2","A6"
"Loc06","(60.3,61.3]",61,237,1645,6,"Mut2","A6"
"Loc06","(61.3,62.3]",62,477,309,6,"Mut2","A6"
"Loc06","(62.3,63.3]",63,1,1,6,"Mut2","A6"
"Loc06","(63.3,64.3]",64,594,9,6,"Mut2","A6"
"Loc06","(64.3,65.3]",65,5,5,6,"Mut2","A6"
"Loc06","(65.3,66.3]",66,0,0,6,"Mut2","A6"
"Loc06","(66.3,67.3]",67,0,0,6,"Mut2","A6"
"Loc06","(67.3,68.3]",68,0,1,6,"Mut2","A6"
"Loc06","(68.3,69.3]",69,0,0,6,"Mut2","A6"
"Loc06","(69.3,70.3]",70,0,0,6,"Mut2","A6"
"Loc06","(70.3,71.3]",71,0,0,6,"Mut2","A6"
"Loc06","(71.3,72.3]",72,0,0,6,"Mut2","A6"
"Loc06","(72.3,73.3]",73,0,0,6,"Mut2","A6"
"Loc06","(73.3,74.3]",74,0,0,6,"Mut2","A6"
"Loc06","(74.3,75.3]",75,0,0,6,"Mut2","A6"
"Loc06","(75.3,76.3]",76,0,0,6,"Mut2","A6"
"Loc06","(76.3,77.3]",77,0,0,6,"Mut2","A6"
"Loc06","(77.3,78.3]",78,0,0,6,"Mut2","A6"
"Loc06","(78.3,79.3]",79,0,0,6,"Mut2","A6"
"Loc06","(79.3,80.3]",80,0,0,6,"Mut2","A6"
"Loc06","(80.3,81.3]",81,0,0,6,"Mut2","A6"
"Loc06","(81.3,82.3]",82,0,0,6,"Mut2","A6"
"Loc06","(82.3,83.3]",83,0,0,6,"Mut2","A6"
"Loc06","(83.3,84.4]",84,0,0,6,"Mut2","A6"
"Loc06","(84.4,85.4]",85,0,0,6,"Mut2","A6"
"Loc06","(85.4,86.4]",86,0,0,6,"Mut2","A6"
"Loc06","(86.4,87.4]",87,0,0,6,"Mut2","A6"
"Loc06","(87.4,88.4]",88,347,0,6,"Mut2","A6"
"Loc06","(88.4,89.4]",89,551,0,6,"Mut2","A6"
"Loc06","(89.4,90.4]",90,318,0,6,"Mut2","A6"
"Loc06","(90.4,91.4]",91,198,0,6,"Mut2","A6"
"Loc06","(91.4,92.4]",92,0,0,6,"Mut2","A6"
"Loc06","(92.4,93.4]",93,0,0,6,"Mut2","A6"
"Loc06","(93.4,94.4]",94,0,0,6,"Mut2","A6"
"Loc06","(94.4,95.4]",95,0,0,6,"Mut2","A6"
"Loc06","(95.4,96.4]",96,0,0,6,"Mut2","A6"
"Loc06","(96.4,97.4]",97,0,3,6,"Mut2","A6"
"Loc06","(97.4,98.4]",98,0,0,6,"Mut2","A6"
"Loc06","(98.4,99.4]",99,0,0,6,"Mut2","A6"
"Loc06","(99.4,100]",100,0,0,6,"Mut2","A6"
"Loc06","(100,101]",101,0,0,6,"Mut2","A6"
"Loc06","(101,102]",102,0,0,6,"Mut2","A6"
"Loc06","(102,103]",103,0,0,6,"Mut2","A6"
"Loc06","(103,104]",104,0,0,6,"Mut2","A6"
"Loc06","(104,105]",105,0,0,6,"Mut2","A6"
"Loc06","(105,106]",106,0,0,6,"Mut2","A6"
"Loc06","(106,107]",107,0,0,6,"Mut2","A6"
"Loc06","(107,108]",108,0,0,6,"Mut2","A6"
"Loc06","(108,109]",109,0,1,6,"Mut2","A6"
"Loc06","(109,110]",110,0,0,6,"Mut2","A6"
"Loc06","(110,111]",111,0,0,6,"Mut2","A6"
"Loc06","(111,112]",112,0,0,6,"Mut2","A6"
"Loc06","(112,113]",113,0,0,6,"Mut2","A6"
"Loc06","(113,114]",114,0,0,6,"Mut2","A6"
"Loc06","(114,115]",115,0,0,6,"Mut2","A6"
"Loc06","(115,116]",116,0,0,6,"Mut2","A6"
"Loc06","(116,117]",117,0,0,6,"Mut2","A6"
"Loc06","(117,118]",118,0,0,6,"Mut2","A6"
"Loc06","(118,119]",119,0,0,6,"Mut2","A6"
"Loc06","(119,121]",120,308,0,6,"Mut2","A6"
"Loc06","(121,122]",121,721,431,6,"Mut2","A6"
"Loc06","(122,123]",123,1759,14,6,"Mut2","A6"
"Loc06","(123,124]",124,284,101,6,"Mut2","A6"
"Loc06","(124,125]",125,1912,70,6,"Mut2","A6"
"Loc06","(125,126]",126,1693,232,6,"Mut2","A6"
"Loc06","(126,127]",127,27,147,6,"Mut2","A6"
"Loc06","(127,128]",128,493,83,6,"Mut2","A6"
"Loc06","(128,129]",129,216,1028,6,"Mut2","A6"
"Loc06","(129,130]",130,0,569,6,"Mut2","A6"
"Loc06","(130,131]",131,305,186,6,"Mut2","A6"
"Loc06","(131,132]",132,524,0,6,"Mut2","A6"
"Loc06","(132,133]",133,626,0,6,"Mut2","A6"
"Loc06","(133,134]",134,701,0,6,"Mut2","A6"
"Loc06","(134,135]",135,0,0,6,"Mut2","A6"
"Loc06","(135,136]",136,145,0,6,"Mut2","A6"
"Loc06","(136,137]",137,42,225,6,"Mut2","A6"
"Loc06","(137,138]",138,0,0,6,"Mut2","A6"
"Loc06","(138,139]",139,205,101,6,"Mut2","A6"
"Loc06","(139,140]",140,0,790,6,"Mut2","A6"
"Loc06","(140,141]",141,390,425,6,"Mut2","A6"
"Loc06","(141,142]",142,174,0,6,"Mut2","A6"
"Loc06","(142,143]",143,0,0,6,"Mut2","A6"
"Loc06","(143,144]",144,388,0,6,"Mut2","A6"
"Loc06","(144,145]",145,0,314,6,"Mut2","A6"
"Loc06","(145,146]",146,0,0,6,"Mut2","A6"
"Loc06","(146,147]",147,727,0,6,"Mut2","A6"
"Loc06","(147,148]",148,443,195,6,"Mut2","A6"
"Loc06","(148,149]",149,0,0,6,"Mut2","A6"
"Loc06","(149,150]",150,0,62,6,"Mut2","A6"
"Loc06","(150,151]",151,0,0,6,"Mut2","A6"
"Loc06","(151,152]",152,0,800,6,"Mut2","A6"
"Loc06","(152,153]",153,0,0,6,"Mut2","A6"
"Loc06","(153,154]",154,413,1,6,"Mut2","A6"
"Loc06","(154,155]",155,22,101,6,"Mut2","A6"
"Loc06","(155,156]",156,479,1493,6,"Mut2","A6"
"Loc06","(156,157]",157,0,0,6,"Mut2","A6"
"Loc06","(157,158]",158,667,0,6,"Mut2","A6"
"Loc06","(158,159]",159,0,0,6,"Mut2","A6"
"Loc06","(159,160]",160,0,0,6,"Mut2","A6"
"Loc06","(160,161]",161,442,0,6,"Mut2","A6"
"Loc06","(161,162]",162,489,0,6,"Mut2","A6"
"Loc06","(162,163]",163,0,0,6,"Mut2","A6"
"Loc06","(163,164]",164,252,0,6,"Mut2","A6"
"Loc06","(164,165]",165,155,0,6,"Mut2","A6"
"Loc06","(165,166]",166,0,583,6,"Mut2","A6"
"Loc06","(166,167]",167,0,209,6,"Mut2","A6"
"Loc06","(167,168]",168,0,277,6,"Mut2","A6"
"Loc06","(168,169]",169,0,250,6,"Mut2","A6"
"Loc06","(169,170]",170,697,557,6,"Mut2","A6"
"Loc06","(170,171]",171,0,94,6,"Mut2","A6"
"Loc06","(171,172]",172,0,0,6,"Mut2","A6"
"Loc06","(172,173]",173,0,2,6,"Mut2","A6"
"Loc06","(173,174]",174,0,0,6,"Mut2","A6"
"Loc06","(174,175]",175,0,3,6,"Mut2","A6"
"Loc06","(175,176]",176,0,0,6,"Mut2","A6"
"Loc06","(176,177]",177,0,202,6,"Mut2","A6"
"Loc06","(177,178]",178,200,262,6,"Mut2","A6"
"Loc06","(178,179]",179,0,145,6,"Mut2","A6"
"Loc06","(179,180]",180,0,274,6,"Mut2","A6"
"Loc06","(180,181]",181,0,18,6,"Mut2","A6"
"Loc06","(181,182]",182,0,15,6,"Mut2","A6"
"Loc06","(182,183]",183,343,49,6,"Mut2","A6"
"Loc06","(183,184]",184,393,313,6,"Mut2","A6"
"Loc06","(184,185]",185,0,0,6,"Mut2","A6"
"Loc06","(185,186]",186,0,1035,6,"Mut2","A6"
"Loc06","(186,187]",187,526,30,6,"Mut2","A6"
"Loc06","(187,188]",188,0,0,6,"Mut2","A6"
"Loc06","(188,189]",189,0,468,6,"Mut2","A6"
"Loc06","(189,190]",190,0,202,6,"Mut2","A6"
"Loc06","(190,191]",191,453,0,6,"Mut2","A6"
"Loc06","(191,192]",192,39,58,6,"Mut2","A6"
"Loc06","(192,193]",193,251,37,6,"Mut2","A6"
"Loc06","(193,194]",194,22,544,6,"Mut2","A6"
"Loc06","(194,195]",195,0,5,6,"Mut2","A6"
"Loc06","(195,196]",196,354,232,6,"Mut2","A6"
"Loc06","(196,197]",197,0,1303,6,"Mut2","A6"
"Loc06","(197,198]",198,0,10,6,"Mut2","A6"
"Loc06","(198,199]",199,0,1,6,"Mut2","A6"
"Loc06","(199,200]",200,0,257,6,"Mut2","A6"
"Loc06","(200,201]",201,0,0,6,"Mut2","A6"
"Loc06","(201,202]",202,0,121,6,"Mut2","A6"
"Loc06","(202,203]",203,3235,45,6,"Mut2","A6"
"Loc06","(203,204]",204,61,536,6,"Mut2","A6"
"Loc06","(204,205]",205,0,0,6,"Mut2","A6"
"Loc06","(205,206]",206,5,123,6,"Mut2","A6"
"Loc06","(206,207]",207,0,0,6,"Mut2","A6"
"Loc06","(207,208]",208,0,358,6,"Mut2","A6"
"Loc06","(208,209]",209,368,105,6,"Mut2","A6"
"Loc06","(209,210]",210,0,425,6,"Mut2","A6"
"Loc06","(210,211]",211,0,90,6,"Mut2","A6"
"Loc06","(211,212]",212,0,306,6,"Mut2","A6"
"Loc06","(212,213]",213,342,0,6,"Mut2","A6"
"Loc06","(213,214]",214,387,580,6,"Mut2","A6"
"Loc06","(214,215]",215,0,326,6,"Mut2","A6"
"Loc06","(215,216]",216,459,196,6,"Mut2","A6"
"Loc06","(216,217]",217,1,359,6,"Mut2","A6"
"Loc06","(217,218]",218,330,92,6,"Mut2","A6"
"Loc06","(218,219]",219,0,290,6,"Mut2","A6"
"Loc06","(219,220]",220,262,230,6,"Mut2","A6"
"Loc06","(220,221]",221,0,318,6,"Mut2","A6"
"Loc06","(221,222]",222,0,154,6,"Mut2","A6"
"Loc06","(222,223]",223,0,127,6,"Mut2","A6"
"Loc06","(223,224]",224,0,87,6,"Mut2","A6"
"Loc06","(224,225]",225,0,0,6,"Mut2","A6"
"Loc06","(225,226]",226,0,173,6,"Mut2","A6"
"Loc06","(226,227]",227,226,231,6,"Mut2","A6"
"Loc06","(227,228]",228,0,110,6,"Mut2","A6"
"Loc06","(228,229]",229,445,207,6,"Mut2","A6"
"Loc06","(229,230]",230,327,193,6,"Mut2","A6"
"Loc06","(230,231]",231,324,558,6,"Mut2","A6"
"Loc06","(231,232]",232,721,1,6,"Mut2","A6"
"Loc06","(232,233]",233,359,162,6,"Mut2","A6"
"Loc06","(233,234]",234,5,686,6,"Mut2","A6"
"Loc06","(234,235]",235,1613,205,6,"Mut2","A6"
"Loc06","(235,236]",236,0,3,6,"Mut2","A6"
"Loc06","(236,237]",237,628,118,6,"Mut2","A6"
"Loc06","(237,238]",238,162,75,6,"Mut2","A6"
"Loc06","(238,239]",239,758,0,6,"Mut2","A6"
"Loc06","(239,240]",240,196,487,6,"Mut2","A6"
"Loc07","(-0.24,1]",1,0,191,7,"Mut3","A7"
"Loc07","(1,2.01]",2,0,919,7,"Mut3","A7"
"Loc07","(2.01,3.01]",3,128,1438,7,"Mut3","A7"
"Loc07","(3.01,4.02]",4,0,53,7,"Mut3","A7"
"Loc07","(4.02,5.02]",5,0,589,7,"Mut3","A7"
"Loc07","(5.02,6.03]",6,0,539,7,"Mut3","A7"
"Loc07","(6.03,7.03]",7,0,365,7,"Mut3","A7"
"Loc07","(7.03,8.03]",8,195,548,7,"Mut3","A7"
"Loc07","(8.03,9.04]",9,0,90,7,"Mut3","A7"
"Loc07","(9.04,10]",10,0,300,7,"Mut3","A7"
"Loc07","(10,11]",11,1,0,7,"Mut3","A7"
"Loc07","(11,12.1]",12,0,1858,7,"Mut3","A7"
"Loc07","(12.1,13.1]",13,102,613,7,"Mut3","A7"
"Loc07","(13.1,14.1]",14,0,301,7,"Mut3","A7"
"Loc07","(14.1,15.1]",15,210,1211,7,"Mut3","A7"
"Loc07","(15.1,16.1]",16,17,1358,7,"Mut3","A7"
"Loc07","(16.1,17.1]",17,123,575,7,"Mut3","A7"
"Loc07","(17.1,18.1]",18,391,0,7,"Mut3","A7"
"Loc07","(18.1,19.1]",19,360,0,7,"Mut3","A7"
"Loc07","(19.1,20.1]",20,169,276,7,"Mut3","A7"
"Loc07","(20.1,21.1]",21,273,72,7,"Mut3","A7"
"Loc07","(21.1,22.1]",22,0,0,7,"Mut3","A7"
"Loc07","(22.1,23.1]",23,102,47,7,"Mut3","A7"
"Loc07","(23.1,24.1]",24,0,54,7,"Mut3","A7"
"Loc07","(24.1,25.1]",25,404,1237,7,"Mut3","A7"
"Loc07","(25.1,26.1]",26,13,0,7,"Mut3","A7"
"Loc07","(26.1,27.1]",27,410,145,7,"Mut3","A7"
"Loc07","(27.1,28.1]",28,4,0,7,"Mut3","A7"
"Loc07","(28.1,29.1]",29,125,391,7,"Mut3","A7"
"Loc07","(29.1,30.1]",30,203,515,7,"Mut3","A7"
"Loc07","(30.1,31.1]",31,232,209,7,"Mut3","A7"
"Loc07","(31.1,32.1]",32,528,0,7,"Mut3","A7"
"Loc07","(32.1,33.1]",33,0,257,7,"Mut3","A7"
"Loc07","(33.1,34.1]",34,0,787,7,"Mut3","A7"
"Loc07","(34.1,35.1]",35,0,78,7,"Mut3","A7"
"Loc07","(35.1,36.2]",36,44,80,7,"Mut3","A7"
"Loc07","(36.2,37.2]",37,81,1706,7,"Mut3","A7"
"Loc07","(37.2,38.2]",38,42,347,7,"Mut3","A7"
"Loc07","(38.2,39.2]",39,5,465,7,"Mut3","A7"
"Loc07","(39.2,40.2]",40,50,265,7,"Mut3","A7"
"Loc07","(40.2,41.2]",41,83,544,7,"Mut3","A7"
"Loc07","(41.2,42.2]",42,242,446,7,"Mut3","A7"
"Loc07","(42.2,43.2]",43,400,1082,7,"Mut3","A7"
"Loc07","(43.2,44.2]",44,0,572,7,"Mut3","A7"
"Loc07","(44.2,45.2]",45,0,152,7,"Mut3","A7"
"Loc07","(45.2,46.2]",46,249,751,7,"Mut3","A7"
"Loc07","(46.2,47.2]",47,0,55,7,"Mut3","A7"
"Loc07","(47.2,48.2]",48,691,307,7,"Mut3","A7"
"Loc07","(48.2,49.2]",49,504,512,7,"Mut3","A7"
"Loc07","(49.2,50.2]",50,466,301,7,"Mut3","A7"
"Loc07","(50.2,51.2]",51,358,272,7,"Mut3","A7"
"Loc07","(51.2,52.2]",52,103,287,7,"Mut3","A7"
"Loc07","(52.2,53.2]",53,0,215,7,"Mut3","A7"
"Loc07","(53.2,54.2]",54,906,1666,7,"Mut3","A7"
"Loc07","(54.2,55.2]",55,0,1007,7,"Mut3","A7"
"Loc07","(55.2,56.2]",56,0,27,7,"Mut3","A7"
"Loc07","(56.2,57.2]",57,0,33,7,"Mut3","A7"
"Loc07","(57.2,58.2]",58,0,809,7,"Mut3","A7"
"Loc07","(58.2,59.2]",59,0,571,7,"Mut3","A7"
"Loc07","(59.2,60.3]",60,130,693,7,"Mut3","A7"
"Loc07","(60.3,61.3]",61,1794,1755,7,"Mut3","A7"
"Loc07","(61.3,62.3]",62,1317,600,7,"Mut3","A7"
"Loc07","(62.3,63.3]",63,569,947,7,"Mut3","A7"
"Loc07","(63.3,64.3]",64,0,1429,7,"Mut3","A7"
"Loc07","(64.3,65.3]",65,0,1009,7,"Mut3","A7"
