"Condition","time","Phase","Group","n_samples","exp_sums","mean","median","iqr","sd","sem","CI_lower","CI_upper"
"MUT+DMSO",112,"Light","1",32,518,16.1875,0,0,81.730650269947,14.4480742591664,-12.1307255479662,44.5057255479662
"MUT+DMSO",113,"Light","1",32,36,1.125,0,0,6.36396103067893,1.125,-1.08,3.33
"MUT+DMSO",114,"Light","1",32,255,7.96875,0,0,40.7561468746067,7.20473695751733,-6.15253443673397,22.090034436734
"MUT+DMSO",115,"Light","1",32,0,0,0,0,0,0,0,0
"WT+DMSO",116,"Trans 2","1",32,3819,119.34375,0,0,373.449794473013,66.0172205261474,-10.050002231249,248.737502231249
"WT+DMSO",117,"Trans 2","1",32,3318,103.6875,0,0,349.38032124172,61.7622985907887,-17.3666052379459,224.741605237946
"WT+DMSO",118,"Trans 2","1",32,3019,94.34375,0,0,303.908900757575,53.7240111471576,-10.955311848429,199.642811848429
"WT+DMSO",119,"Trans 2","1",32,2116,66.125,0,0,183.408366854563,32.4223249823029,2.57724303468625,129.672756965314
"WT+DMSO",120,"Trans 2","1",32,5639,176.21875,0,242.25,327.768283058371,57.9417939021114,62.6528339518616,289.784666048138
"WT+DMSO",121,"Trans 2","1",32,16636,519.875,249.5,1120.25,591.435037198344,104.551931358567,314.953214537209,724.796785462791
"WT+DMSO",123,"Trans 2","1",32,15581,486.90625,256,668.5,617.655889131669,109.187166911202,272.899402854043,700.913097145956
"WT+DMSO",124,"Trans 2","1",32,15168,474,443,557,465.864648763718,82.3540130639785,312.586134394602,635.413865605398
"WT+DMSO",125,"Trans 2","1",32,13498,421.8125,353.5,473,381.353907046138,67.4144834260772,289.680112484889,553.944887515111
"WT+DMSO",126,"Trans 2","1",32,14767,461.46875,311.5,457.75,531.935842867746,94.0338604119912,277.162383592497,645.775116407503
"WT+DMSO",127,"Trans 2","1",32,15317,478.65625,314,716.75,564.853884010952,99.8530029409259,282.944364235785,674.368135764215
"WT+DMSO",128,"Trans 2","1",32,11226,350.8125,265.5,453.25,472.050396263898,83.4475090649998,187.2553822326,514.3696177674
"WT+DMSO",129,"Trans 2","1",32,15627,488.34375,303.5,601.25,612.932854785748,108.352244507758,275.973350764795,700.714149235205
"WT+DMSO",130,"Trans 2","1",32,12873,402.28125,290,649,435.232769340803,76.9390106488705,251.480789128214,553.081710871786
"WT+DMSO",131,"Trans 2","1",32,13484,421.375,287,697.5,459.115260670613,81.160878541605,262.299678058454,580.450321941546
"WT+DMSO",132,"Trans 2","1",32,10693,334.15625,62.5,462.75,531.18201177854,93.9006006432295,150.11107273927,518.20142726073
"WT+DMSO",133,"Trans 2","1",32,10582,330.6875,35.5,444.75,529.079629197967,93.5289483983866,147.370761139162,514.004238860838
"WT+DMSO",134,"Trans 2","1",32,12331,385.34375,274.5,605.5,444.078793457183,78.5027815586785,231.47829814499,539.20920185501
"WT+DMSO",135,"Trans 2","1",32,11308,353.375,150.5,760.5,436.524821006594,77.1674152725016,202.126866065897,504.623133934103
"WT+DMSO",136,"Trans 2","1",32,8661,270.65625,171.5,405.75,336.65332119163,59.5124615808936,154.011825301449,387.300674698551
"WT+DMSO",137,"Trans 2","1",32,11826,369.5625,229.5,491,468.128527808749,82.7542141201105,207.364240324583,531.760759675417
"WT+DMSO",138,"Trans 2","1",32,7674,239.8125,170,330.5,304.561391395942,53.8393562859202,134.287361679596,345.337638320404
"WT+DMSO",139,"Trans 2","1",32,7953,248.53125,131.5,364.5,340.794516120406,60.2445283349819,130.451974463436,366.610525536565
"WT+DMSO",140,"Trans 2","1",32,6805,212.65625,176.5,265.5,249.729351482631,44.1463294736718,126.129444231603,299.183055768397
"WT+DMSO",141,"Trans 2","1",32,10868,339.625,165.5,559,404.777019461173,71.5551438323687,199.376918088557,479.873081911443
"WT+DMSO",142,"Trans 2","1",32,9575,299.21875,149.5,362.5,461.146099190253,81.5198834637881,139.439778410975,458.997721589025
"WT+DMSO",143,"Trans 2","1",32,13197,412.40625,252,355,706.32884872439,124.862479670176,167.675789846455,657.136710153545
"WT+DMSO",144,"Trans 2","1",32,9713,303.53125,143,420,460.492161985413,81.4042826057849,143.978856092662,463.083643907338
"WT+DMSO",145,"Trans 2","1",32,11599,362.46875,258.5,608.5,407.813998112438,72.0920108820257,221.16840867123,503.76909132877
"Mut1",116,"Trans 2","1",32,4817,150.53125,0,2.25,410.813982264715,72.6223381664075,8.19146719384131,292.871032806159
"Mut1",117,"Trans 2","1",32,1322,41.3125,0,0,128.445403865586,22.7061540214002,-3.19156188194438,85.8165618819444
"Mut1",118,"Trans 2","1",32,836,26.125,0,0,93.9412136013966,16.6066172926104,-6.42396989351632,58.6739698935163
"Mut1",119,"Trans 2","1",32,1460,45.625,0,0,179.972354507843,31.8149180746513,-16.7322394263166,107.982239426317
"Mut1",120,"Trans 2","1",32,4556,142.375,0,56,447.188619365836,79.0525263057581,-12.5679515592859,297.317951559286
"Mut1",121,"Trans 2","1",32,15185,474.53125,345,626.25,566.315253841772,100.111339070225,278.31302542236,670.74947457764
"Mut1",123,"Trans 2","1",32,14115,441.09375,304.5,678.75,512.505569403255,90.5990408802286,263.519629874752,618.667870125248
"Mut1",124,"Trans 2","1",32,14738,460.5625,385.5,744.25,469.807025414725,83.0509333799582,297.782670575282,623.342329424718
"Mut1",125,"Trans 2","1",32,12512,391,157,396.25,584.242492739599,103.280457118376,188.570304047984,593.429695952016
"Mut1",126,"Trans 2","1",32,8420,263.125,95,564.75,307.952630416831,54.4388483129939,156.424857306532,369.825142693468
"Mut1",127,"Trans 2","1",32,13527,422.71875,225.5,579,590.806569206658,104.440832863897,218.014717586762,627.422782413238
"Mut1",128,"Trans 2","1",32,9997,312.40625,130,380,531.962881276929,94.0386401726126,128.090515261679,496.721984738321
"Mut1",129,"Trans 2","1",32,13001,406.28125,63.5,534.5,658.970958994694,116.490708427538,177.959461482026,634.603038517974
"Mut1",130,"Trans 2","1",32,12039,376.21875,0,600,582.05003301041,102.892881332879,174.548702587558,577.888797412442
"Mut1",131,"Trans 2","1",32,9471,295.96875,0,525.5,457.776497400839,80.9242163949899,137.35728586582,454.58021413418
"Mut1",132,"Trans 2","1",32,10907,340.84375,5.5,518.5,578.837773773252,102.325028760498,140.286693629424,541.400806370576
"Mut1",133,"Trans 2","1",32,12805,400.15625,42.5,639,592.395634438348,104.721742564166,194.901634574235,605.410865425765
"Mut1",134,"Trans 2","1",32,13346,417.0625,47.5,561.75,651.6215969757,115.191512497281,191.287135505329,642.837864494671
"Mut1",135,"Trans 2","1",32,11023,344.46875,10,410.25,653.461847462199,115.516825896802,118.055771242267,570.881728757733
"Mut1",136,"Trans 2","1",32,9376,293,0,426,553.816145106519,97.9017879338532,101.112495649648,484.887504350352
"Mut1",137,"Trans 2","1",32,8156,254.875,0,241,480.560140239592,84.9518334828435,88.3694063736267,421.380593626373
"Mut1",138,"Trans 2","1",32,10787,337.09375,28.5,360,641.399143977571,113.384421038447,114.860284764644,559.327215235356
"Mut1",139,"Trans 2","1",32,8437,263.65625,2,478.5,360.772702044269,63.776206020624,138.654886199577,388.657613800423
"Mut1",140,"Trans 2","1",32,7534,235.4375,0.5,302,416.373664183755,73.6051603629559,91.1713856886065,379.703614311393
"Mut1",141,"Trans 2","1",32,10055,314.21875,0,395.5,531.564625050274,93.9682377529834,130.041004004153,498.396495995847
"Mut1",142,"Trans 2","1",32,5384,168.25,0,177.75,392.019008755706,69.2998248612971,32.4223432718577,304.077656728142
"Mut1",143,"Trans 2","1",32,7295,227.96875,0,341.75,447.559510144704,79.1180911519625,72.8972913421536,383.040208657846
"Mut1",144,"Trans 2","1",32,8004,250.125,0,337,478.718231490394,84.6262269411222,84.2575951954004,415.9924048046
"Mut1",145,"Trans 2","1",32,8092,252.875,0,280.75,619.384072310758,109.492669422469,38.2693679319609,467.480632068039
"Mut2",116,"Trans 2","1",32,1353,42.28125,0,0,164.73051979893,29.1205169045521,-14.7949631329222,99.3574631329222
"Mut2",117,"Trans 2","1",32,151,4.71875,0,0,26.6932809897922,4.71875,-4.53,13.9675
"Mut2",118,"Trans 2","1",32,3620,113.125,0,0,299.063673228898,52.8674878366779,9.50472384011124,216.745276159889
"Mut2",119,"Trans 2","1",32,2358,73.6875,0,0,221.60520511821,39.1746358213305,-3.09478620980779,150.469786209808
"Mut2",120,"Trans 2","1",32,5007,156.46875,0,45.75,323.771522824253,57.235259836031,44.2876407213792,268.649859278621
"Mut2",121,"Trans 2","1",32,14805,462.65625,116.5,687.25,685.13491063157,121.115885333806,225.269114745741,700.043385254259
"Mut2",123,"Trans 2","1",32,14047,438.96875,248.5,600.25,558.070031700555,98.6537759481134,245.607349141698,632.330150858302
"Mut2",124,"Trans 2","1",32,11271,352.21875,188,582.75,414.181099113544,73.2175659556211,208.712320726983,495.725179273017
"Mut2",125,"Trans 2","1",32,15560,486.25,191.5,542,739.60189814652,130.744379389462,229.991016396655,742.508983603345
"Mut2",126,"Trans 2","1",32,15436,482.375,171.5,744,625.545529659848,110.581871490852,265.63453187793,699.11546812207
"Mut2",127,"Trans 2","1",32,13906,434.5625,184,756.75,528.748183097618,93.470356452098,251.360601353888,617.764398646112
"Mut2",128,"Trans 2","1",32,15455,482.96875,118.5,650.25,797.077584938436,140.904741360441,206.795456933535,759.142043066465
"Mut2",129,"Trans 2","1",32,13549,423.40625,133.5,613.25,616.34038874504,108.954617100193,209.855200483622,636.957299516378
"Mut2",130,"Trans 2","1",32,11555,361.09375,126.5,529.75,528.961329117368,93.5080357010851,177.818000025873,544.369499974127
"Mut2",131,"Trans 2","1",32,13420,419.375,185.5,544,585.125338103147,103.436523604202,216.639413735765,622.110586264235
"Mut2",132,"Trans 2","1",32,14009,437.78125,128,552.25,686.857675747946,121.420430057851,199.797207086612,675.765292913388
"Mut2",133,"Trans 2","1",32,18512,578.5,112.5,851,787.161949972095,139.151888179324,305.762299168526,851.237700831474
"Mut2",134,"Trans 2","1",32,17989,562.15625,259,1009.75,706.373706693606,124.870409513732,317.410247353086,806.902252646914
"Mut2",135,"Trans 2","1",32,13971,436.59375,90.5,553.5,854.652838758748,151.082704461661,140.471649255144,732.715850744856
"Mut2",136,"Trans 2","1",32,12838,401.1875,182,469.5,564.980241590002,99.875340016176,205.431833568295,596.943166431705
"Mut2",137,"Trans 2","1",32,14340,448.125,62.5,527.25,729.018020486153,128.873396473238,195.533142912454,700.716857087546
"Mut2",138,"Trans 2","1",32,14022,438.1875,94.5,511.5,643.044243573915,113.675236308522,215.384036835296,660.990963164704
"Mut2",139,"Trans 2","1",32,11348,354.625,190,376,572.460324023111,101.197644269247,156.277617232275,552.972382767725
"Mut2",140,"Trans 2","1",32,12079,377.46875,38.5,618.25,643.997895427086,113.843819731589,154.334863326085,600.602636673915
"Mut2",141,"Trans 2","1",32,10361,323.78125,61.5,398.75,496.607700976691,87.7886682375199,151.715460254461,495.847039745539
"Mut2",142,"Trans 2","1",32,11823,369.46875,217.5,459.75,540.728181930506,95.5881410554336,182.11599353135,556.82150646865
"Mut2",143,"Trans 2","1",32,11164,348.875,8,578.5,565.210822785223,99.9161013978647,153.039441260185,544.710558739815
"Mut2",144,"Trans 2","1",32,12625,394.53125,2,552.25,672.746416510277,118.925888283342,161.43650896465,627.62599103535
"Mut2",145,"Trans 2","1",32,10765,336.40625,216,488,464.170565103028,82.0545385528858,175.579354436344,497.233145563656
"Mut3",116,"Trans 2","1",32,2441,76.28125,0,0,214.449217144458,37.9096239157482,1.97838712513354,150.584112874866
"Mut3",117,"Trans 2","1",32,4785,149.53125,0,70.5,309.187069835117,54.6570684339025,42.403395869551,256.659104130449
"Mut3",118,"Trans 2","1",32,2163,67.59375,0,0.5,148.463932705948,26.2449633944997,16.1536217467806,119.033878253219
"Mut3",119,"Trans 2","1",32,3191,99.71875,0,12.75,242.752526896253,42.9129894796276,15.6092906199299,183.82820938007
"Mut3",120,"Trans 2","1",32,6931,216.59375,0,142.5,463.925317917484,82.0111845658945,55.8518282508468,377.335671749153
"Mut3",121,"Trans 2","1",32,14823,463.21875,58.5,701,740.113929084025,130.834894526483,206.782356728092,719.655143271907
"Mut3",123,"Trans 2","1",32,11075,346.09375,134.5,570.5,432.74892962168,76.4999256716775,196.153895683512,496.033604316488
"Mut3",124,"Trans 2","1",32,13154,411.0625,258,615.5,553.278844560959,97.8068057190279,219.361160790705,602.763839209295
"Mut3",125,"Trans 2","1",32,8754,273.5625,114.5,386,382.87890256876,67.6840670949084,140.90172849398,406.223271506021
"Mut3",126,"Trans 2","1",32,8480,265,127.5,358.25,388.654502843651,68.7050586248579,130.338085095279,399.661914904721
"Mut3",127,"Trans 2","1",32,10590,330.9375,173,521.25,441.639390007789,78.0715518783994,177.917258318337,483.957741681663
"Mut3",128,"Trans 2","1",32,10791,337.21875,182.5,489.5,411.244745774848,72.6984871161832,194.729715252281,479.707784747719
"Mut3",129,"Trans 2","1",32,11842,370.0625,281,598.75,399.289121338605,70.5850113381364,231.715877777253,508.409122222747
"Mut3",130,"Trans 2","1",32,12371,386.59375,211,569,475.417905085417,84.0428061458502,221.869849954134,551.317650045866
"Mut3",131,"Trans 2","1",32,12882,402.5625,263.5,541.5,469.339614125099,82.9683059568337,239.944620324606,565.180379675394
"Mut3",132,"Trans 2","1",32,10327,322.71875,203,484.5,388.75742784108,68.723253365767,188.021173403097,457.416326596903
"Mut3",133,"Trans 2","1",32,9993,312.28125,180,384,476.063850039589,84.1569941601922,147.333541446023,477.228958553977
"Mut3",134,"Trans 2","1",32,12821,400.65625,245.5,524.75,497.255928742287,87.9032597997215,228.365860792546,572.946639207454
"Mut3",135,"Trans 2","1",32,8887,277.71875,115,398,390.041373684234,68.9502250688594,142.576308865036,412.861191134964
"Mut3",136,"Trans 2","1",32,9618,300.5625,145.5,498.75,415.956956326167,73.5314961249874,156.440767595025,444.684232404975
"Mut3",137,"Trans 2","1",32,13455,420.46875,246.5,414.75,581.927829710812,102.871278637421,218.841043870654,622.096456129346
"Mut3",138,"Trans 2","1",32,10778,336.8125,152,437.5,524.863818743306,92.7836913582147,154.956464937899,518.668535062101
"Mut3",139,"Trans 2","1",32,8537,266.78125,145.5,441,343.163624508024,60.6633314865444,147.881120286373,385.681379713627
"Mut3",140,"Trans 2","1",32,9393,293.53125,200.5,433.75,359.586948018812,63.5665923425692,168.940729008564,418.121770991436
"Mut3",141,"Trans 2","1",32,9786,305.8125,95,496.75,417.618782600406,73.8252682819044,161.114974167467,450.510025832533
"Mut3",142,"Trans 2","1",32,9319,291.21875,162.5,336.5,456.390377211538,80.6791826486413,133.087552008663,449.349947991337
"Mut3",143,"Trans 2","1",32,9631,300.96875,199,585,303.201570807809,53.5989716961536,195.914765475539,406.022734524461
"Mut3",144,"Trans 2","1",32,9341,291.90625,150.5,350.5,472.337656655873,83.4982900077827,128.249601584746,455.562898415254
"Mut3",145,"Trans 2","1",32,10255,320.46875,236,491,367.961865518434,65.0470825815344,192.976468140193,447.961031859807
"Mut4",116,"Trans 2","1",32,4316,134.875,0,28.25,314.166049170837,55.5372359468213,26.0220175442302,243.72798245577
"Mut4",117,"Trans 2","1",32,4378,136.8125,0,6.5,312.599964656469,55.2603887018161,28.5021381444404,245.12286185556
"Mut4",118,"Trans 2","1",32,5553,173.53125,0,0.25,619.905403000615,109.584828538979,-41.255013936398,388.317513936398
"Mut4",119,"Trans 2","1",32,1308,40.875,0,0,160.531526398219,28.3782327276019,-14.7463361460997,96.4963361460997
"Mut4",120,"Trans 2","1",32,5499,171.84375,0,172.5,394.986492980579,69.824406915915,34.9879124448067,308.699587555193
"Mut4",121,"Trans 2","1",32,14252,445.375,192.5,737,565.41641805527,99.9524458502723,249.468206133466,641.281793866534
"Mut4",123,"Trans 2","1",32,8271,258.46875,133.5,422.75,356.318178252564,62.9887500256062,135.010799949812,381.926700050188
"Mut4",124,"Trans 2","1",32,11604,362.625,148.5,401.25,636.83434570614,112.577471085327,141.973156672758,583.276843327242
"Mut4",125,"Trans 2","1",32,17234,538.5625,266.5,647,775.950070621025,137.169889199577,269.709517168829,807.415482831171
"Mut4",126,"Trans 2","1",32,16048,501.5,201,774.75,680.738356255485,120.338676980509,265.636193118202,737.363806881798
"Mut4",127,"Trans 2","1",32,14712,459.75,179.5,754.5,633.866679785217,112.052856911082,240.126400454279,679.373599545721
"Mut4",128,"Trans 2","1",32,15622,488.1875,248.5,673.5,688.200010194898,121.657723505366,249.738361929483,726.636638070517
"Mut4",129,"Trans 2","1",32,15280,477.5,281,540,623.254983288179,110.176956272845,261.553165705224,693.446834294776
"Mut4",130,"Trans 2","1",32,13482,421.3125,210.5,578,603.578491969141,106.698611162432,212.183222121633,630.441777878367
"Mut4",131,"Trans 2","1",32,12733,397.90625,227,600.5,591.610833254593,104.583008004437,192.923554311304,602.888945688696
"Mut4",132,"Trans 2","1",32,12375,386.71875,129,480.25,629.476035792545,111.276693375834,168.616430983366,604.821069016634
"Mut4",133,"Trans 2","1",32,15354,479.8125,173,613.25,711.663405283252,125.805504949525,233.233710298932,726.391289701068
"Mut4",134,"Trans 2","1",32,13621,425.65625,204.5,391.25,701.579674245567,124.022936300422,182.571294851172,668.741205148828
"Mut4",135,"Trans 2","1",32,9582,299.4375,130.5,394.75,414.258135006852,73.2311841062592,155.904379151732,442.970620848268
"Mut4",136,"Trans 2","1",32,5766,180.1875,45,335.5,239.154483410794,42.2769392427346,97.3246990842402,263.05030091576
"Mut4",137,"Trans 2","1",32,12553,392.28125,267.5,495.75,489.899675995323,86.6028457493464,222.539672331281,562.022827668719
"Mut4",138,"Trans 2","1",32,10217,319.28125,46,388.5,524.183619291819,92.6634479470383,137.660892023805,500.901607976195
"Mut4",139,"Trans 2","1",32,7078,221.1875,183,366.25,266.192198026769,47.0565770809202,128.956608921396,313.418391078604
"Mut4",140,"Trans 2","1",32,9863,308.21875,113.5,296.5,577.879535073229,102.155634489802,107.993706399987,508.443793600013
"Mut4",141,"Trans 2","1",32,7369,230.28125,76,301.5,341.108272885084,60.2999932189686,112.093263290822,348.469236709178
"Mut4",142,"Trans 2","1",32,9377,293.03125,100,390.5,414.321169203313,73.2423270832003,149.476288916927,436.586211083073
"Mut4",143,"Trans 2","1",32,10107,315.84375,132.5,478.25,466.107845016026,82.3970044937701,154.345621192211,477.341878807789
"Mut4",144,"Trans 2","1",32,11164,348.875,62,439,502.913046418627,88.9033063674491,174.6245195198,523.1254804802
"Mut4",145,"Trans 2","1",32,10900,340.625,142,439,509.312170575939,90.0345223887715,164.157336118008,517.092663881992
"MUT+DMSO",116,"Trans 2","1",32,904,28.25,0,0,115.401123715667,20.400229283974,-11.734449396589,68.234449396589
"MUT+DMSO",117,"Trans 2","1",32,460,14.375,0,0,54.0983274441832,9.56332354665806,-4.3691141514498,33.1191141514498
"MUT+DMSO",118,"Trans 2","1",32,409,12.78125,0,0,65.6735496297234,11.6095530719422,-9.97347402100666,35.5359740210067
"MUT+DMSO",119,"Trans 2","1",32,248,7.75,0,0,43.2964276258595,7.65379939384946,-7.25144681194494,22.7514468119449
"MUT+DMSO",120,"Trans 2","1",32,2488,77.75,0,0,204.438333631598,36.1399330113452,6.91573129776349,148.584268702236
"MUT+DMSO",121,"Trans 2","1",32,11849,370.28125,144,632.25,522.165357221501,92.3066662480049,189.36018415391,551.20231584609
"MUT+DMSO",123,"Trans 2","1",32,12898,403.0625,242,526.25,554.345760130078,97.9954115274973,210.991493406105,595.133506593895
"MUT+DMSO",124,"Trans 2","1",32,14562,455.0625,415,718,366.642652561618,64.8138764746358,328.027302109714,582.097697890286
"MUT+DMSO",125,"Trans 2","1",32,13439,419.96875,313,572.25,426.581572154275,75.4096805998766,272.165776024242,567.771723975758
"MUT+DMSO",126,"Trans 2","1",32,14943,466.96875,343,524.75,468.549614157796,82.8286523733294,304.624591348274,629.312908651726
"MUT+DMSO",127,"Trans 2","1",32,12082,377.5625,250,538.75,441.513302141331,78.04926248205,224.585945535182,530.539054464818
"MUT+DMSO",128,"Trans 2","1",32,15546,485.8125,291.5,666.25,659.979444327991,116.668985132013,257.141289141255,714.483710858746
"MUT+DMSO",129,"Trans 2","1",32,6854,214.1875,112.5,300.25,278.507014737626,49.2335496822494,117.689742622791,310.685257377209
"MUT+DMSO",130,"Trans 2","1",32,6951,217.21875,4,270.75,349.004643131606,61.6958874559873,96.2948105862648,338.142689413735
"MUT+DMSO",131,"Trans 2","1",32,8238,257.4375,156,496.25,290.707583653314,51.3903259359034,156.712461165629,358.162538834371
"MUT+DMSO",132,"Trans 2","1",32,7772,242.875,126.5,407,322.059977383496,56.9326984891641,131.286910961238,354.463089038762
"MUT+DMSO",133,"Trans 2","1",32,9675,302.34375,128,410.5,449.032121085039,79.3784144474525,146.762057682993,457.925442317007
"MUT+DMSO",134,"Trans 2","1",32,8404,262.625,55,427,383.776879903398,67.842808560577,129.653095221269,395.596904778731
"MUT+DMSO",135,"Trans 2","1",32,7827,244.59375,115,330,325.447568679929,57.5315456835632,131.831920460216,357.355579539784
"MUT+DMSO",136,"Trans 2","1",32,5477,171.15625,23.5,305.25,218.009486235599,38.5389965200468,95.6198168207083,246.692683179292
"MUT+DMSO",137,"Trans 2","1",32,8828,275.875,130,323.5,422.941523449832,74.7662048191863,129.333238554395,422.416761445605
"MUT+DMSO",138,"Trans 2","1",32,9926,310.1875,133,321.25,539.030278490023,95.2879912962922,123.423037059267,496.951962940733
"MUT+DMSO",139,"Trans 2","1",32,8950,279.6875,143,444.75,388.816354154586,68.7336701647345,144.96950647712,414.40549352288
"MUT+DMSO",140,"Trans 2","1",32,6873,214.78125,0,386.25,404.424380616571,71.4928055027866,74.6553512145383,354.907148785462
"MUT+DMSO",141,"Trans 2","1",32,9149,285.90625,0,333.75,517.513307254494,91.4842922284824,106.597037232174,465.215462767826
"MUT+DMSO",142,"Trans 2","1",32,11780,368.125,138,668.25,474.88543609944,83.9486780381611,203.585591045204,532.664408954796
"MUT+DMSO",143,"Trans 2","1",32,7035,219.84375,33,354.5,415.503744742645,73.4513788789822,75.8790473971949,363.808452602805
"MUT+DMSO",144,"Trans 2","1",32,4876,152.375,8.5,222.25,243.538928464053,43.0520069499594,67.9930663780795,236.75693362192
"MUT+DMSO",145,"Trans 2","1",32,10971,342.84375,178,407.5,520.409151030039,91.9962099212187,162.531178554411,523.156321445589
"WT+DMSO",146,"Dark","1",32,10795,337.34375,188.5,526.5,489.065046757256,86.455302750843,167.891356608348,506.796143391652
"WT+DMSO",147,"Dark","1",32,9866,308.3125,54,342.25,516.539817501532,91.3122019270488,129.340584222984,487.284415777016
"WT+DMSO",148,"Dark","1",32,9444,295.125,163.5,367.25,439.343553571139,77.6657015001869,142.900225059634,447.349774940366
"WT+DMSO",149,"Dark","1",32,13955,436.09375,137,665.25,601.822144950837,106.388129940742,227.573015316145,644.614484683855
"WT+DMSO",150,"Dark","1",32,9480,296.25,202.5,428,382.553812364795,67.6265987229781,163.701866502963,428.798133497037
"WT+DMSO",151,"Dark","1",32,8651,270.34375,74,467.25,385.179020747747,68.0906743853815,136.886028204652,403.801471795348
"WT+DMSO",152,"Dark","1",32,10505,328.28125,205.5,464,444.974753497319,78.6611664136917,174.105363829164,482.457136170836
"WT+DMSO",153,"Dark","1",32,7593,237.28125,98,334.25,339.743663747319,60.0587621252229,119.566076234563,354.996423765437
"WT+DMSO",154,"Dark","1",32,12496,390.5,269.5,687.25,407.142203896315,71.97325332058,249.432423491663,531.567576508337
"WT+DMSO",155,"Dark","1",32,10178,318.0625,198.5,335.25,444.297193292667,78.5413895598489,164.121376462696,472.003623537304
"WT+DMSO",156,"Dark","1",32,8104,253.25,41,271.75,400.763706424492,70.8456836165533,114.392460111555,392.107539888445
"WT+DMSO",157,"Dark","1",32,8885,277.65625,164.5,338.75,387.037766713926,68.4192573546785,143.55450558483,411.75799441517
"WT+DMSO",158,"Dark","1",32,10912,341,168.5,542.5,411.706989449159,72.7802010253498,198.350805990314,483.649194009686
"WT+DMSO",159,"Dark","1",32,8673,271.03125,63.5,322.75,389.313331340808,68.8215241493526,136.141062667269,405.921437332731
"WT+DMSO",160,"Dark","1",32,10052,314.125,151.5,332.5,472.849955741947,83.5888525472224,150.290849007444,477.959150992556
"WT+DMSO",161,"Dark","1",32,11095,346.71875,163,445.5,444.573099644388,78.5901633729174,192.682029789082,500.755470210918
"WT+DMSO",162,"Dark","1",32,12479,389.96875,39.5,520.25,729.895285656918,129.028476511025,137.072936038392,642.864563961608
"WT+DMSO",163,"Dark","1",32,6412,200.375,124,371.75,225.676867195326,39.8944107876877,122.181954856132,278.568045143868
"WT+DMSO",164,"Dark","1",32,5799,181.21875,8.5,205.25,337.397605434932,59.6440336897858,64.3164439680198,298.12105603198
"WT+DMSO",165,"Dark","1",32,9367,292.71875,132.5,376.25,384.003799911894,67.8829227297757,159.66822144964,425.76927855036
"WT+DMSO",166,"Dark","1",32,7334,229.1875,44.5,327.25,323.468145462629,57.1816297886153,117.111505614314,341.263494385686
"WT+DMSO",167,"Dark","1",32,12037,376.15625,116.5,574.25,525.131633843271,92.831034826537,194.207421739987,558.105078260013
"WT+DMSO",168,"Dark","1",32,7318,228.6875,50,476.75,282.525184432662,49.9438684420788,130.797517853526,326.577482146474
"WT+DMSO",169,"Dark","1",32,10167,317.71875,192,449.5,473.976808631992,83.78805387721,153.494164400668,481.943335599332
"WT+DMSO",170,"Dark","1",32,7294,227.9375,43.5,316.75,376.920624612218,66.6307824080921,97.3411664801395,358.53383351986
"WT+DMSO",171,"Dark","1",32,12109,378.40625,275,562.25,393.601391567088,69.5795532653874,242.030325599841,514.782174400159
"WT+DMSO",172,"Dark","1",32,7621,238.15625,0.5,305.75,389.489418413969,68.8526522402305,103.205051609148,373.107448390852
"WT+DMSO",173,"Dark","1",32,10920,341.25,176.5,579,485.239216030808,85.7789850382572,173.123189325016,509.376810674984
"WT+DMSO",174,"Dark","1",32,5966,186.4375,39.5,303.75,242.51490642579,42.8709837181243,102.410371912476,270.464628087524
"WT+DMSO",175,"Dark","1",32,7908,247.125,72.5,316.25,391.06824336392,69.1317516973347,111.626766673224,382.623233326776
"WT+DMSO",176,"Dark","1",32,9339,291.84375,111.5,323.75,444.122702412731,78.5105436387343,137.963084468081,445.724415531919
"WT+DMSO",177,"Dark","1",32,11266,352.0625,217,528.75,394.379213080098,69.7170539819879,215.417074195304,488.707925804696
"WT+DMSO",178,"Dark","1",32,13104,409.5,335.5,603.5,374.246684213984,66.1580920610721,279.830139560299,539.169860439701
"WT+DMSO",179,"Dark","1",32,11106,347.0625,183,509.5,411.167647897326,72.6848580081805,204.600178303966,489.524821696034
"WT+DMSO",180,"Dark","1",32,12469,389.65625,168.5,429.5,611.392625520068,108.079967868172,177.819512978383,601.492987021617
"Mut1",146,"Dark","1",32,6694,209.1875,0,167.5,442.307252535114,78.1896144088925,55.9358557585707,362.439144241429
"Mut1",147,"Dark","1",32,8508,265.875,0,405.75,541.779549858761,95.7739984033312,78.1579631294709,453.592036870529
"Mut1",148,"Dark","1",32,8322,260.0625,1,471.25,411.810709530327,72.7985363185344,117.377368815673,402.747631184327
"Mut1",149,"Dark","1",32,8587,268.34375,0,326.25,461.970227317107,81.6655701105543,108.279232583314,428.408267416686
"Mut1",150,"Dark","1",32,8919,278.71875,0,399.25,436.325435986386,77.1321686475376,127.539699450826,429.897800549174
"Mut1",151,"Dark","1",32,7019,219.34375,0,232.5,429.579510036906,75.9396461514727,70.5020435431134,368.185456456887
"Mut1",152,"Dark","1",32,6956,217.375,0,358.5,328.143630039475,58.0081465010206,103.679032858,331.070967142
"Mut1",153,"Dark","1",32,8431,263.46875,0,279.25,470.319931218753,83.1416031729928,100.511207780934,426.426292219066
"Mut1",154,"Dark","1",32,11800,368.75,2,563,597.079072950006,105.549665346882,161.872655920112,575.627344079888
