time	location	data1	data2
40900226	Loc82	0	0
40900226	Loc83	3	0
40900226	Loc84	0	0
40900226	Loc85	51	0
40900226	Loc86	0	0
40900226	Loc87	90	53
40900226	Loc88	37	0
40900226	Loc89	0	0
40900226	Loc90	0	0
40900226	Loc91	109	0
40900226	Loc92	95	83
40900226	Loc93	0	0
40900226	Loc94	0	0
40900226	Loc95	0	0
40900226	Loc96	0	0
40933323	Loc01	0	0
40933323	Loc02	0	0
40933323	Loc03	101	0
40933323	Loc04	0	54
40933323	Loc05	0	0
40933323	Loc06	35	0
40933323	Loc07	0	0
40933323	Loc08	0	0
40933323	Loc09	476	0
40933323	Loc10	24	1
40933323	Loc11	0	36
40933323	Loc12	0	26
40933323	Loc13	0	0
40933323	Loc14	28	0
40933323	Loc15	0	0
40933323	Loc16	0	0
40933323	Loc17	0	6
40933323	Loc18	0	0
40933323	Loc19	0	0
40933323	Loc20	37	0
40933323	Loc21	0	0
40933323	Loc22	15	0
40933323	Loc23	0	0
40933323	Loc24	0	0
40933323	Loc25	0	0
40933323	Loc26	0	0
40933323	Loc27	0	0
40933323	Loc28	0	0
40933323	Loc29	64	0
40933323	Loc30	1	50
40933323	Loc31	0	0
40933323	Loc32	0	0
40933323	Loc33	0	0
40933323	Loc34	0	0
40933323	Loc35	0	0
40933323	Loc36	0	0
40933323	Loc37	0	0
40933323	Loc38	0	0
40933323	Loc39	91	55
40933323	Loc40	1	0
40933323	Loc41	4	0
40933323	Loc42	1	0
40933323	Loc43	5	0
40933323	Loc44	78	0
40933323	Loc45	56	0
40933323	Loc46	97	0
40933323	Loc47	22	0
40933323	Loc48	116	0
40933323	Loc49	0	1
40933323	Loc50	0	0
40933323	Loc51	25	0
40933323	Loc52	22	0
40933323	Loc53	316	0
40933323	Loc54	0	0
40933323	Loc55	0	0
40933323	Loc56	0	0
40933323	Loc57	0	0
40933323	Loc58	91	2
40933323	Loc59	0	0
40933323	Loc60	0	0
40933323	Loc61	0	0
40933323	Loc62	0	114
40933323	Loc63	0	0
40933323	Loc64	0	10
40933323	Loc65	0	0
40933323	Loc66	0	131
40933323	Loc67	0	0
40933323	Loc68	0	0
40933323	Loc69	5	0
40933323	Loc70	0	2
40933323	Loc71	0	0
40933323	Loc72	0	0
40933323	Loc73	0	0
40933323	Loc74	99	10
40933323	Loc75	51	0
40933323	Loc76	25	0
40933323	Loc77	48	0
40933323	Loc78	114	1
40933323	Loc79	59	0
40933323	Loc80	0	85
40933323	Loc81	0	0
40933323	Loc82	0	0
40933323	Loc83	1	0
40933323	Loc84	0	0
40933323	Loc85	14	0
40933323	Loc86	0	0
40933323	Loc87	59	55
40933323	Loc88	26	0
40933323	Loc89	0	3
40933323	Loc90	0	0
40933323	Loc91	63	0
40933323	Loc92	75	64
40933323	Loc93	0	0
40933323	Loc94	0	0
40933323	Loc95	0	4
40933323	Loc96	0	0
40967033	Loc01	0	0
40967033	Loc02	0	0
40967033	Loc03	59	0
40967033	Loc04	0	38
40967033	Loc05	0	0
40967033	Loc06	13	0
40967033	Loc07	0	0
40967033	Loc08	0	0
40967033	Loc09	324	0
40967033	Loc10	16	1
40967033	Loc11	0	29
40967033	Loc12	0	3
40967033	Loc13	0	0
40967033	Loc14	58	0
40967033	Loc15	0	0
40967033	Loc16	0	0
40967033	Loc17	31	2
40967033	Loc18	0	0
40967033	Loc19	0	0
40967033	Loc20	30	0
40967033	Loc21	0	0
40967033	Loc22	117	0
40967033	Loc23	0	0
40967033	Loc24	0	0
40967033	Loc25	0	0
40967033	Loc26	0	0
40967033	Loc27	0	0
40967033	Loc28	0	0
40967033	Loc29	164	0
40967033	Loc30	34	43
40967033	Loc31	0	0
40967033	Loc32	0	0
40967033	Loc33	0	0
40967033	Loc34	0	0
40967033	Loc35	0	0
40967033	Loc36	0	0
40967033	Loc37	0	121
40967033	Loc38	0	0
40967033	Loc39	67	9
40967033	Loc40	0	0
40967033	Loc41	3	0
40967033	Loc42	0	0
40967033	Loc43	2	0
40967033	Loc44	173	0
40967033	Loc45	52	0
40967033	Loc46	74	0
40967033	Loc47	2	0
40967033	Loc48	217	0
40967033	Loc49	0	0
40967033	Loc50	0	0
40967033	Loc51	14	0
40967033	Loc52	17	0
40967033	Loc53	283	0
40967033	Loc54	0	0
40967033	Loc55	0	0
40967033	Loc56	0	0
40967033	Loc57	0	0
40967033	Loc58	86	28
40967033	Loc59	64	0
40967033	Loc60	0	0
40967033	Loc61	0	0
40967033	Loc62	0	133
40967033	Loc63	0	0
40967033	Loc64	0	2
40967033	Loc65	0	0
40967033	Loc66	0	86
40967033	Loc67	23	0
40967033	Loc68	0	0
40967033	Loc69	0	0
40967033	Loc70	0	80
40967033	Loc71	0	0
40967033	Loc72	0	0
40967033	Loc73	0	0
40967033	Loc74	41	28
40967033	Loc75	46	0
40967033	Loc76	97	0
40967033	Loc77	49	0
40967033	Loc78	85	0
40967033	Loc79	38	0
40967033	Loc80	0	70
40967033	Loc81	0	0
40967033	Loc82	90	0
40967033	Loc83	0	0
40967033	Loc84	0	0
40967033	Loc85	8	0
40967033	Loc86	0	0
40967033	Loc87	33	24
40967033	Loc88	13	0
40967033	Loc89	0	55
40967033	Loc90	0	0
40967033	Loc91	54	0
40967033	Loc92	62	75
40967033	Loc93	0	0
40967033	Loc94	0	0
40967033	Loc95	0	4
40967033	Loc96	0	12
41003271	Loc01	0	0
41003271	Loc02	0	0
41003271	Loc03	40	0
41003271	Loc04	0	9
41003271	Loc05	0	27
41003271	Loc06	10	0
41003271	Loc07	0	0
41003271	Loc08	0	0
41003271	Loc09	160	0
41003271	Loc10	4	0
41003271	Loc11	0	5
41003271	Loc12	0	2
41003271	Loc13	0	0
41003271	Loc14	41	0
41003271	Loc15	0	0
41003271	Loc16	0	0
41003271	Loc17	107	0
41003271	Loc18	0	0
41003271	Loc19	0	0
41003271	Loc20	33	0
41003271	Loc21	0	0
41003271	Loc22	52	0
41003271	Loc23	0	0
41003271	Loc24	0	0
41003271	Loc25	0	0
41003271	Loc26	0	0
41003271	Loc27	0	0
41003271	Loc28	0	0
41003271	Loc29	141	0
41003271	Loc30	68	24
41003271	Loc31	0	0
41003271	Loc32	0	0
41003271	Loc33	0	0
41003271	Loc34	0	0
41003271	Loc35	0	0
41003271	Loc36	0	0
41003271	Loc37	0	75
41003271	Loc38	0	0
41003271	Loc39	122	0
41003271	Loc40	0	0
41003271	Loc41	1	0
41003271	Loc42	0	0
41003271	Loc43	0	0
41003271	Loc44	151	0
41003271	Loc45	36	5
41003271	Loc46	47	0
41003271	Loc47	0	0
41003271	Loc48	174	5
41003271	Loc49	0	0
41003271	Loc50	0	0
41003271	Loc51	5	0
41003271	Loc52	0	0
41003271	Loc53	156	0
41003271	Loc54	0	12
41003271	Loc55	0	0
41003271	Loc56	0	0
41003271	Loc57	0	0
41003271	Loc58	60	60
41003271	Loc59	116	0
41003271	Loc60	0	0
41003271	Loc61	0	0
41003271	Loc62	3	112
41003271	Loc63	0	0
41003271	Loc64	0	0
41003271	Loc65	0	0
41003271	Loc66	0	18
41003271	Loc67	44	63
41003271	Loc68	0	0
41003271	Loc69	0	5
41003271	Loc70	0	40
41003271	Loc71	0	0
41003271	Loc72	0	0
41003271	Loc73	0	0
41003271	Loc74	67	33
41003271	Loc75	52	0
41003271	Loc76	92	0
41003271	Loc77	2	0
41003271	Loc78	48	0
41003271	Loc79	25	0
41003271	Loc80	0	49
41003271	Loc81	0	0
41003271	Loc82	15	0
41003271	Loc83	0	0
41003271	Loc84	0	37
41003271	Loc85	3	0
41003271	Loc86	0	0
41003271	Loc87	17	0
41003271	Loc88	9	0
41003271	Loc89	0	82
41003271	Loc90	0	0
41003271	Loc91	8	0
41003271	Loc92	38	30
41003271	Loc93	0	0
41003271	Loc94	0	0
41003271	Loc95	0	2
41003271	Loc96	0	4
41033629	Loc01	0	0
41033629	Loc02	0	0
41033629	Loc03	26	0
41033629	Loc04	0	0
41033629	Loc05	0	25
41033629	Loc06	7	0
41033629	Loc07	0	0
41033629	Loc08	0	0
41033629	Loc09	112	0
41033629	Loc10	2	0
41033629	Loc11	0	0
41033629	Loc12	0	2
41033629	Loc13	0	0
41033629	Loc14	9	0
41033629	Loc15	4	0
41033629	Loc16	0	0
41033629	Loc17	54	0
41033629	Loc18	0	0
41033629	Loc19	0	0
41033629	Loc20	87	0
41033629	Loc21	0	0
41033629	Loc22	165	0
41033629	Loc23	0	0
41033629	Loc24	89	0
41033629	Loc25	0	0
41033629	Loc26	0	0
41033629	Loc27	0	0
41033629	Loc28	0	7
41033629	Loc29	100	0
41033629	Loc30	118	12
41033629	Loc31	0	0
41033629	Loc32	0	0
41033629	Loc33	0	0
41033629	Loc34	0	7
41033629	Loc35	0	0
41033629	Loc36	0	0
41033629	Loc37	0	52
41033629	Loc38	0	0
41033629	Loc39	162	0
41033629	Loc40	0	0
41033629	Loc41	1	0
41033629	Loc42	0	0
41033629	Loc43	0	0
41033629	Loc44	119	0
41033629	Loc45	22	54
41033629	Loc46	42	48
41033629	Loc47	0	0
41033629	Loc48	160	139
41033629	Loc49	2	0
41033629	Loc50	9	0
41033629	Loc51	2	0
41033629	Loc52	0	0
41033629	Loc53	123	0
41033629	Loc54	0	43
41033629	Loc55	0	0
41033629	Loc56	0	0
41033629	Loc57	0	0
41033629	Loc58	0	24
41033629	Loc59	251	0
41033629	Loc60	0	0
41033629	Loc61	0	0
41033629	Loc62	107	37
41033629	Loc63	0	0
41033629	Loc64	0	0
41033629	Loc65	0	0
41033629	Loc66	0	1
41033629	Loc67	39	59
41033629	Loc68	0	0
41033629	Loc69	0	82
41033629	Loc70	0	40
41033629	Loc71	0	0
41033629	Loc72	0	0
41033629	Loc73	0	0
41033629	Loc74	126	48
41033629	Loc75	40	0
41033629	Loc76	99	0
41033629	Loc77	0	0
41033629	Loc78	28	0
41033629	Loc79	17	0
41033629	Loc80	0	34
41033629	Loc81	0	0
41033629	Loc82	1	0
41033629	Loc83	0	0
41033629	Loc84	0	148
41033629	Loc85	2	0
41033629	Loc86	0	0
41033629	Loc87	6	0
41033629	Loc88	5	0
41033629	Loc89	0	60
41033629	Loc90	0	0
41033629	Loc91	0	0
41033629	Loc92	0	0
41033629	Loc93	0	0
41033629	Loc94	0	0
41033629	Loc95	0	3
41033629	Loc96	0	21
41066977	Loc01	0	0
41066977	Loc02	0	0
41066977	Loc03	21	0
41066977	Loc04	0	0
41066977	Loc05	0	22
41066977	Loc06	1	0
41066977	Loc07	0	14
41066977	Loc08	0	0
41066977	Loc09	117	0
41066977	Loc10	3	0
41066977	Loc11	0	0
41066977	Loc12	0	0
41066977	Loc13	0	0
41066977	Loc14	1	0
41066977	Loc15	210	0
41066977	Loc16	0	0
41066977	Loc17	61	0
41066977	Loc18	0	0
41066977	Loc19	0	0
41066977	Loc20	105	0
41066977	Loc21	0	0
41066977	Loc22	115	0
41066977	Loc23	0	0
41066977	Loc24	50	0
41066977	Loc25	0	0
41066977	Loc26	0	0
41066977	Loc27	0	0
41066977	Loc28	0	21
41066977	Loc29	129	0
41066977	Loc30	133	4
41066977	Loc31	0	0
41066977	Loc32	0	0
41066977	Loc33	0	3
41066977	Loc34	0	27
41066977	Loc35	0	0
41066977	Loc36	0	0
41066977	Loc37	1	28
41066977	Loc38	0	0
41066977	Loc39	129	0
41066977	Loc40	0	0
41066977	Loc41	0	0
41066977	Loc42	0	0
41066977	Loc43	0	0
41066977	Loc44	151	0
41066977	Loc45	13	131
41066977	Loc46	32	6
41066977	Loc47	0	2
41066977	Loc48	100	71
41066977	Loc49	71	0
41066977	Loc50	13	0
41066977	Loc51	0	0
41066977	Loc52	0	0
41066977	Loc53	74	0
41066977	Loc54	0	41
41066977	Loc55	0	0
41066977	Loc56	0	0
41066977	Loc57	0	0
41066977	Loc58	0	0
41066977	Loc59	182	0
41066977	Loc60	0	0
41066977	Loc61	0	0
41066977	Loc62	90	3
41066977	Loc63	0	0
41066977	Loc64	0	0
41066977	Loc65	0	0
41066977	Loc66	0	2
41066977	Loc67	39	38
41066977	Loc68	0	0
41066977	Loc69	0	61
41066977	Loc70	0	30
41066977	Loc71	0	0
41066977	Loc72	0	0
41066977	Loc73	0	0
41066977	Loc74	100	19
41066977	Loc75	32	0
41066977	Loc76	25	0
41066977	Loc77	0	0
41066977	Loc78	19	0
41066977	Loc79	10	0
41066977	Loc80	0	20
41066977	Loc81	0	0
41066977	Loc82	0	0
41066977	Loc83	0	0
41066977	Loc84	0	103
41066977	Loc85	1	0
41066977	Loc86	0	0
41066977	Loc87	1	0
41066977	Loc88	3	0
41066977	Loc89	0	40
41066977	Loc90	0	1
41066977	Loc91	0	0
41066977	Loc92	0	0
41066977	Loc93	0	0
41066977	Loc94	0	0
41066977	Loc95	0	1
41066977	Loc96	0	97
41100285	Loc01	0	0
41100285	Loc02	0	0
41100285	Loc03	9	0
41100285	Loc04	0	0
41100285	Loc05	0	1
41100285	Loc06	0	0
41100285	Loc07	0	125
41100285	Loc08	0	0
41100285	Loc09	81	0
41100285	Loc10	0	0
41100285	Loc11	0	0
41100285	Loc12	0	0
41100285	Loc13	0	0
41100285	Loc14	0	0
41100285	Loc15	81	0
41100285	Loc16	0	0
41100285	Loc17	43	0
41100285	Loc18	0	0
41100285	Loc19	0	0
41100285	Loc20	68	0
41100285	Loc21	0	0
41100285	Loc22	75	0
41100285	Loc23	0	0
41100285	Loc24	41	0
41100285	Loc25	0	0
41100285	Loc26	0	15
41100285	Loc27	0	37
41100285	Loc28	0	21
41100285	Loc29	124	0
41100285	Loc30	73	4
41100285	Loc31	0	0
41100285	Loc32	0	0
41100285	Loc33	0	0
41100285	Loc34	0	5
41100285	Loc35	0	0
41100285	Loc36	0	0
41100285	Loc37	112	9
41100285	Loc38	0	0
41100285	Loc39	124	0
41100285	Loc40	0	0
41100285	Loc41	0	76
41100285	Loc42	0	0
41100285	Loc43	0	0
41100285	Loc44	182	0
41100285	Loc45	8	140
41100285	Loc46	31	75
41100285	Loc47	0	0
41100285	Loc48	66	46
41100285	Loc49	46	0
41100285	Loc50	10	0
41100285	Loc51	0	0
41100285	Loc52	0	0
41100285	Loc53	43	1
41100285	Loc54	0	25
41100285	Loc55	0	0
41100285	Loc56	0	0
41100285	Loc57	0	0
41100285	Loc58	0	3
41100285	Loc59	125	0
41100285	Loc60	0	0
41100285	Loc61	0	0
41100285	Loc62	32	5
41100285	Loc63	0	0
41100285	Loc64	0	0
41100285	Loc65	0	0
41100285	Loc66	0	0
41100285	Loc67	33	37
41100285	Loc68	0	0
41100285	Loc69	0	19
41100285	Loc70	0	10
41100285	Loc71	0	0
41100285	Loc72	0	0
41100285	Loc73	0	0
41100285	Loc74	32	1
41100285	Loc75	33	0
41100285	Loc76	29	0
41100285	Loc77	0	0
41100285	Loc78	10	0
41100285	Loc79	4	0
41100285	Loc80	0	1
41100285	Loc81	0	0
41100285	Loc82	0	0
41100285	Loc83	0	0
41100285	Loc84	0	54
41100285	Loc85	1	0
41100285	Loc86	0	0
41100285	Loc87	0	0
41100285	Loc88	0	0
41100285	Loc89	0	32
41100285	Loc90	0	46
41100285	Loc91	0	0
41100285	Loc92	0	0
41100285	Loc93	0	0
41100285	Loc94	0	0
41100285	Loc95	0	1
41100285	Loc96	0	85
41133604	Loc01	0	0
41133604	Loc02	0	0
41133604	Loc03	5	0
41133604	Loc04	0	0
41133604	Loc05	0	0
41133604	Loc06	0	0
41133604	Loc07	0	105
41133604	Loc08	0	0
41133604	Loc09	30	0
41133604	Loc10	0	0
41133604	Loc11	0	0
41133604	Loc12	0	0
41133604	Loc13	0	0
41133604	Loc14	0	0
41133604	Loc15	61	0
41133604	Loc16	0	0
41133604	Loc17	21	0
41133604	Loc18	0	0
41133604	Loc19	0	0
41133604	Loc20	71	0
41133604	Loc21	0	0
41133604	Loc22	77	0
41133604	Loc23	0	0
41133604	Loc24	26	43
41133604	Loc25	0	0
41133604	Loc26	0	54
41133604	Loc27	0	66
41133604	Loc28	0	25
41133604	Loc29	125	0
41133604	Loc30	48	0
41133604	Loc31	0	0
41133604	Loc32	0	0
41133604	Loc33	0	0
41133604	Loc34	0	1
41133604	Loc35	0	0
41133604	Loc36	0	0
41133604	Loc37	67	1
41133604	Loc38	0	0
41133604	Loc39	65	0
41133604	Loc40	0	0
41133604	Loc41	0	93
41133604	Loc42	0	34
41133604	Loc43	0	0
41133604	Loc44	230	0
41133604	Loc45	2	193
41133604	Loc46	17	74
41133604	Loc47	0	0
41133604	Loc48	44	4
41133604	Loc49	10	0
41133604	Loc50	15	0
41133604	Loc51	0	0
41133604	Loc52	0	0
41133604	Loc53	19	0
41133604	Loc54	0	5
41133604	Loc55	0	0
41133604	Loc56	0	0
41133604	Loc57	0	0
41133604	Loc58	0	0
41133604	Loc59	48	0
41133604	Loc60	0	0
41133604	Loc61	0	0
41133604	Loc62	17	6
41133604	Loc63	0	0
41133604	Loc64	0	0
41133604	Loc65	0	0
41133604	Loc66	0	10
41133604	Loc67	15	21
41133604	Loc68	0	0
41133604	Loc69	0	16
41133604	Loc70	0	2
41133604	Loc71	0	0
41133604	Loc72	0	0
41133604	Loc73	0	0
41133604	Loc74	26	0
41133604	Loc75	23	0
41133604	Loc76	66	0
41133604	Loc77	0	0
41133604	Loc78	2	0
41133604	Loc79	2	0
41133604	Loc80	0	0
41133604	Loc81	0	0
41133604	Loc82	33	0
41133604	Loc83	0	0
41133604	Loc84	0	9
41133604	Loc85	0	0
41133604	Loc86	0	0
41133604	Loc87	0	0
41133604	Loc88	0	0
41133604	Loc89	0	9
41133604	Loc90	0	58
41133604	Loc91	0	0
41133604	Loc92	0	0
41133604	Loc93	0	0
41133604	Loc94	0	0
41133604	Loc95	0	0
41133604	Loc96	0	63
41166982	Loc01	0	0
41166982	Loc02	0	0
41166982	Loc03	1	14
41166982	Loc04	0	0
41166982	Loc05	0	0
41166982	Loc06	0	0
41166982	Loc07	0	89
41166982	Loc08	0	0
41166982	Loc09	9	0
41166982	Loc10	0	0
41166982	Loc11	0	0
41166982	Loc12	0	0
41166982	Loc13	0	0
41166982	Loc14	106	0
41166982	Loc15	67	0
41166982	Loc16	0	0
41166982	Loc17	9	0
41166982	Loc18	0	0
41166982	Loc19	0	0
41166982	Loc20	36	0
41166982	Loc21	0	0
41166982	Loc22	53	0
41166982	Loc23	0	64
41166982	Loc24	15	50
41166982	Loc25	0	0
41166982	Loc26	0	25
41166982	Loc27	0	34
41166982	Loc28	0	25
41166982	Loc29	63	0
41166982	Loc30	28	0
41166982	Loc31	0	0
41166982	Loc32	0	0
41166982	Loc33	0	0
41166982	Loc34	0	62
41166982	Loc35	0	0
41166982	Loc36	0	0
41166982	Loc37	59	0
41166982	Loc38	0	0
41166982	Loc39	41	0
41166982	Loc40	0	0
41166982	Loc41	0	57
41166982	Loc42	0	27
41166982	Loc43	0	0
41166982	Loc44	167	0
41166982	Loc45	0	94
41166982	Loc46	18	43
41166982	Loc47	0	0
41166982	Loc48	32	0
41166982	Loc49	165	0
41166982	Loc50	15	0
41166982	Loc51	0	0
41166982	Loc52	0	0
41166982	Loc53	7	0
41166982	Loc54	0	0
41166982	Loc55	0	0
41166982	Loc56	0	0
41166982	Loc57	0	0
41166982	Loc58	0	0
41166982	Loc59	13	0
41166982	Loc60	0	0
41166982	Loc61	0	0
41166982	Loc62	0	0
41166982	Loc63	0	0
41166982	Loc64	0	0
41166982	Loc65	0	0
41166982	Loc66	0	12
41166982	Loc67	0	121
41166982	Loc68	0	2
41166982	Loc69	0	11
41166982	Loc70	0	0
41166982	Loc71	0	0
41166982	Loc72	0	0
41166982	Loc73	54	0
41166982	Loc74	19	0
41166982	Loc75	17	0
41166982	Loc76	126	18
41166982	Loc77	0	0
41166982	Loc78	2	0
41166982	Loc79	0	0
41166982	Loc80	0	0
41166982	Loc81	0	0
41166982	Loc82	21	0
41166982	Loc83	0	0
41166982	Loc84	0	1
41166982	Loc85	16	0
41166982	Loc86	0	0
41166982	Loc87	0	0
41166982	Loc88	0	0
41166982	Loc89	0	4
41166982	Loc90	0	34
41166982	Loc91	38	0
41166982	Loc92	0	0
41166982	Loc93	111	0
41166982	Loc94	0	0
41166982	Loc95	0	0
41166982	Loc96	0	27
41199995	Loc01	0	0
41199995	Loc02	0	0
41199995	Loc03	0	12
41199995	Loc04	0	0
41199995	Loc05	0	0
41199995	Loc06	0	0
41199995	Loc07	0	159
41199995	Loc08	0	35
41199995	Loc09	2	0
41199995	Loc10	0	0
41199995	Loc11	0	0
41199995	Loc12	0	0
41199995	Loc13	0	0
41199995	Loc14	116	0
41199995	Loc15	50	0
41199995	Loc16	0	0
41199995	Loc17	3	0
41199995	Loc18	0	0
41199995	Loc19	0	2
41199995	Loc20	3	0
41199995	Loc21	0	0
41199995	Loc22	22	0
41199995	Loc23	0	34
41199995	Loc24	8	54
41199995	Loc25	0	0
41199995	Loc26	0	30
41199995	Loc27	0	20
41199995	Loc28	0	17
41199995	Loc29	36	0
41199995	Loc30	14	0
41199995	Loc31	0	0
41199995	Loc32	0	0
41199995	Loc33	0	0
41199995	Loc34	0	175
41199995	Loc35	0	0
41199995	Loc36	0	0
41199995	Loc37	27	0
41199995	Loc38	7	0
41199995	Loc39	19	0
41199995	Loc40	0	0
41199995	Loc41	0	18
41199995	Loc42	0	22
41199995	Loc43	3	0
41199995	Loc44	63	0
41199995	Loc45	0	63
41199995	Loc46	15	28
41199995	Loc47	0	0
41199995	Loc48	21	0
41199995	Loc49	284	0
41199995	Loc50	10	0
41199995	Loc51	0	0
41199995	Loc52	0	0
41199995	Loc53	3	0
41199995	Loc54	0	0
41199995	Loc55	0	0
41199995	Loc56	0	0
41199995	Loc57	0	0
41199995	Loc58	0	0
41199995	Loc59	1	0
41199995	Loc60	0	0
41199995	Loc61	0	0
41199995	Loc62	0	0
41199995	Loc63	0	0
41199995	Loc64	0	0
41199995	Loc65	0	0
41199995	Loc66	0	0
41199995	Loc67	0	128
41199995	Loc68	0	0
41199995	Loc69	0	4
41199995	Loc70	0	0
41199995	Loc71	28	0
41199995	Loc72	0	0
41199995	Loc73	132	0
41199995	Loc74	79	0
41199995	Loc75	11	0
41199995	Loc76	78	40
41199995	Loc77	3	0
41199995	Loc78	0	0
41199995	Loc79	0	0
41199995	Loc80	5	0
41199995	Loc81	0	0
41199995	Loc82	36	0
41199995	Loc83	0	0
41199995	Loc84	0	0
41199995	Loc85	94	0
41199995	Loc86	0	0
41199995	Loc87	0	0
41199995	Loc88	0	0
41199995	Loc89	0	0
41199995	Loc90	0	0
41199995	Loc91	74	0
41199995	Loc92	0	0
41199995	Loc93	77	0
41199995	Loc94	0	0
41199995	Loc95	0	0
41199995	Loc96	0	13
41233585	Loc01	0	0
41233585	Loc02	0	0
41233585	Loc03	0	2
41233585	Loc04	0	0
41233585	Loc05	0	0
41233585	Loc06	0	0
41233585	Loc07	0	137
41233585	Loc08	0	20
41233585	Loc09	0	0
41233585	Loc10	0	0
41233585	Loc11	0	0
41233585	Loc12	0	0
41233585	Loc13	0	0
41233585	Loc14	81	0
41233585	Loc15	29	0
41233585	Loc16	0	0
41233585	Loc17	1	0
41233585	Loc18	0	0
41233585	Loc19	0	0
41233585	Loc20	0	7
41233585	Loc21	0	0
41233585	Loc22	6	0
41233585	Loc23	0	38
41233585	Loc24	2	18
41233585	Loc25	0	0
41233585	Loc26	0	15
41233585	Loc27	0	0
41233585	Loc28	0	6
41233585	Loc29	31	9
41233585	Loc30	1	0
41233585	Loc31	0	0
41233585	Loc32	0	0
41233585	Loc33	0	0
41233585	Loc34	0	141
41233585	Loc35	0	0
41233585	Loc36	0	0
41233585	Loc37	16	89
41233585	Loc38	120	0
41233585	Loc39	11	0
41233585	Loc40	0	0
41233585	Loc41	0	0
41233585	Loc42	0	23
41233585	Loc43	116	0
41233585	Loc44	5	0
41233585	Loc45	0	50
41233585	Loc46	11	15
41233585	Loc47	0	0
41233585	Loc48	14	0
41233585	Loc49	259	0
41233585	Loc50	0	0
41233585	Loc51	0	0
41233585	Loc52	0	0
41233585	Loc53	0	0
41233585	Loc54	0	0
41233585	Loc55	0	0
41233585	Loc56	0	0
41233585	Loc57	0	0
41233585	Loc58	0	0
41233585	Loc59	0	0
41233585	Loc60	0	0
41233585	Loc61	0	0
41233585	Loc62	0	0
41233585	Loc63	0	0
41233585	Loc64	0	0
41233585	Loc65	0	0
41233585	Loc66	0	0
41233585	Loc67	0	82
41233585	Loc68	0	0
41233585	Loc69	0	0
41233585	Loc70	0	0
41233585	Loc71	61	0
41233585	Loc72	0	0
41233585	Loc73	167	0
41233585	Loc74	79	0
41233585	Loc75	8	0
41233585	Loc76	66	32
41233585	Loc77	114	0
41233585	Loc78	0	0
41233585	Loc79	0	0
41233585	Loc80	130	0
41233585	Loc81	0	0
41233585	Loc82	64	0
41233585	Loc83	0	0
41233585	Loc84	0	0
41233585	Loc85	198	0
41233585	Loc86	0	0
41233585	Loc87	0	0
41233585	Loc88	0	0
41233585	Loc89	0	0
41233585	Loc90	0	0
41233585	Loc91	54	0
41233585	Loc92	0	0
41233585	Loc93	62	0
41233585	Loc94	0	0
41233585	Loc95	0	0
41233585	Loc96	0	1
41267007	Loc01	0	0
41267007	Loc02	0	0
41267007	Loc03	0	0
41267007	Loc04	0	0
41267007	Loc05	0	0
41267007	Loc06	0	0
41267007	Loc07	0	67
41267007	Loc08	0	18
41267007	Loc09	0	0
41267007	Loc10	0	0
41267007	Loc11	0	0
41267007	Loc12	0	0
41267007	Loc13	0	0
41267007	Loc14	65	0
41267007	Loc15	20	0
41267007	Loc16	0	0
41267007	Loc17	0	0
41267007	Loc18	0	0
41267007	Loc19	0	0
41267007	Loc20	0	101
41267007	Loc21	0	2
41267007	Loc22	2	0
41267007	Loc23	0	34
41267007	Loc24	0	49
41267007	Loc25	0	0
41267007	Loc26	0	0
41267007	Loc27	0	0
41267007	Loc28	0	0
41267007	Loc29	75	5
41267007	Loc30	0	0
41267007	Loc31	0	0
41267007	Loc32	0	0
41267007	Loc33	0	0
41267007	Loc34	0	85
41267007	Loc35	0	0
41267007	Loc36	0	0
41267007	Loc37	22	127
41267007	Loc38	111	0
41267007	Loc39	0	0
41267007	Loc40	0	0
41267007	Loc41	0	0
41267007	Loc42	0	8
41267007	Loc43	94	0
41267007	Loc44	1	0
41267007	Loc45	0	17
41267007	Loc46	6	8
41267007	Loc47	0	0
41267007	Loc48	6	0
41267007	Loc49	157	0
41267007	Loc50	0	0
41267007	Loc51	0	0
41267007	Loc52	0	0
41267007	Loc53	1	0
41267007	Loc54	0	0
41267007	Loc55	0	0
41267007	Loc56	0	0
41267007	Loc57	0	0
41267007	Loc58	0	0
41267007	Loc59	0	0
41267007	Loc60	0	0
41267007	Loc61	0	0
41267007	Loc62	0	0
41267007	Loc63	0	0
41267007	Loc64	0	0
41267007	Loc65	0	0
41267007	Loc66	0	0
41267007	Loc67	0	39
41267007	Loc68	0	0
41267007	Loc69	0	0
41267007	Loc70	102	0
41267007	Loc71	0	0
41267007	Loc72	0	0
41267007	Loc73	121	0
41267007	Loc74	59	0
41267007	Loc75	6	0
41267007	Loc76	51	11
41267007	Loc77	80	0
41267007	Loc78	0	0
41267007	Loc79	168	0
41267007	Loc80	25	0
41267007	Loc81	0	0
41267007	Loc82	20	0
41267007	Loc83	0	0
41267007	Loc84	16	1
41267007	Loc85	148	0
41267007	Loc86	0	0
41267007	Loc87	0	0
41267007	Loc88	0	0
41267007	Loc89	0	0
41267007	Loc90	72	0
41267007	Loc91	37	0
41267007	Loc92	0	0
41267007	Loc93	50	0
41267007	Loc94	7	0
41267007	Loc95	0	0
41267007	Loc96	0	0
41300243	Loc01	0	0
41300243	Loc02	0	0
41300243	Loc03	0	0
41300243	Loc04	0	0
41300243	Loc05	0	0
